Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,
UV,,Cond,,Conc B,,Run Log,,Fraction,,"UV_CUT_TEMP@100,BASEM",
ml,mAU,ml,mS/cm,ml,%,ml,Logbook,ml,Fraction,ml,mAU
19.919289,112.286575,39.838577,67.911484,,,,,,,19.919289,61.385284
19.920372,112.296082,39.840744,67.963959,,,,,,,19.920372,61.38726
19.921453,112.306992,39.842907,68.016037,,,,,,,19.921453,61.38924
19.922537,112.318001,39.845074,68.06916,,,,,,,19.922537,61.391216
19.92362,112.329224,39.84724,68.122429,,,,,,,19.92362,61.393192
19.924702,112.339546,39.849403,68.175667,,,,,,,19.924702,61.395172
19.925785,112.350792,39.85157,68.228256,,,,,,,19.925785,61.397148
19.926867,112.361458,39.853733,68.280762,,,,,,,19.926867,61.399124
19.92795,112.371719,39.8559,68.333351,,,,,,,19.92795,61.4011
19.929031,112.382698,39.858063,68.38559,,,,,,,19.929031,61.40308
19.930115,112.394028,39.860229,68.437958,,,,,,,19.930115,61.405056
19.931198,112.403023,39.862396,68.490379,,,,,,,19.931198,61.405056
19.93228,112.411888,39.864559,68.54261,,,,,,,19.93228,61.405056
19.933363,112.422401,39.866726,68.59491,,,,,,,19.933363,61.405056
19.934444,112.431732,39.868889,68.647087,,,,,,,19.934444,61.405056
19.935528,112.441658,39.871056,68.699142,,,,,,,19.935528,61.405056
19.936609,112.451721,39.873219,68.751152,,,,,,,19.936609,61.405056
19.937693,112.460991,39.875385,68.803459,,,,,,,19.937693,61.405056
19.938776,112.470757,39.877552,68.855774,,,,,,,19.938776,61.405056
19.939857,112.48085,39.879715,68.908073,,,,,,,19.939857,61.405056
19.940941,112.49147,39.881882,68.960732,,,,,,,19.940941,61.405056
19.942022,112.50161,39.884045,69.013336,,,,,,,19.942022,61.405056
19.943106,112.511597,39.886211,69.06604,,,,,,,19.943106,61.405056
19.944189,112.521317,39.888378,69.118713,,,,,,,19.944189,61.405056
19.945271,112.532043,39.890541,69.171303,,,,,,,19.945271,61.405056
19.946354,112.542404,39.892708,69.223877,,,,,,,19.946354,61.405056
19.947435,112.552162,39.894871,69.274818,,,,,,,19.947435,61.405056
19.948519,112.562294,39.897038,69.326439,,,,,,,19.948519,61.405056
19.9496,112.572784,39.8992,69.378548,,,,,,,19.9496,61.405056
19.950684,112.583923,39.901367,69.431274,,,,,,,19.950684,61.405056
19.951767,112.593994,39.903534,69.483902,,,,,,,19.951767,61.405056
19.952848,112.604362,39.905697,69.536285,,,,,,,19.952848,61.407013
19.953932,112.614746,39.907864,69.58876,,,,,,,19.953932,61.40897
19.955013,112.624001,39.910027,69.640976,,,,,,,19.955013,61.410927
19.956097,112.635391,39.912193,69.692993,,,,,,,19.956097,61.412884
19.957178,112.646042,39.914356,69.744514,,,,,,,19.957178,61.414841
19.958261,112.656967,39.916523,69.796066,,,,,,,19.958261,61.416798
19.959345,112.66655,39.91869,69.847717,,,,,,,19.959345,61.418755
19.960426,112.676178,39.920853,69.899216,,,,,,,19.960426,61.420712
19.96151,112.686279,39.923019,69.950737,,,,,,,19.96151,61.422668
19.962591,112.696205,39.925182,70.001999,,,,,,,19.962591,61.424625
19.963675,112.705734,39.927349,70.053146,,,,,,,19.963675,61.424625
19.964758,112.715073,39.929516,70.104179,,,,,,,19.964758,61.424625
19.965839,112.724785,39.931679,70.154915,,,,,,,19.965839,61.424625
19.966923,112.735382,39.933846,70.205681,,,,,,,19.966923,61.424625
19.968004,112.744385,39.936008,70.256264,,,,,,,19.968004,61.424625
19.969088,112.754669,39.938175,70.306076,,,,,,,19.969088,61.424625
19.970169,112.764275,39.940338,70.355629,,,,,,,19.970169,61.424625
19.971252,112.774353,39.942505,70.405106,,,,,,,19.971252,61.424625
19.972336,112.784676,39.944672,70.454582,,,,,,,19.972336,61.424625
19.973417,112.795525,39.946835,70.50312,,,,,,,19.973417,61.424625
19.974501,112.805984,39.949001,70.55069,,,,,,,19.974501,61.424625
19.975582,112.815308,39.951164,70.599098,,,,,,,19.975582,61.424625
19.976665,112.825676,39.953331,70.647797,,,,,,,19.976665,61.424625
19.977747,112.83577,39.955494,70.696548,,,,,,,19.977747,61.424625
19.97883,112.845932,39.957661,70.745178,,,,,,,19.97883,61.424625
19.979914,112.854942,39.959827,70.793724,,,,,,,19.979914,61.424625
19.980995,112.865372,39.96199,70.842087,,,,,,,19.980995,61.424625
19.982079,112.873726,39.964157,70.890701,,,,,,,19.982079,61.424625
19.98316,112.883675,39.96632,70.939201,,,,,,,19.98316,61.424625
19.984243,112.894608,39.968487,70.987335,,,,,,,19.984243,61.424625
19.985327,112.904655,39.970654,71.035408,,,,,,,19.985327,61.426163
19.986408,112.914154,39.972816,71.083328,,,,,,,19.986408,61.427696
19.987492,112.923759,39.974983,71.131081,,,,,,,19.987492,61.429234
19.988573,112.932899,39.977146,71.17865,,,,,,,19.988573,61.430767
19.989656,112.942436,39.979313,71.226212,,,,,,,19.989656,61.432304
19.990738,112.951889,39.981476,71.273499,,,,,,,19.990738,61.433842
19.991821,112.961098,39.983643,71.32119,,,,,,,19.991821,61.435375
19.992905,112.970665,39.985809,71.369202,,,,,,,19.992905,61.436913
19.993986,112.980476,39.987972,71.416275,,,,,,,19.993986,61.438446
19.99507,112.989815,39.990139,71.463493,,,,,,,19.99507,61.439983
19.996151,112.99913,39.992302,71.510765,,,,,,,19.996151,61.439983
19.997234,113.008598,39.994469,71.557816,,,,,,,19.997234,61.439983
19.998316,113.018082,39.996632,71.604797,,,,,,,19.998316,61.439983
19.999399,113.027756,39.998798,71.651939,,,,,,,19.999399,61.439983
20.000483,113.037788,40.000965,71.697662,,,,,,,20.000483,61.439983
20.001564,113.048157,40.003128,71.74324,,,,,,,20.001564,61.439983
20.002647,113.058319,40.005295,71.789673,,,,,,,20.002647,61.439983
20.003729,113.069244,40.007458,71.836243,,,,,,,20.003729,61.439983
20.004812,113.079437,40.009624,71.882988,,,,,,,20.004812,61.439983
20.005896,113.088791,40.011791,71.929756,,,,,,,20.005896,61.439983
20.006977,113.098587,40.013954,71.976257,,,,,,,20.006977,61.439983
20.00806,113.108353,40.016121,72.022751,,,,,,,20.00806,61.439983
20.009142,113.117592,40.018284,72.069275,,,,,,,20.009142,61.439983
20.010225,113.127151,40.020451,72.115768,,,,,,,20.010225,61.439983
20.011307,113.136047,40.022614,72.162094,,,,,,,20.011307,61.439983
20.01239,113.145943,40.02478,72.208778,,,,,,,20.01239,61.439983
20.013474,113.155006,40.026947,72.255318,,,,,,,20.013474,61.439983
20.014555,113.16581,40.02911,72.301628,,,,,,,20.014555,61.439983
20.015638,113.176964,40.031277,72.348251,,,,,,,20.015638,61.439983
20.01672,113.188339,40.03344,72.394745,,,,,,,20.01672,61.439983
20.017803,113.199493,40.035606,72.441223,,,,,,,20.017803,61.441502
20.018885,113.208824,40.037769,72.488052,,,,,,,20.018885,61.44302
20.019968,113.218781,40.039936,72.534935,,,,,,,20.019968,61.444538
20.021051,113.230957,40.042103,72.581642,,,,,,,20.021051,61.446056
20.022133,113.241531,40.044266,72.628105,,,,,,,20.022133,61.447571
20.023216,113.251358,40.046432,72.674561,,,,,,,20.023216,61.449089
20.024298,113.261826,40.048595,72.720802,,,,,,,20.024298,61.450607
20.025381,113.271202,40.050762,72.767082,,,,,,,20.025381,61.452126
20.026464,113.280991,40.052929,72.813095,,,,,,,20.026464,61.453644
20.027546,113.291039,40.055092,72.857933,,,,,,,20.027546,61.455162
20.028629,113.301193,40.057259,72.903374,,,,,,,20.028629,61.455162
20.029711,113.31163,40.059422,72.949066,,,,,,,20.029711,61.455162
20.030794,113.321884,40.061588,72.994865,,,,,,,20.030794,61.455162
20.031876,113.331696,40.063751,73.04039,,,,,,,20.031876,61.455162
20.032959,113.342094,40.065918,73.085815,,,,,,,20.032959,61.455162
20.034042,113.351913,40.068085,73.131012,,,,,,,20.034042,61.455162
20.035124,113.362602,40.070248,73.175926,,,,,,,20.035124,61.455162
20.036207,113.373573,40.072414,73.22068,,,,,,,20.036207,61.455162
20.037289,113.38446,40.074577,73.265305,,,,,,,20.037289,61.455162
20.038372,113.395409,40.076744,73.30999,,,,,,,20.038372,61.455162
20.039454,113.405602,40.078907,73.354568,,,,,,,20.039454,61.455162
20.040537,113.414719,40.081074,73.398865,,,,,,,20.040537,61.455162
20.04162,113.424957,40.083241,73.443062,,,,,,,20.04162,61.455162
20.042702,113.43499,40.085403,73.487106,,,,,,,20.042702,61.455162
20.043785,113.443893,40.08757,73.531021,,,,,,,20.043785,61.455162
20.044867,113.454765,40.089733,73.574753,,,,,,,20.044867,61.455162
20.04595,113.463409,40.0919,73.618378,,,,,,,20.04595,61.455162
20.047033,113.474236,40.094067,73.662071,,,,,,,20.047033,61.455162
20.048115,113.484726,40.09623,73.705635,,,,,,,20.048115,61.455162
20.049198,113.495415,40.098396,73.748787,,,,,,,20.049198,61.455162
20.05028,113.505348,40.100559,73.791763,,,,,,,20.05028,61.456661
20.051363,113.516022,40.102726,73.834755,,,,,,,20.051363,61.45816
20.052444,113.526855,40.104889,73.877663,,,,,,,20.052444,61.459663
20.053528,113.53624,40.107056,73.920021,,,,,,,20.053528,61.461163
20.054611,113.54586,40.109222,73.961868,,,,,,,20.054611,61.462662
20.055693,113.556053,40.111385,74.004105,,,,,,,20.055693,61.464161
20.056776,113.565948,40.113552,74.046532,,,,,,,20.056776,61.46566
20.057858,113.575264,40.115715,74.089027,,,,,,,20.057858,61.467163
20.058941,113.585068,40.117882,74.131622,,,,,,,20.058941,61.468662
20.060022,113.595772,40.120045,74.17424,,,,,,,20.060022,61.470161
20.061106,113.605743,40.122211,74.21711,,,,,,,20.061106,61.470161
20.062189,113.614815,40.124378,74.259811,,,,,,,20.062189,61.470161
20.063271,113.62339,40.126541,74.302368,,,,,,,20.063271,61.470161
20.064354,113.634048,40.128708,74.344948,,,,,,,20.064354,61.470161
20.065435,113.645584,40.130871,74.38726,,,,,,,20.065435,61.470161
20.066519,113.655884,40.133038,74.429512,,,,,,,20.066519,61.470161
20.0676,113.666718,40.135201,74.471428,,,,,,,20.0676,61.470161
20.068684,113.677078,40.137367,74.513191,,,,,,,20.068684,61.470161
20.069767,113.687904,40.139534,74.554848,,,,,,,20.069767,61.470161
20.070848,113.698265,40.141697,74.596344,,,,,,,20.070848,61.470161
20.071932,113.709824,40.143864,74.638092,,,,,,,20.071932,61.470161
20.073013,113.720871,40.146027,74.679893,,,,,,,20.073013,61.470161
20.074097,113.730759,40.148193,74.721848,,,,,,,20.074097,61.470161
20.07518,113.739815,40.15036,74.763474,,,,,,,20.07518,61.470161
20.076262,113.751015,40.152523,74.804718,,,,,,,20.076262,61.470161
20.077345,113.760445,40.15469,74.845634,,,,,,,20.077345,61.470161
20.078426,113.770905,40.156853,74.886597,,,,,,,20.078426,61.470161
20.07951,113.78096,40.159019,74.927773,,,,,,,20.07951,61.470161
20.080591,113.791206,40.161182,74.967781,,,,,,,20.080591,61.470161
20.081675,113.801926,40.163349,75.007996,,,,,,,20.081675,61.470161
20.082758,113.812157,40.165516,75.04863,,,,,,,20.082758,61.471645
20.083839,113.821877,40.167679,75.089546,,,,,,,20.083839,61.473125
20.084923,113.832863,40.169846,75.130562,,,,,,,20.084923,61.474609
20.086004,113.842796,40.172009,75.171341,,,,,,,20.086004,61.476089
20.087088,113.852623,40.174175,75.211884,,,,,,,20.087088,61.477573
20.088169,113.86277,40.176338,75.252312,,,,,,,20.088169,61.479057
20.089252,113.87368,40.178505,75.293037,,,,,,,20.089252,61.480537
20.090336,113.883568,40.180672,75.333633,,,,,,,20.090336,61.482021
20.091417,113.894348,40.182835,75.374115,,,,,,,20.091417,61.483501
20.092501,113.904747,40.185001,75.41481,,,,,,,20.092501,61.484985
20.093582,113.915031,40.187164,75.455132,,,,,,,20.093582,61.484985
20.094666,113.92614,40.189331,75.495316,,,,,,,20.094666,61.484985
20.095749,113.937393,40.191498,75.535744,,,,,,,20.095749,61.484985
20.09683,113.947884,40.193661,75.575798,,,,,,,20.09683,61.484985
20.097914,113.957802,40.195827,75.615639,,,,,,,20.097914,61.484985
20.098995,113.967453,40.19799,75.656029,,,,,,,20.098995,61.484985
20.100079,113.976151,40.200157,75.69632,,,,,,,20.100079,61.484985
20.10116,113.985931,40.20232,75.73632,,,,,,,20.10116,61.484985
20.102243,113.995407,40.204487,75.776443,,,,,,,20.102243,61.484985
20.103327,114.005295,40.206654,75.816605,,,,,,,20.103327,61.484985
20.104408,114.0158,40.208817,75.856735,,,,,,,20.104408,61.48645
20.105492,114.026245,40.210983,75.897369,,,,,,,20.105492,61.487915
20.106573,114.03521,40.213146,75.937508,,,,,,,20.106573,61.48938
20.107656,114.045456,40.215313,75.976517,,,,,,,20.107656,61.490845
20.108738,114.055382,40.217476,76.01593,,,,,,,20.108738,61.49231
20.109821,114.065277,40.219643,76.055641,,,,,,,20.109821,61.493778
20.110905,114.075325,40.221809,76.095573,,,,,,,20.110905,61.495243
20.111986,114.085243,40.223972,76.135582,,,,,,,20.111986,61.496708
20.11307,114.094635,40.226139,76.175682,,,,,,,20.11307,61.498173
20.114151,114.103462,40.228302,76.215256,,,,,,,20.114151,61.499638
20.115234,114.113907,40.230469,76.255135,,,,,,,20.115234,61.499638
20.116318,114.124832,40.232635,76.295166,,,,,,,20.116318,61.499638
20.117399,114.134964,40.234798,76.334778,,,,,,,20.117399,61.499638
20.118483,114.14389,40.236965,76.374504,,,,,,,20.118483,61.499638
20.119564,114.153137,40.239128,76.4142,,,,,,,20.119564,61.499638
20.120647,114.163185,40.241295,76.453598,,,,,,,20.120647,61.499638
20.121729,114.17308,40.243458,76.492943,,,,,,,20.121729,61.499638
20.122812,114.182739,40.245625,76.532387,,,,,,,20.122812,61.499638
20.123896,114.192322,40.247791,76.57148,,,,,,,20.123896,61.499638
20.124977,114.203148,40.249954,76.610512,,,,,,,20.124977,61.499638
20.12606,114.213097,40.252121,76.649719,,,,,,,20.12606,61.499638
20.127142,114.222313,40.254284,76.689034,,,,,,,20.127142,61.499638
20.128225,114.231354,40.256451,76.728401,,,,,,,20.128225,61.499638
20.129307,114.240891,40.258614,76.76757,,,,,,,20.129307,61.499638
20.13039,114.251488,40.26078,76.806221,,,,,,,20.13039,61.499638
20.131474,114.261398,40.262947,76.844719,,,,,,,20.131474,61.499638
20.132555,114.269958,40.26511,76.883354,,,,,,,20.132555,61.499638
20.133638,114.279404,40.267277,76.921387,,,,,,,20.133638,61.499638
20.13472,114.289436,40.26944,76.959061,,,,,,,20.13472,61.499638
20.135803,114.29892,40.271606,76.99736,,,,,,,20.135803,61.499638
20.136887,114.307106,40.273773,77.035973,,,,,,,20.136887,61.501087
20.137968,114.316818,40.275936,77.074768,,,,,,,20.137968,61.502533
20.139051,114.325859,40.278103,77.113777,,,,,,,20.139051,61.503983
20.140133,114.336456,40.280266,77.152428,,,,,,,20.140133,61.505428
20.141216,114.34761,40.282433,77.190849,,,,,,,20.141216,61.506878
20.142298,114.358322,40.284595,77.228851,,,,,,,20.142298,61.508327
20.143381,114.367226,40.286762,77.266876,,,,,,,20.143381,61.509773
20.144464,114.376472,40.288929,77.304855,,,,,,,20.144464,61.511223
20.145546,114.386292,40.291092,77.342865,,,,,,,20.145546,61.512669
20.146629,114.396828,40.293259,77.380852,,,,,,,20.146629,61.514118
20.147711,114.407555,40.295422,77.418571,,,,,,,20.147711,61.514118
20.148794,114.417587,40.297588,77.456383,,,,,,,20.148794,61.514118
20.149876,114.427521,40.299751,77.493996,,,,,,,20.149876,61.514118
20.150959,114.438293,40.301918,77.531303,,,,,,,20.150959,61.514118
20.152042,114.448242,40.304085,77.568626,,,,,,,20.152042,61.514118
20.153124,114.457886,40.306248,77.605934,,,,,,,20.153124,61.514118
20.154207,114.466843,40.308414,77.643562,,,,,,,20.154207,61.514118
20.155289,114.477493,40.310577,77.680832,,,,,,,20.155289,61.514118
20.156372,114.486603,40.312744,77.717964,,,,,,,20.156372,61.514118
20.157455,114.496208,40.314911,77.754753,,,,,,,20.157455,61.514118
20.158537,114.506454,40.317074,77.791504,,,,,,,20.158537,61.514118
20.15962,114.515633,40.319241,77.828293,,,,,,,20.15962,61.514118
20.160702,114.525475,40.321404,77.86396,,,,,,,20.160702,61.514118
20.161785,114.535011,40.32357,77.899826,,,,,,,20.161785,61.514118
20.162867,114.543259,40.325733,77.935791,,,,,,,20.162867,61.514118
20.16395,114.553146,40.3279,77.971878,,,,,,,20.16395,61.514118
20.165033,114.563927,40.330067,78.008064,,,,,,,20.165033,61.514118
20.166115,114.573784,40.33223,78.044334,,,,,,,20.166115,61.514118
20.167198,114.584045,40.334396,78.080704,,,,,,,20.167198,61.514118
20.16828,114.595413,40.336559,78.116913,,,,,,,20.16828,61.514118
20.169363,114.605873,40.338726,78.152977,,,,,,,20.169363,61.515549
20.170444,114.615509,40.340889,78.188934,,,,,,,20.170444,61.516979
20.171528,114.624878,40.343056,78.224945,,,,,,,20.171528,61.518414
20.172611,114.634293,40.345222,78.260925,,,,,,,20.172611,61.519844
20.173693,114.643951,40.347385,78.296753,,,,,,,20.173693,61.521275
20.174776,114.653542,40.349552,78.332565,,,,,,,20.174776,61.522705
20.175858,114.662384,40.351715,78.368134,,,,,,,20.175858,61.524136
20.176941,114.673279,40.353882,78.403748,,,,,,,20.176941,61.52557
20.178022,114.683571,40.356045,78.439285,,,,,,,20.178022,61.527
20.179106,114.694565,40.358212,78.474785,,,,,,,20.179106,61.528431
20.180189,114.705223,40.360378,78.510384,,,,,,,20.180189,61.528431
20.181271,114.716064,40.362541,78.546005,,,,,,,20.181271,61.528431
20.182354,114.725967,40.364708,78.581345,,,,,,,20.182354,61.528431
20.183435,114.734703,40.366871,78.616516,,,,,,,20.183435,61.528431
20.184519,114.74379,40.369038,78.651649,,,,,,,20.184519,61.528431
20.185602,114.754883,40.371204,78.687111,,,,,,,20.185602,61.528431
20.186684,114.764885,40.373367,78.722137,,,,,,,20.186684,61.528431
20.187767,114.774536,40.375534,78.756653,,,,,,,20.187767,61.528431
20.188848,114.782913,40.377697,78.791115,,,,,,,20.188848,61.528431
20.189932,114.792313,40.379864,78.82579,,,,,,,20.189932,61.528431
20.191013,114.801819,40.382027,78.860748,,,,,,,20.191013,61.529846
20.192097,114.810989,40.384193,78.895592,,,,,,,20.192097,61.531261
20.19318,114.820549,40.38636,78.930336,,,,,,,20.19318,61.532673
20.194262,114.830818,40.388523,78.964859,,,,,,,20.194262,61.534088
20.195345,114.840019,40.39069,78.999107,,,,,,,20.195345,61.535503
20.196426,114.850273,40.392853,79.033028,,,,,,,20.196426,61.536919
20.19751,114.860672,40.39502,79.066399,,,,,,,20.19751,61.538334
20.198591,114.871033,40.397182,79.099709,,,,,,,20.198591,61.539745
20.199675,114.880592,40.399349,79.133041,,,,,,,20.199675,61.541161
20.200758,114.890305,40.401516,79.166008,,,,,,,20.200758,61.542576
20.201839,114.90062,40.403679,79.198723,,,,,,,20.201839,61.542576
20.202923,114.911247,40.405846,79.231323,,,,,,,20.202923,61.542576
20.204004,114.922531,40.408009,79.2631,,,,,,,20.204004,61.542576
20.205088,114.931946,40.410175,79.295105,,,,,,,20.205088,61.542576
20.206171,114.941612,40.412342,79.327316,,,,,,,20.206171,61.542576
20.207253,114.950546,40.414505,79.35939,,,,,,,20.207253,61.542576
20.208336,114.958847,40.416672,79.391685,,,,,,,20.208336,61.542576
20.209417,114.968002,40.418835,79.424194,,,,,,,20.209417,61.542576
20.210501,114.977257,40.421001,79.456589,,,,,,,20.210501,61.542576
20.211582,114.988319,40.423164,79.488998,,,,,,,20.211582,61.542576
20.212666,114.998917,40.425331,79.521729,,,,,,,20.212666,61.542576
20.213749,115.00782,40.427498,79.553833,,,,,,,20.213749,61.542576
20.21483,115.017853,40.429661,79.585701,,,,,,,20.21483,61.542576
20.215914,115.027786,40.431828,79.617653,,,,,,,20.215914,61.542576
20.216995,115.039856,40.43399,79.649857,,,,,,,20.216995,61.542576
20.218079,115.049309,40.436157,79.682335,,,,,,,20.218079,61.542576
20.21916,115.059357,40.43832,79.715187,,,,,,,20.21916,61.542576
20.220243,115.06955,40.440487,79.747993,,,,,,,20.220243,61.542576
20.221327,115.078857,40.442654,79.780731,,,,,,,20.221327,61.542576
20.222408,115.08857,40.444817,79.813797,,,,,,,20.222408,61.542576
20.223492,115.098381,40.446983,79.846863,,,,,,,20.223492,61.543976
20.224573,115.109543,40.449146,79.879814,,,,,,,20.224573,61.545372
20.225657,115.121078,40.451313,79.912849,,,,,,,20.225657,61.546768
20.22674,115.132233,40.45348,79.945877,,,,,,,20.22674,61.548168
20.227821,115.141823,40.455643,79.978821,,,,,,,20.227821,61.549568
20.228905,115.151466,40.457809,80.011436,,,,,,,20.228905,61.550964
20.229986,115.162422,40.459972,80.043732,,,,,,,20.229986,61.552361
20.23107,115.172302,40.462139,80.075699,,,,,,,20.23107,61.553761
20.232151,115.181915,40.464302,80.107712,,,,,,,20.232151,61.555161
20.233234,115.191971,40.466469,80.139778,,,,,,,20.233234,61.556557
20.234318,115.202118,40.468636,80.171768,,,,,,,20.234318,61.556557
20.235399,115.21225,40.470798,80.203484,,,,,,,20.235399,61.556557
20.236483,115.223152,40.472965,80.235092,,,,,,,20.236483,61.556557
20.237564,115.233444,40.475128,80.26635,,,,,,,20.237564,61.556557
20.238647,115.243126,40.477295,80.298019,,,,,,,20.238647,61.556557
20.239729,115.253014,40.479458,80.329742,,,,,,,20.239729,61.556557
20.240812,115.262115,40.481625,80.361099,,,,,,,20.240812,61.556557
20.241896,115.273003,40.483791,80.392189,,,,,,,20.241896,61.556557
20.242977,115.282173,40.485954,80.423058,,,,,,,20.242977,61.556557
20.244061,115.292717,40.488121,80.454483,,,,,,,20.244061,61.556557
20.245142,115.30117,40.490284,80.485893,,,,,,,20.245142,61.556557
20.246225,115.311165,40.492451,80.51741,,,,,,,20.246225,61.556557
20.247309,115.3218,40.494617,80.54863,,,,,,,20.247309,61.556557
20.24839,115.332481,40.49678,80.579773,,,,,,,20.24839,61.556557
20.249474,115.343239,40.498947,80.610947,,,,,,,20.249474,61.556557
20.250555,115.353882,40.50111,80.642052,,,,,,,20.250555,61.556557
20.251638,115.364365,40.503277,80.673141,,,,,,,20.251638,61.556557
20.25272,115.37352,40.50544,80.704041,,,,,,,20.25272,61.556557
20.253803,115.382904,40.507607,80.735298,,,,,,,20.253803,61.556557
20.254887,115.393768,40.509773,80.766533,,,,,,,20.254887,61.556557
20.255968,115.404999,40.511936,80.797485,,,,,,,20.255968,61.557938
20.257051,115.415474,40.514103,80.828392,,,,,,,20.257051,61.559319
20.258133,115.424904,40.516266,80.859283,,,,,,,20.258133,61.560703
20.259216,115.434029,40.518433,80.890526,,,,,,,20.259216,61.562084
20.260298,115.442818,40.520596,80.921974,,,,,,,20.260298,61.563465
20.261381,115.451866,40.522762,80.953575,,,,,,,20.261381,61.564846
20.262465,115.461121,40.524929,80.984856,,,,,,,20.262465,61.566227
20.263546,115.470985,40.527092,81.016441,,,,,,,20.263546,61.567612
20.264629,115.480011,40.529259,81.048325,,,,,,,20.264629,61.568993
20.265711,115.488998,40.531422,81.080078,,,,,,,20.265711,61.570374
20.266794,115.498039,40.533588,81.11171,,,,,,,20.266794,61.570374
20.267878,115.507858,40.535755,81.143173,,,,,,,20.267878,61.570374
20.268959,115.517143,40.537918,81.174126,,,,,,,20.268959,61.570374
20.270042,115.527145,40.540085,81.205276,,,,,,,20.270042,61.570374
20.271124,115.536888,40.542248,81.236626,,,,,,,20.271124,61.570374
20.272207,115.546333,40.544415,81.268227,,,,,,,20.272207,61.570374
20.273289,115.557014,40.546577,81.299713,,,,,,,20.273289,61.570374
20.274372,115.565758,40.548744,81.33107,,,,,,,20.274372,61.570374
20.275455,115.57547,40.550911,81.362259,,,,,,,20.275455,61.570374
20.276537,115.585175,40.553074,81.393433,,,,,,,20.276537,61.570374
20.27762,115.593796,40.555241,81.424889,,,,,,,20.27762,61.570374
20.278702,115.602669,40.557404,81.456139,,,,,,,20.278702,61.570374
20.279785,115.61203,40.55957,81.487358,,,,,,,20.279785,61.570374
20.280867,115.622581,40.561733,81.518394,,,,,,,20.280867,61.570374
20.28195,115.63237,40.5639,81.549416,,,,,,,20.28195,61.570374
20.283033,115.642799,40.566067,81.580399,,,,,,,20.283033,61.570374
20.284115,115.653358,40.56823,81.611198,,,,,,,20.284115,61.570374
20.285198,115.662651,40.570396,81.641853,,,,,,,20.285198,61.570374
20.28628,115.672523,40.572559,81.67231,,,,,,,20.28628,61.570374
20.287363,115.68364,40.574726,81.703285,,,,,,,20.287363,61.570374
20.288446,115.693329,40.576893,81.734299,,,,,,,20.288446,61.571739
20.289528,115.70253,40.579056,81.765312,,,,,,,20.289528,61.573105
20.290611,115.711487,40.581223,81.796211,,,,,,,20.290611,61.574471
20.291693,115.721504,40.583385,81.82695,,,,,,,20.291693,61.575836
20.292776,115.729912,40.585552,81.857605,,,,,,,20.292776,61.577202
20.293858,115.739899,40.587715,81.888306,,,,,,,20.293858,61.578564
20.294941,115.749382,40.589882,81.918732,,,,,,,20.294941,61.579929
20.296024,115.759148,40.592049,81.948486,,,,,,,20.296024,61.581295
20.297106,115.767708,40.594212,81.978943,,,,,,,20.297106,61.582661
20.298189,115.775375,40.596378,82.009659,,,,,,,20.298189,61.584026
20.299271,115.784294,40.598541,82.040291,,,,,,,20.299271,61.584026
20.300354,115.79422,40.600708,82.070389,,,,,,,20.300354,61.584026
20.301435,115.805016,40.602871,82.100082,,,,,,,20.301435,61.584026
20.302519,115.816116,40.605038,82.129326,,,,,,,20.302519,61.584026
20.303602,115.826881,40.607204,82.158203,,,,,,,20.303602,61.584026
20.304684,115.837105,40.609367,82.186813,,,,,,,20.304684,61.584026
20.305767,115.847664,40.611534,82.215416,,,,,,,20.305767,61.584026
20.306849,115.858017,40.613697,82.24382,,,,,,,20.306849,61.584026
20.307932,115.867981,40.615864,82.272148,,,,,,,20.307932,61.584026
20.309013,115.877731,40.618027,82.300026,,,,,,,20.309013,61.584026
20.310097,115.887413,40.620193,82.327858,,,,,,,20.310097,61.585377
20.31118,115.897827,40.62236,82.355568,,,,,,,20.31118,61.586727
20.312262,115.90741,40.624523,82.3834,,,,,,,20.312262,61.588074
20.313345,115.917664,40.62669,82.411308,,,,,,,20.313345,61.589424
20.314426,115.928268,40.628853,82.439209,,,,,,,20.314426,61.590775
20.31551,115.939232,40.63102,82.467224,,,,,,,20.31551,61.592125
20.316593,115.949852,40.633186,82.495148,,,,,,,20.316593,61.593475
20.317675,115.958023,40.635349,82.522797,,,,,,,20.317675,61.594822
20.318758,115.968216,40.637516,82.55069,,,,,,,20.318758,61.596172
20.319839,115.979233,40.639679,82.578545,,,,,,,20.319839,61.597523
20.320923,115.988365,40.641846,82.606361,,,,,,,20.320923,61.597523
20.322004,115.998154,40.644009,82.633492,,,,,,,20.322004,61.597523
20.323088,116.00753,40.646175,82.660561,,,,,,,20.323088,61.597523
20.324171,116.017525,40.648342,82.68837,,,,,,,20.324171,61.597523
20.325253,116.026855,40.650505,82.716385,,,,,,,20.325253,61.597523
20.326336,116.037163,40.652672,82.744591,,,,,,,20.326336,61.597523
20.327417,116.047279,40.654835,82.772728,,,,,,,20.327417,61.597523
20.328501,116.056793,40.657001,82.800995,,,,,,,20.328501,61.597523
20.329582,116.065933,40.659164,82.829285,,,,,,,20.329582,61.597523
20.330666,116.07653,40.661331,82.857574,,,,,,,20.330666,61.597523
20.331749,116.086922,40.663498,82.885925,,,,,,,20.331749,61.597523
20.33283,116.097893,40.665661,82.914299,,,,,,,20.33283,61.597523
20.333914,116.108765,40.667828,82.942566,,,,,,,20.333914,61.597523
20.334995,116.1194,40.669991,82.970886,,,,,,,20.334995,61.597523
