Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,
UV,,Cond,,Conc B,,Run Log,,Fraction,,"UV_CUT_TEMP@100,BASEM",
ml,mAU,ml,mS/cm,ml,%,ml,Logbook,ml,Fraction,ml,mAU
7.677587,103.072617,15.355174,53.183887,,,,,,,7.677587,19.485291
7.678669,103.554001,15.357339,53.184441,,,,,,,7.678669,19.485291
7.679752,104.036301,15.359504,53.184708,,,,,,,7.679752,19.485291
7.680835,104.518883,15.36167,53.184792,,,,,,,7.680835,19.485291
7.681917,105.00222,15.363834,53.184925,,,,,,,7.681917,19.485291
7.683,105.488609,15.365999,53.185623,,,,,,,7.683,19.485291
7.684083,105.975731,15.368165,53.186142,,,,,,,7.684083,19.485291
7.685165,106.463875,15.37033,53.186638,,,,,,,7.685165,19.485291
7.686247,106.949944,15.372495,53.187172,,,,,,,7.686247,19.485291
7.68733,107.441566,15.37466,53.18755,,,,,,,7.68733,19.49584
7.688413,107.935234,15.376825,53.187943,,,,,,,7.688413,19.50639
7.689495,108.431152,15.37899,53.188564,,,,,,,7.689495,19.516941
7.690578,108.935265,15.381155,53.189384,,,,,,,7.690578,19.527491
7.69166,109.438232,15.383321,53.190006,,,,,,,7.69166,19.53804
7.692743,109.942589,15.385486,53.190979,,,,,,,7.692743,19.54859
7.693825,110.448273,15.38765,53.192097,,,,,,,7.693825,19.559139
7.694908,110.959167,15.389816,53.192863,,,,,,,7.694908,19.569691
7.695991,111.4674,15.391981,53.193321,,,,,,,7.695991,19.58024
7.697073,111.981316,15.394146,53.193909,,,,,,,7.697073,19.59079
7.698156,112.498734,15.396312,53.194664,,,,,,,7.698156,19.601322
7.699238,113.015625,15.398477,53.1959,,,,,,,7.699238,19.611853
7.700321,113.533958,15.400641,53.196644,,,,,,,7.700321,19.622385
7.701404,114.054977,15.402807,53.197357,,,,,,,7.701404,19.632917
7.702486,114.575813,15.404972,53.197868,,,,,,,7.702486,19.643448
7.703568,115.091698,15.407137,53.198074,,,,,,,7.703568,19.65398
7.704651,115.612282,15.409302,53.198383,,,,,,,7.704651,19.664513
7.705734,116.132797,15.411468,53.199051,,,,,,,7.705734,19.675045
7.706816,116.654388,15.413632,53.1996,,,,,,,7.706816,19.685575
7.707899,117.172852,15.415797,53.200371,,,,,,,7.707899,19.696108
7.708982,117.698601,15.417963,53.201157,,,,,,,7.708982,19.696108
7.710064,118.227303,15.420128,53.201698,,,,,,,7.710064,19.696108
7.711146,118.755203,15.422293,53.202141,,,,,,,7.711146,19.696108
7.712229,119.283203,15.424459,53.202393,,,,,,,7.712229,19.696108
7.713312,119.820282,15.426623,53.202873,,,,,,,7.713312,19.696108
7.714394,120.360962,15.428788,53.203293,,,,,,,7.714394,19.696108
7.715477,120.901489,15.430954,53.20351,,,,,,,7.715477,19.696108
7.716559,121.443199,15.433119,53.203766,,,,,,,7.716559,19.696108
7.717642,121.985207,15.435284,53.204185,,,,,,,7.717642,19.696108
7.718725,122.535843,15.437449,53.204601,,,,,,,7.718725,19.696108
7.719807,123.084152,15.439614,53.204762,,,,,,,7.719807,19.706621
7.72089,123.631332,15.441779,53.205242,,,,,,,7.72089,19.717134
7.721972,124.185364,15.443945,53.205551,,,,,,,7.721972,19.727648
7.723055,124.736488,15.44611,53.206497,,,,,,,7.723055,19.738161
7.724137,125.293228,15.448275,53.207161,,,,,,,7.724137,19.748674
7.72522,125.852173,15.450439,53.207554,,,,,,,7.72522,19.759188
7.726303,126.40789,15.452605,53.208118,,,,,,,7.726303,19.769701
7.727385,126.968407,15.45477,53.208527,,,,,,,7.727385,19.780214
7.728467,127.529816,15.456935,53.209225,,,,,,,7.728467,19.790728
7.72955,128.079803,15.459101,53.209736,,,,,,,7.72955,19.801241
7.730633,128.621094,15.461266,53.210621,,,,,,,7.730633,19.811735
7.731715,129.178879,15.46343,53.211369,,,,,,,7.731715,19.822229
7.732798,129.739883,15.465596,53.211792,,,,,,,7.732798,19.832724
7.733881,130.306824,15.467761,53.212326,,,,,,,7.733881,19.843218
7.734963,130.872498,15.469926,53.212902,,,,,,,7.734963,19.853714
7.736046,131.435898,15.472092,53.213917,,,,,,,7.736046,19.864208
7.737128,132.006317,15.474257,53.214909,,,,,,,7.737128,19.874702
7.738211,132.575317,15.476421,53.21582,,,,,,,7.738211,19.885197
7.739294,133.144699,15.478587,53.216667,,,,,,,7.739294,19.895691
7.740376,133.719238,15.480752,53.217388,,,,,,,7.740376,19.906185
7.741458,134.291122,15.482917,53.218014,,,,,,,7.741458,19.906185
7.742541,134.864914,15.485082,53.218723,,,,,,,7.742541,19.906185
7.743624,135.438461,15.487247,53.219318,,,,,,,7.743624,19.906185
7.744706,136.017365,15.489412,53.219826,,,,,,,7.744706,19.906185
7.745789,136.593262,15.491577,53.220379,,,,,,,7.745789,19.906185
7.746871,137.17009,15.493743,53.221252,,,,,,,7.746871,19.906185
7.747954,137.749466,15.495908,53.222134,,,,,,,7.747954,19.906185
7.749036,138.331329,15.498073,53.223225,,,,,,,7.749036,19.906185
7.750119,138.912537,15.500238,53.223869,,,,,,,7.750119,19.906185
7.751202,139.497742,15.502403,53.224438,,,,,,,7.751202,19.906185
7.752284,140.080109,15.504568,53.2248,,,,,,,7.752284,19.91666
7.753367,140.666138,15.506734,53.225464,,,,,,,7.753367,19.927135
7.754449,141.256058,15.508899,53.226192,,,,,,,7.754449,19.937611
7.755532,141.844086,15.511064,53.226894,,,,,,,7.755532,19.948086
7.756615,142.431885,15.513229,53.227707,,,,,,,7.756615,19.958561
7.757697,143.018967,15.515394,53.228458,,,,,,,7.757697,19.969038
7.75878,143.6091,15.517559,53.229366,,,,,,,7.75878,19.979513
7.759862,144.198425,15.519724,53.230244,,,,,,,7.759862,19.989988
7.760945,144.787567,15.52189,53.230839,,,,,,,7.760945,20.000463
7.762027,145.383926,15.524055,53.231575,,,,,,,7.762027,20.010939
7.76311,145.975174,15.526219,53.232212,,,,,,,7.76311,20.021395
7.764193,146.56929,15.528385,53.232956,,,,,,,7.764193,20.031851
7.765275,147.168701,15.53055,53.233875,,,,,,,7.765275,20.042305
7.766357,147.771011,15.532715,53.234879,,,,,,,7.766357,20.052761
7.76744,148.366318,15.534881,53.23571,,,,,,,7.76744,20.063217
7.768523,148.965225,15.537045,53.236958,,,,,,,7.768523,20.073673
7.769605,149.566711,15.53921,53.237907,,,,,,,7.769605,20.084129
7.770688,150.168625,15.541376,53.23877,,,,,,,7.770688,20.094584
7.77177,150.769623,15.543541,53.239475,,,,,,,7.77177,20.10504
7.772853,151.372528,15.545706,53.239742,,,,,,,7.772853,20.115496
7.773936,151.974838,15.547872,53.240078,,,,,,,7.773936,20.115496
7.775018,152.578506,15.550036,53.240471,,,,,,,7.775018,20.115496
7.776101,153.183167,15.552201,53.240517,,,,,,,7.776101,20.115496
7.777184,153.788422,15.554367,53.240799,,,,,,,7.777184,20.115496
7.778266,154.39212,15.556532,53.241077,,,,,,,7.778266,20.115496
7.779348,154.993195,15.558697,53.241295,,,,,,,7.779348,20.115496
7.780431,155.59523,15.560862,53.241531,,,,,,,7.780431,20.115496
7.781514,156.198349,15.563027,53.241802,,,,,,,7.781514,20.115496
7.782596,156.800415,15.565192,53.241943,,,,,,,7.782596,20.115496
7.783679,157.404892,15.567357,53.242298,,,,,,,7.783679,20.115496
7.784761,158.010651,15.569523,53.242413,,,,,,,7.784761,20.125931
7.785844,158.614044,15.571688,53.242409,,,,,,,7.785844,20.136368
7.786926,159.224014,15.573853,53.24255,,,,,,,7.786926,20.146803
7.788009,159.829788,15.576018,53.242493,,,,,,,7.788009,20.15724
7.789092,160.441925,15.578183,53.242455,,,,,,,7.789092,20.167675
7.790174,161.05217,15.580348,53.242706,,,,,,,7.790174,20.17811
7.791257,161.664139,15.582514,53.242668,,,,,,,7.791257,20.188547
7.792339,162.267715,15.584679,53.242847,,,,,,,7.792339,20.198982
7.793422,162.853912,15.586843,53.242954,,,,,,,7.793422,20.209419
7.794505,163.456711,15.589009,53.24345,,,,,,,7.794505,20.219854
7.795587,164.067291,15.591174,53.243851,,,,,,,7.795587,20.23027
7.796669,164.676712,15.593339,53.24398,,,,,,,7.796669,20.240686
7.797752,165.283264,15.595504,53.244453,,,,,,,7.797752,20.251102
7.798835,165.893402,15.59767,53.244911,,,,,,,7.798835,20.261518
7.799917,166.50528,15.599834,53.24535,,,,,,,7.799917,20.271935
7.801,167.112427,15.601999,53.245735,,,,,,,7.801,20.282349
7.802083,167.724991,15.604165,53.246155,,,,,,,7.802083,20.292765
7.803165,168.335526,15.60633,53.246536,,,,,,,7.803165,20.303181
7.804247,168.945648,15.608495,53.247181,,,,,,,7.804247,20.313597
7.80533,169.554352,15.610661,53.248009,,,,,,,7.80533,20.324013
7.806413,170.163239,15.612825,53.248775,,,,,,,7.806413,20.324013
7.807495,170.769928,15.61499,53.249794,,,,,,,7.807495,20.324013
7.808578,171.376801,15.617156,53.250629,,,,,,,7.808578,20.324013
7.80966,171.981705,15.619321,53.251621,,,,,,,7.80966,20.324013
7.810743,172.588272,15.621486,53.252872,,,,,,,7.810743,20.324013
7.811826,173.187546,15.623652,53.254066,,,,,,,7.811826,20.324013
7.812908,173.789856,15.625816,53.255199,,,,,,,7.812908,20.324013
7.813991,174.395447,15.627981,53.256187,,,,,,,7.813991,20.324013
7.815073,175.001205,15.630147,53.257156,,,,,,,7.815073,20.324013
7.816156,175.606033,15.632312,53.258354,,,,,,,7.816156,20.324013
7.817238,176.214859,15.634477,53.259567,,,,,,,7.817238,20.334408
7.818321,176.819061,15.636642,53.260941,,,,,,,7.818321,20.344803
7.819404,177.428177,15.638807,53.26218,,,,,,,7.819404,20.355198
7.820486,178.035873,15.640972,53.263542,,,,,,,7.820486,20.365593
7.821568,178.645752,15.643137,53.264416,,,,,,,7.821568,20.375988
7.822651,179.252502,15.645303,53.265198,,,,,,,7.822651,20.386385
7.823734,179.86676,15.647468,53.265762,,,,,,,7.823734,20.39678
7.824816,180.475769,15.649632,53.266502,,,,,,,7.824816,20.407175
7.825899,181.087982,15.651798,53.267506,,,,,,,7.825899,20.41757
7.826982,181.698746,15.653963,53.26841,,,,,,,7.826982,20.427965
7.828064,182.307144,15.656128,53.269348,,,,,,,7.828064,20.438339
7.829147,182.915268,15.658294,53.270153,,,,,,,7.829147,20.448715
7.830229,183.517776,15.660459,53.271187,,,,,,,7.830229,20.459089
7.831312,184.128098,15.662623,53.271893,,,,,,,7.831312,20.469463
7.832395,184.731583,15.664789,53.272655,,,,,,,7.832395,20.479839
7.833477,185.342102,15.666954,53.27322,,,,,,,7.833477,20.490213
7.834559,185.942932,15.669119,53.273804,,,,,,,7.834559,20.500587
7.835642,186.546463,15.671284,53.274422,,,,,,,7.835642,20.510962
7.836725,187.147186,15.67345,53.274807,,,,,,,7.836725,20.521338
7.837807,187.746979,15.675614,53.275589,,,,,,,7.837807,20.531712
7.83889,188.345963,15.677779,53.27589,,,,,,,7.83889,20.531712
7.839972,188.94455,15.679945,53.276112,,,,,,,7.839972,20.531712
7.841055,189.543457,15.68211,53.276623,,,,,,,7.841055,20.531712
7.842137,190.13765,15.684275,53.277252,,,,,,,7.842137,20.531712
7.84322,190.730301,15.68644,53.277603,,,,,,,7.84322,20.531712
7.844303,191.327271,15.688605,53.277882,,,,,,,7.844303,20.531712
7.845385,191.924149,15.69077,53.278297,,,,,,,7.845385,20.531712
7.846468,192.518753,15.692936,53.278248,,,,,,,7.846468,20.531712
7.84755,193.11351,15.695101,53.278183,,,,,,,7.84755,20.531712
7.848633,193.710526,15.697266,53.278175,,,,,,,7.848633,20.531712
7.849716,194.305161,15.699431,53.278248,,,,,,,7.849716,20.542065
7.850798,194.902695,15.701596,53.278233,,,,,,,7.850798,20.55242
7.851881,195.497467,15.703761,53.278358,,,,,,,7.851881,20.562773
7.852963,196.098053,15.705927,53.278305,,,,,,,7.852963,20.573126
7.854046,196.690826,15.708092,53.278542,,,,,,,7.854046,20.583481
7.855128,197.283661,15.710257,53.278866,,,,,,,7.855128,20.593834
7.856211,197.866379,15.712421,53.279163,,,,,,,7.856211,20.604187
7.857294,198.435211,15.714587,53.279346,,,,,,,7.857294,20.61454
7.858376,199.021179,15.716752,53.279518,,,,,,,7.858376,20.624895
7.859458,199.609131,15.718917,53.279789,,,,,,,7.859458,20.635248
7.860541,200.194443,15.721083,53.280224,,,,,,,7.860541,20.64558
7.861624,200.777618,15.723248,53.280388,,,,,,,7.861624,20.655912
7.862706,201.362946,15.725412,53.281139,,,,,,,7.862706,20.666245
7.863789,201.944382,15.727578,53.281704,,,,,,,7.863789,20.676577
7.864872,202.528671,15.729743,53.282169,,,,,,,7.864872,20.686909
7.865954,203.10994,15.731908,53.282661,,,,,,,7.865954,20.697243
7.867037,203.688858,15.734074,53.283131,,,,,,,7.867037,20.707575
7.868119,204.269119,15.736238,53.283455,,,,,,,7.868119,20.717907
7.869202,204.846146,15.738403,53.284134,,,,,,,7.869202,20.728239
7.870285,205.423172,15.740569,53.284611,,,,,,,7.870285,20.738571
7.871367,205.997406,15.742734,53.284966,,,,,,,7.871367,20.748882
7.872449,206.571075,15.744899,53.285397,,,,,,,7.872449,20.759193
7.873532,207.14093,15.747064,53.285702,,,,,,,7.873532,20.769505
7.874615,207.710953,15.749229,53.28635,,,,,,,7.874615,20.779816
7.875697,208.2771,15.751394,53.286934,,,,,,,7.875697,20.790127
7.87678,208.843903,15.753559,53.287502,,,,,,,7.87678,20.800436
7.877862,209.409744,15.755725,53.287876,,,,,,,7.877862,20.810747
7.878945,209.975403,15.75789,53.288277,,,,,,,7.878945,20.821058
7.880027,210.539734,15.760055,53.288582,,,,,,,7.880027,20.831369
7.88111,211.104919,15.76222,53.289246,,,,,,,7.88111,20.841681
7.882193,211.668777,15.764385,53.289875,,,,,,,7.882193,20.841681
7.883275,212.233551,15.76655,53.28994,,,,,,,7.883275,20.841681
7.884358,212.798294,15.768716,53.290016,,,,,,,7.884358,20.841681
7.88544,213.36261,15.770881,53.290569,,,,,,,7.88544,20.841681
7.886523,213.926666,15.773046,53.291039,,,,,,,7.886523,20.841681
7.887606,214.489838,15.775211,53.291466,,,,,,,7.887606,20.841681
7.888688,215.049179,15.777376,53.292248,,,,,,,7.888688,20.841681
7.889771,215.610901,15.779541,53.292912,,,,,,,7.889771,20.841681
7.890853,216.167404,15.781706,53.29348,,,,,,,7.890853,20.841681
7.891936,216.720016,15.783872,53.294163,,,,,,,7.891936,20.841681
7.893018,217.270065,15.786036,53.294445,,,,,,,7.893018,20.851969
7.894101,217.824539,15.788201,53.294445,,,,,,,7.894101,20.862259
7.895184,218.373306,15.790367,53.294296,,,,,,,7.895184,20.872547
7.896266,218.92453,15.792532,53.294178,,,,,,,7.896266,20.882835
7.897348,219.473495,15.794697,53.294319,,,,,,,7.897348,20.893124
7.898431,220.020859,15.796863,53.294399,,,,,,,7.898431,20.903414
7.899514,220.567093,15.799027,53.294735,,,,,,,7.899514,20.913702
7.900596,221.111465,15.801192,53.295074,,,,,,,7.900596,20.92399
7.901679,221.656525,15.803358,53.295555,,,,,,,7.901679,20.93428
7.902761,222.195541,15.805523,53.295937,,,,,,,7.902761,20.944569
7.903844,222.734863,15.807688,53.296371,,,,,,,7.903844,20.954836
7.904927,223.270157,15.809854,53.296696,,,,,,,7.904927,20.965103
7.906009,223.805679,15.812018,53.297291,,,,,,,7.906009,20.975368
7.907092,224.333755,15.814183,53.297825,,,,,,,7.907092,20.985636
7.908175,224.866104,15.816349,53.298351,,,,,,,7.908175,20.995903
7.909257,225.395508,15.818514,53.298664,,,,,,,7.909257,21.00617
7.910339,225.921631,15.820679,53.299129,,,,,,,7.910339,21.016438
7.911422,226.446854,15.822844,53.299683,,,,,,,7.911422,21.026703
7.912505,226.964218,15.825009,53.300255,,,,,,,7.912505,21.03697
7.913587,227.49144,15.827174,53.300838,,,,,,,7.913587,21.047237
7.91467,228.016006,15.829339,53.301414,,,,,,,7.91467,21.047237
7.915752,228.540466,15.831505,53.302013,,,,,,,7.915752,21.047237
7.916835,229.069183,15.83367,53.302555,,,,,,,7.916835,21.047237
7.917917,229.590256,15.835835,53.302937,,,,,,,7.917917,21.047237
7.919,230.111023,15.838,53.303398,,,,,,,7.919,21.047237
7.920083,230.619125,15.840165,53.30394,,,,,,,7.920083,21.047237
7.921165,231.119766,15.84233,53.304535,,,,,,,7.921165,21.047237
7.922248,231.638275,15.844496,53.304993,,,,,,,7.922248,21.047237
7.92333,232.153473,15.846661,53.305759,,,,,,,7.92333,21.047237
7.924413,232.664261,15.848825,53.306438,,,,,,,7.924413,21.047237
7.925496,233.175339,15.850991,53.307167,,,,,,,7.925496,21.057482
7.926578,233.681412,15.853156,53.307991,,,,,,,7.926578,21.067726
7.92766,234.184662,15.855321,53.308945,,,,,,,7.92766,21.077971
7.928743,234.683563,15.857486,53.309948,,,,,,,7.928743,21.088215
7.929826,235.185684,15.859652,53.311127,,,,,,,7.929826,21.098461
7.930908,235.682831,15.861816,53.312271,,,,,,,7.930908,21.108706
7.931991,236.182114,15.863981,53.313412,,,,,,,7.931991,21.11895
7.933074,236.677277,15.866147,53.314529,,,,,,,7.933074,21.129194
7.934156,237.168808,15.868312,53.315742,,,,,,,7.934156,21.139439
7.935238,237.657349,15.870477,53.316814,,,,,,,7.935238,21.149683
7.936321,238.146896,15.872643,53.317848,,,,,,,7.936321,21.159904
7.937404,238.633102,15.874807,53.319324,,,,,,,7.937404,21.170126
7.938486,239.118866,15.876972,53.320816,,,,,,,7.938486,21.180349
7.939569,239.601288,15.879138,53.321953,,,,,,,7.939569,21.190571
7.940651,240.083481,15.881303,53.322926,,,,,,,7.940651,21.200792
7.941734,240.559174,15.883468,53.323509,,,,,,,7.941734,21.211014
7.942817,241.035599,15.885633,53.324173,,,,,,,7.942817,21.221235
7.943899,241.508789,15.887798,53.32502,,,,,,,7.943899,21.231459
7.944982,241.982269,15.889963,53.325371,,,,,,,7.944982,21.24168
7.946064,242.456833,15.892129,53.325466,,,,,,,7.946064,21.251902
7.947147,242.93309,15.894294,53.325829,,,,,,,7.947147,21.2621
7.948229,243.404297,15.896459,53.325859,,,,,,,7.948229,21.272301
7.949312,243.8741,15.898623,53.326168,,,,,,,7.949312,21.282499
7.950395,244.343887,15.900789,53.326313,,,,,,,7.950395,21.292698
7.951477,244.815979,15.902954,53.326267,,,,,,,7.951477,21.302898
7.952559,245.285583,15.905119,53.326443,,,,,,,7.952559,21.313097
7.953642,245.746811,15.907285,53.326771,,,,,,,7.953642,21.323296
7.954725,246.21463,15.90945,53.327225,,,,,,,7.954725,21.333494
7.955807,246.677979,15.911614,53.327316,,,,,,,7.955807,21.343695
7.95689,247.135925,15.91378,53.327309,,,,,,,7.95689,21.353893
7.957973,247.593964,15.915945,53.327332,,,,,,,7.957973,21.353893
7.959055,248.051071,15.91811,53.327129,,,,,,,7.959055,21.353893
7.960138,248.50267,15.920276,53.327023,,,,,,,7.960138,21.353893
7.96122,248.950211,15.922441,53.327209,,,,,,,7.96122,21.353893
7.962303,249.395462,15.924605,53.327366,,,,,,,7.962303,21.353893
7.963386,249.838943,15.926771,53.32729,,,,,,,7.963386,21.353893
7.964468,250.281219,15.928936,53.3274,,,,,,,7.964468,21.353893
7.96555,250.721512,15.931101,53.327465,,,,,,,7.96555,21.353893
7.966633,251.160278,15.933266,53.327564,,,,,,,7.966633,21.353893
7.967716,251.593842,15.935431,53.327644,,,,,,,7.967716,21.353893
7.968798,252.030289,15.937596,53.327709,,,,,,,7.968798,21.364069
7.969881,252.462173,15.939761,53.327591,,,,,,,7.969881,21.374245
7.970963,252.893234,15.941927,53.327293,,,,,,,7.970963,21.38442
7.972046,253.324051,15.944092,53.327091,,,,,,,7.972046,21.394596
7.973128,253.752884,15.946257,53.326916,,,,,,,7.973128,21.404774
7.974211,254.178787,15.948422,53.326389,,,,,,,7.974211,21.414949
7.975294,254.60463,15.950587,53.325939,,,,,,,7.975294,21.425125
7.976376,255.024002,15.952752,53.32563,,,,,,,7.976376,21.435301
7.977459,255.445404,15.954918,53.325493,,,,,,,7.977459,21.445477
7.978541,255.866852,15.957083,53.325699,,,,,,,7.978541,21.455652
7.979624,256.285065,15.959248,53.325676,,,,,,,7.979624,21.465805
7.980707,256.70401,15.961413,53.325562,,,,,,,7.980707,21.475958
7.981789,257.119202,15.963578,53.325508,,,,,,,7.981789,21.486111
7.982872,257.53241,15.965743,53.325619,,,,,,,7.982872,21.496264
7.983954,257.934814,15.967908,53.325829,,,,,,,7.983954,21.506416
7.985037,258.333527,15.970074,53.32642,,,,,,,7.985037,21.516569
7.986119,258.737274,15.972239,53.326923,,,,,,,7.986119,21.526722
7.987202,259.141541,15.974403,53.327576,,,,,,,7.987202,21.536875
7.988285,259.544647,15.976569,53.327915,,,,,,,7.988285,21.547028
7.989367,259.942963,15.978734,53.328396,,,,,,,7.989367,21.55718
7.990449,260.34259,15.980899,53.328907,,,,,,,7.990449,21.55718
7.991532,260.740509,15.983065,53.329483,,,,,,,7.991532,21.55718
7.992615,261.134155,15.985229,53.329964,,,,,,,7.992615,21.55718
7.993697,261.523712,15.987394,53.330681,,,,,,,7.993697,21.55718
7.99478,261.914001,15.98956,53.331539,,,,,,,7.99478,21.55718
7.995862,262.299469,15.991725,53.332218,,,,,,,7.995862,21.55718
7.996945,262.680603,15.99389,53.333054,,,,,,,7.996945,21.55718
7.998028,263.063477,15.996056,53.333954,,,,,,,7.998028,21.55718
7.99911,263.441101,15.99822,53.334335,,,,,,,7.99911,21.55718
8.000193,263.815735,16.000385,53.335171,,,,,,,8.000193,21.55718
8.001275,264.190155,16.00255,53.335983,,,,,,,8.001275,21.56731
8.002357,264.563812,16.004715,53.336617,,,,,,,8.002357,21.577438
8.003441,264.932892,16.006882,53.337326,,,,,,,8.003441,21.587568
8.004523,265.299255,16.009047,53.338127,,,,,,,8.004523,21.597696
8.005606,265.665131,16.011211,53.339031,,,,,,,8.005606,21.607826
8.006688,266.030334,16.013376,53.340012,,,,,,,8.006688,21.617956
8.007771,266.390747,16.015541,53.34087,,,,,,,8.007771,21.628084
8.008853,266.753601,16.017706,53.341358,,,,,,,8.008853,21.638214
8.009936,267.113922,16.019873,53.341908,,,,,,,8.009936,21.648342
8.011019,267.473541,16.022038,53.342316,,,,,,,8.011019,21.658472
8.012101,267.82962,16.024202,53.34272,,,,,,,8.012101,21.668577
8.013184,268.183228,16.026367,53.343014,,,,,,,8.013184,21.678682
8.014266,268.536102,16.028532,53.343616,,,,,,,8.014266,21.688787
8.015348,268.888214,16.030697,53.344269,,,,,,,8.015348,21.698893
8.016431,269.237885,16.032862,53.344826,,,,,,,8.016431,21.709
8.017514,269.586151,16.035028,53.345551,,,,,,,8.017514,21.719105
8.018597,269.931702,16.037193,53.346516,,,,,,,8.018597,21.72921
8.019679,270.276855,16.039358,53.34734,,,,,,,8.019679,21.739315
8.020761,270.617188,16.041523,53.348133,,,,,,,8.020761,21.74942
8.021844,270.958954,16.043688,53.34901,,,,,,,8.021844,21.759525
8.022926,271.293518,16.045853,53.34993,,,,,,,8.022926,21.769608
8.02401,271.630341,16.048019,53.350929,,,,,,,8.02401,21.779688
8.025092,271.963531,16.050184,53.351784,,,,,,,8.025092,21.78977
8.026175,272.293365,16.052349,53.352665,,,,,,,8.026175,21.79985
8.027257,272.622101,16.054514,53.353657,,,,,,,8.027257,21.809933
8.028339,272.94632,16.056679,53.354595,,,,,,,8.028339,21.820015
8.029422,273.270264,16.058844,53.355553,,,,,,,8.029422,21.830095
8.030504,273.590576,16.061008,53.35677,,,,,,,8.030504,21.840178
8.031588,273.908386,16.063175,53.357944,,,,,,,8.031588,21.850258
8.03267,274.221771,16.06534,53.358921,,,,,,,8.03267,21.86034
8.033752,274.532074,16.067505,53.360081,,,,,,,8.033752,21.86034
8.034835,274.841949,16.06967,53.361034,,,,,,,8.034835,21.86034
8.035917,275.149445,16.071835,53.361946,,,,,,,8.035917,21.86034
8.037,275.455017,16.073999,53.363174,,,,,,,8.037,21.86034
8.038083,275.759521,16.076166,53.364365,,,,,,,8.038083,21.86034
8.039165,276.060486,16.078331,53.365429,,,,,,,8.039165,21.86034
8.040248,276.3591,16.080496,53.366333,,,,,,,8.040248,21.86034
8.04133,276.658203,16.082661,53.367504,,,,,,,8.04133,21.86034
8.042413,276.953064,16.084826,53.368729,,,,,,,8.042413,21.86034
8.043495,277.246429,16.08699,53.369854,,,,,,,8.043495,21.86034
8.044579,277.538147,16.089157,53.370937,,,,,,,8.044579,21.870398
8.045661,277.829224,16.091322,53.372147,,,,,,,8.045661,21.880455
8.046743,278.118988,16.093487,53.373093,,,,,,,8.046743,21.890512
8.047826,278.40332,16.095652,53.373779,,,,,,,8.047826,21.90057
8.048908,278.678284,16.097816,53.374329,,,,,,,8.048908,21.910625
8.049991,278.959625,16.099981,53.374966,,,,,,,8.049991,21.920683
8.051073,279.240356,16.102146,53.375275,,,,,,,8.051073,21.93074
8.052156,279.523956,16.104313,53.375618,,,,,,,8.052156,21.940798
8.053239,279.800629,16.106478,53.37608,,,,,,,8.053239,21.950855
8.054321,280.07605,16.108643,53.376316,,,,,,,8.054321,21.960913
8.055404,280.351929,16.110807,53.376514,,,,,,,8.055404,21.970945
8.056486,280.624054,16.112972,53.376877,,,,,,,8.056486,21.980978
8.057569,280.892487,16.115137,53.377342,,,,,,,8.057569,21.991011
8.058652,281.158203,16.117304,53.37772,,,,,,,8.058652,22.001043
8.059734,281.422668,16.119469,53.378082,,,,,,,8.059734,22.011078
8.060817,281.682129,16.121634,53.378361,,,,,,,8.060817,22.021111
8.061899,281.940277,16.123798,53.378441,,,,,,,8.061899,22.031143
8.062982,282.196167,16.125963,53.378799,,,,,,,8.062982,22.041176
8.064064,282.447571,16.128128,53.379055,,,,,,,8.064064,22.051208
8.065147,282.698822,16.130295,53.379417,,,,,,,8.065147,22.061241
8.06623,282.949005,16.13246,53.379761,,,,,,,8.06623,22.071249
8.067312,283.193573,16.134624,53.380157,,,,,,,8.067312,22.081257
8.068395,283.437042,16.136789,53.380482,,,,,,,8.068395,22.091267
8.069477,283.678589,16.138954,53.381046,,,,,,,8.069477,22.101274
8.07056,283.916443,16.141119,53.381859,,,,,,,8.07056,22.111282
8.071642,284.152313,16.143284,53.382679,,,,,,,8.071642,22.12129
8.072725,284.388245,16.145451,53.383251,,,,,,,8.072725,22.131298
8.073808,284.622772,16.147615,53.383644,,,,,,,8.073808,22.141308
8.07489,284.856049,16.14978,53.384319,,,,,,,8.07489,22.151316
8.075973,285.086975,16.151945,53.384892,,,,,,,8.075973,22.161324
8.077055,285.319183,16.15411,53.385887,,,,,,,8.077055,22.161324
8.078137,285.547668,16.156275,53.386791,,,,,,,8.078137,22.161324
8.079221,285.776276,16.158442,53.387665,,,,,,,8.079221,22.161324
8.080303,286.00238,16.160606,53.38876,,,,,,,8.080303,22.161324
8.081386,286.226227,16.162771,53.389572,,,,,,,8.081386,22.161324
8.082468,286.450592,16.164936,53.390079,,,,,,,8.082468,22.161324
8.08355,286.669342,16.167101,53.39082,,,,,,,8.08355,22.161324
8.084633,286.887207,16.169266,53.391312,,,,,,,8.084633,22.161324
8.085716,287.101837,16.171432,53.391796,,,,,,,8.085716,22.161324
8.086799,287.314087,16.173597,53.39225,,,,,,,8.086799,22.161324
8.087881,287.52533,16.175762,53.392857,,,,,,,8.087881,22.171307
8.088964,287.732849,16.177927,53.393127,,,,,,,8.088964,22.18129
8.090046,287.938568,16.180092,53.393398,,,,,,,8.090046,22.191275
8.091128,288.140228,16.182257,53.393673,,,,,,,8.091128,22.201258
8.092211,288.341309,16.184422,53.394001,,,,,,,8.092211,22.211241
8.093294,288.537384,16.186588,53.394218,,,,,,,8.093294,22.221224
