Run Name,BCD348/532DEDDL,gf1+2,2014/11/19
Run Date,01:59:44 PM   11-19-14
Method Name,GF.3_0.35
Export Format Version, 1.00
Method ID, 4405
Points/Second, 5.00
Number of Records,  18055
Offset from Run Start Time,00:00:00
Run End Time,01:00:12
Time,Second
UV,AU,
Trace 2,<Not Selected>
Gradient Pump,<Not Selected>
Trace 3,<Not Available>
Trace 4,<Not Available>
Trace 5,<Not Available>
Trace 6,<Not Available>
GP Pressure,<Not Selected>
Volume,<Not Selected>
Fraction,<Not Selected>
Time,UV
  1580.6,0.034015
  1580.8,0.034073
  1581.0,0.034120
  1581.2,0.034165
  1581.4,0.034212
  1581.6,0.034261
  1581.8,0.034306
  1582.0,0.034350
  1582.2,0.034389
  1582.4,0.034433
  1582.6,0.034475
  1582.8,0.034523
  1583.0,0.034570
  1583.2,0.034618
  1583.4,0.034646
  1583.6,0.034733
  1583.8,0.034784
  1584.0,0.034834
  1584.2,0.034886
  1584.4,0.034942
  1584.6,0.034995
  1584.8,0.035046
  1585.0,0.035094
  1585.2,0.035136
  1585.4,0.035175
  1585.6,0.035213
  1585.8,0.035257
  1586.0,0.035310
  1586.2,0.035370
  1586.4,0.035426
  1586.6,0.035483
  1586.8,0.035538
  1587.0,0.035590
  1587.2,0.035647
  1587.4,0.035708
  1587.6,0.035762
  1587.8,0.035817
  1588.0,0.035880
  1588.2,0.035935
  1588.4,0.035979
  1588.6,0.036017
  1588.8,0.036057
  1589.0,0.036108
  1589.2,0.036167
  1589.4,0.036230
  1589.6,0.036289
  1589.8,0.036350
  1590.0,0.036415
  1590.2,0.036479
  1590.4,0.036532
  1590.6,0.036584
  1590.8,0.036645
  1591.0,0.036710
  1591.2,0.036775
  1591.4,0.036830
  1591.6,0.036879
  1591.8,0.036926
  1592.0,0.036972
  1592.2,0.037019
  1592.4,0.037068
  1592.6,0.037121
  1592.8,0.037178
  1593.0,0.037243
  1593.2,0.037305
  1593.4,0.037359
  1593.6,0.037415
  1593.8,0.037468
  1594.0,0.037520
  1594.2,0.037578
  1594.4,0.037638
  1594.6,0.037700
  1594.8,0.037768
  1595.0,0.037835
  1595.2,0.037902
  1595.4,0.037963
  1595.6,0.038014
  1595.8,0.038069
  1596.0,0.038123
  1596.2,0.038184
  1596.4,0.038252
  1596.6,0.038319
  1596.8,0.038386
  1597.0,0.038449
  1597.2,0.038499
  1597.4,0.038551
  1597.6,0.038605
  1597.8,0.038662
  1598.0,0.038724
  1598.2,0.038790
  1598.4,0.038858
  1598.6,0.038926
  1598.8,0.038985
  1599.0,0.039039
  1599.2,0.039090
  1599.4,0.039141
  1599.6,0.039195
  1599.8,0.039248
  1600.0,0.039307
  1600.2,0.039370
  1600.4,0.039435
  1600.6,0.039499
  1600.8,0.039557
  1601.0,0.039611
  1601.2,0.039679
  1601.4,0.039744
  1601.6,0.039811
  1601.8,0.039879
  1602.0,0.039957
  1602.2,0.040034
  1602.4,0.040097
  1602.6,0.040157
  1602.8,0.040217
  1603.0,0.040288
  1603.2,0.040362
  1603.4,0.040439
  1603.6,0.040501
  1603.8,0.040565
  1604.0,0.040624
  1604.2,0.040679
  1604.4,0.040734
  1604.6,0.040793
  1604.8,0.040865
  1605.0,0.040928
  1605.2,0.040994
  1605.4,0.041045
  1605.6,0.041098
  1605.8,0.041158
  1606.0,0.041227
  1606.2,0.041309
  1606.4,0.041384
  1606.6,0.041459
  1606.8,0.041526
  1607.0,0.041591
  1607.2,0.041652
  1607.4,0.041720
  1607.6,0.041782
  1607.8,0.041849
  1608.0,0.041923
  1608.2,0.041990
  1608.4,0.042060
  1608.6,0.042123
  1608.8,0.042188
  1609.0,0.042258
  1609.2,0.042321
  1609.4,0.042388
  1609.6,0.042457
  1609.8,0.042524
  1610.0,0.042592
  1610.2,0.042661
  1610.4,0.042725
  1610.6,0.042792
  1610.8,0.042850
  1611.0,0.042910
  1611.2,0.042981
  1611.4,0.043061
  1611.6,0.043145
  1611.8,0.043224
  1612.0,0.043299
  1612.2,0.043375
  1612.4,0.043455
  1612.6,0.043539
  1612.8,0.043615
  1613.0,0.043681
  1613.2,0.043752
  1613.4,0.043825
  1613.6,0.043895
  1613.8,0.043956
  1614.0,0.044021
  1614.2,0.044088
  1614.4,0.044159
  1614.6,0.044224
  1614.8,0.044292
  1615.0,0.044354
  1615.2,0.044433
  1615.4,0.044517
  1615.6,0.044597
  1615.8,0.044673
  1616.0,0.044749
  1616.2,0.044830
  1616.4,0.044911
  1616.6,0.044991
  1616.8,0.045064
  1617.0,0.045142
  1617.2,0.045219
  1617.4,0.045298
  1617.6,0.045362
  1617.8,0.045421
  1618.0,0.045493
  1618.2,0.045571
  1618.4,0.045651
  1618.6,0.045728
  1618.8,0.045805
  1619.0,0.045882
  1619.2,0.045963
  1619.4,0.046043
  1619.6,0.046117
  1619.8,0.046194
  1620.0,0.046275
  1620.2,0.046360
  1620.4,0.046435
  1620.6,0.046511
  1620.8,0.046589
  1621.0,0.046660
  1621.2,0.046732
  1621.4,0.046803
  1621.6,0.046881
  1621.8,0.046962
  1622.0,0.047044
  1622.2,0.047118
  1622.4,0.047187
  1622.6,0.047268
  1622.8,0.047359
  1623.0,0.047446
  1623.2,0.047523
  1623.4,0.047611
  1623.6,0.047705
  1623.8,0.047795
  1624.0,0.047873
  1624.2,0.047942
  1624.4,0.048015
  1624.6,0.048097
  1624.8,0.048181
  1625.0,0.048259
  1625.2,0.048340
  1625.4,0.048422
  1625.6,0.048513
  1625.8,0.048600
  1626.0,0.048678
  1626.2,0.048758
  1626.4,0.048845
  1626.6,0.048940
  1626.8,0.049032
  1627.0,0.049120
  1627.2,0.049208
  1627.4,0.049296
  1627.6,0.049370
  1627.8,0.049444
  1628.0,0.049515
  1628.2,0.049582
  1628.4,0.049658
  1628.6,0.049743
  1628.8,0.049817
  1629.0,0.049903
  1629.2,0.049994
  1629.4,0.050094
  1629.6,0.050196
  1629.8,0.050289
  1630.0,0.050376
  1630.2,0.050467
  1630.4,0.050551
  1630.6,0.050643
  1630.8,0.050731
  1631.0,0.050815
  1631.2,0.050903
  1631.4,0.050977
  1631.6,0.051064
  1631.8,0.051144
  1632.0,0.051221
  1632.2,0.051302
  1632.4,0.051389
  1632.6,0.051467
  1632.8,0.051548
  1633.0,0.051632
  1633.2,0.051728
  1633.4,0.051822
  1633.6,0.051915
  1633.8,0.052008
  1634.0,0.052094
  1634.2,0.052175
  1634.4,0.052269
  1634.6,0.052366
  1634.8,0.052464
  1635.0,0.052562
  1635.2,0.052660
  1635.4,0.052752
  1635.6,0.052832
  1635.8,0.052919
  1636.0,0.053007
  1636.2,0.053100
  1636.4,0.053191
  1636.6,0.053298
  1636.8,0.053391
  1637.0,0.053476
  1637.2,0.053558
  1637.4,0.053647
  1637.6,0.053745
  1637.8,0.053836
  1638.0,0.053923
  1638.2,0.054013
  1638.4,0.054107
  1638.6,0.054206
  1638.8,0.054302
  1639.0,0.054392
  1639.2,0.054488
  1639.4,0.054593
  1639.6,0.054699
  1639.8,0.054803
  1640.0,0.054899
  1640.2,0.055001
  1640.4,0.055110
  1640.6,0.055218
  1640.8,0.055321
  1641.0,0.055413
  1641.2,0.055514
  1641.4,0.055606
  1641.6,0.055698
  1641.8,0.055786
  1642.0,0.055877
  1642.2,0.055966
  1642.4,0.056066
  1642.6,0.056164
  1642.8,0.056258
  1643.0,0.056351
  1643.2,0.056444
  1643.4,0.056543
  1643.6,0.056637
  1643.8,0.056733
  1644.0,0.056826
  1644.2,0.056924
  1644.4,0.057028
  1644.6,0.057136
  1644.8,0.057247
  1645.0,0.057359
  1645.2,0.057462
  1645.4,0.057571
  1645.6,0.057679
  1645.8,0.057782
  1646.0,0.057878
  1646.2,0.057981
  1646.4,0.058088
  1646.6,0.058196
  1646.8,0.058306
  1647.0,0.058409
  1647.2,0.058498
  1647.4,0.058590
  1647.6,0.058684
  1647.8,0.058771
  1648.0,0.058875
  1648.2,0.058986
  1648.4,0.059098
  1648.6,0.059211
  1648.8,0.059326
  1649.0,0.059439
  1649.2,0.059540
  1649.4,0.059637
  1649.6,0.059734
  1649.8,0.059825
  1650.0,0.059935
  1650.2,0.060039
  1650.4,0.060139
  1650.6,0.060236
  1650.8,0.060338
  1651.0,0.060436
  1651.2,0.060532
  1651.4,0.060627
  1651.6,0.060733
  1651.8,0.060840
  1652.0,0.060961
  1652.2,0.061088
  1652.4,0.061203
  1652.6,0.061324
  1652.8,0.061431
  1653.0,0.061541
  1653.2,0.061656
  1653.4,0.061768
  1653.6,0.061877
  1653.8,0.061983
  1654.0,0.062090
  1654.2,0.062209
  1654.4,0.062326
  1654.6,0.062436
  1654.8,0.062544
  1655.0,0.062648
  1655.2,0.062765
  1655.4,0.062879
  1655.6,0.062986
  1655.8,0.063093
  1656.0,0.063203
  1656.2,0.063314
  1656.4,0.063427
  1656.6,0.063543
  1656.8,0.063654
  1657.0,0.063775
  1657.2,0.063890
  1657.4,0.064003
  1657.6,0.064106
  1657.8,0.064215
  1658.0,0.064342
  1658.2,0.064471
  1658.4,0.064594
  1658.6,0.064721
  1658.8,0.064841
  1659.0,0.064952
  1659.2,0.065064
  1659.4,0.065172
  1659.6,0.065296
  1659.8,0.065429
  1660.0,0.065559
  1660.2,0.065687
  1660.4,0.065791
  1660.6,0.065887
  1660.8,0.066009
  1661.0,0.066132
  1661.2,0.066252
  1661.4,0.066376
  1661.6,0.066496
  1661.8,0.066619
  1662.0,0.066736
  1662.2,0.066853
  1662.4,0.066973
  1662.6,0.067093
  1662.8,0.067216
  1663.0,0.067349
  1663.2,0.067480
  1663.4,0.067607
  1663.6,0.067735
  1663.8,0.067857
  1664.0,0.067993
  1664.2,0.068121
  1664.4,0.068244
  1664.6,0.068377
  1664.8,0.068514
  1665.0,0.068642
  1665.2,0.068770
  1665.4,0.068896
  1665.6,0.069007
  1665.8,0.069116
  1666.0,0.069238
  1666.2,0.069365
  1666.4,0.069483
  1666.6,0.069605
  1666.8,0.069723
  1667.0,0.069836
  1667.2,0.069950
  1667.4,0.070067
  1667.6,0.070186
  1667.8,0.070305
  1668.0,0.070422
  1668.2,0.070549
  1668.4,0.070665
  1668.6,0.070780
  1668.8,0.070896
  1669.0,0.071027
  1669.2,0.071164
  1669.4,0.071296
  1669.6,0.071429
  1669.8,0.071572
  1670.0,0.071715
  1670.2,0.071855
  1670.4,0.071997
  1670.6,0.072141
  1670.8,0.072288
  1671.0,0.072439
  1671.2,0.072590
  1671.4,0.072719
  1671.6,0.072844
  1671.8,0.072970
  1672.0,0.073103
  1672.2,0.073231
  1672.4,0.073367
  1672.6,0.073508
  1672.8,0.073638
  1673.0,0.073767
  1673.2,0.073892
  1673.4,0.074009
  1673.6,0.074126
  1673.8,0.074261
  1674.0,0.074409
  1674.2,0.074555
  1674.4,0.074690
  1674.6,0.074827
  1674.8,0.074958
  1675.0,0.075084
  1675.2,0.075217
  1675.4,0.075350
  1675.6,0.075489
  1675.8,0.075636
  1676.0,0.075781
  1676.2,0.075920
  1676.4,0.076055
  1676.6,0.076178
  1676.8,0.076322
  1677.0,0.076462
  1677.2,0.076598
  1677.4,0.076733
  1677.6,0.076873
  1677.8,0.077016
  1678.0,0.077163
  1678.2,0.077306
  1678.4,0.077448
  1678.6,0.077589
  1678.8,0.077716
  1679.0,0.077866
  1679.2,0.077999
  1679.4,0.078141
  1679.6,0.078287
  1679.8,0.078449
  1680.0,0.078611
  1680.2,0.078768
  1680.4,0.078917
  1680.6,0.079055
  1680.8,0.079207
  1681.0,0.079356
  1681.2,0.079504
  1681.4,0.079647
  1681.6,0.079794
  1681.8,0.079939
  1682.0,0.080087
  1682.2,0.080224
  1682.4,0.080366
  1682.6,0.080503
  1682.8,0.080641
  1683.0,0.080792
  1683.2,0.080943
  1683.4,0.081097
  1683.6,0.081255
  1683.8,0.081412
  1684.0,0.081568
  1684.2,0.081715
  1684.4,0.081863
  1684.6,0.082013
  1684.8,0.082164
  1685.0,0.082308
  1685.2,0.082458
  1685.4,0.082610
  1685.6,0.082750
  1685.8,0.082889
  1686.0,0.083039
  1686.2,0.083183
  1686.4,0.083325
  1686.6,0.083471
  1686.8,0.083621
  1687.0,0.083778
  1687.2,0.083929
  1687.4,0.084097
  1687.6,0.084265
  1687.8,0.084422
  1688.0,0.084569
  1688.2,0.084720
  1688.4,0.084868
  1688.6,0.085025
  1688.8,0.085184
  1689.0,0.085341
  1689.2,0.085503
  1689.4,0.085655
  1689.6,0.085797
  1689.8,0.085933
  1690.0,0.086082
  1690.2,0.086229
  1690.4,0.086389
  1690.6,0.086547
  1690.8,0.086709
  1691.0,0.086867
  1691.2,0.087030
  1691.4,0.087190
  1691.6,0.087337
  1691.8,0.087502
  1692.0,0.087665
  1692.2,0.087831
  1692.4,0.087985
  1692.6,0.088151
  1692.8,0.088314
  1693.0,0.088473
  1693.2,0.088635
  1693.4,0.088801
  1693.6,0.088953
  1693.8,0.089126
  1694.0,0.089308
  1694.2,0.089470
  1694.4,0.089638
  1694.6,0.089804
  1694.8,0.089964
  1695.0,0.090127
  1695.2,0.090295
  1695.4,0.090472
  1695.6,0.090636
  1695.8,0.090799
  1696.0,0.090970
  1696.2,0.091124
  1696.4,0.091276
  1696.6,0.091443
  1696.8,0.091609
  1697.0,0.091773
  1697.2,0.091945
  1697.4,0.092113
  1697.6,0.092279
  1697.8,0.092447
  1698.0,0.092628
  1698.2,0.092794
  1698.4,0.092959
  1698.6,0.093134
  1698.8,0.093311
  1699.0,0.093484
  1699.2,0.093659
  1699.4,0.093834
  1699.6,0.094000
  1699.8,0.094168
  1700.0,0.094337
  1700.2,0.094506
  1700.4,0.094657
  1700.6,0.094827
  1700.8,0.095001
  1701.0,0.095166
  1701.2,0.095330
  1701.4,0.095501
  1701.6,0.095664
  1701.8,0.095834
  1702.0,0.096020
  1702.2,0.096195
  1702.4,0.096375
  1702.6,0.096544
  1702.8,0.096725
  1703.0,0.096898
  1703.2,0.097073
  1703.4,0.097265
  1703.6,0.097453
  1703.8,0.097632
  1704.0,0.097823
  1704.2,0.098009
  1704.4,0.098180
  1704.6,0.098360
  1704.8,0.098535
  1705.0,0.098719
  1705.2,0.098905
  1705.4,0.099090
  1705.6,0.099276
  1705.8,0.099450
  1706.0,0.099630
  1706.2,0.099812
  1706.4,0.099984
  1706.6,0.100159
  1706.8,0.100341
  1707.0,0.100526
  1707.2,0.100710
  1707.4,0.100901
  1707.6,0.101083
  1707.8,0.101262
  1708.0,0.101452
  1708.2,0.101644
  1708.4,0.101830
  1708.6,0.102012
  1708.8,0.102196
  1709.0,0.102378
  1709.2,0.102558
  1709.4,0.102733
  1709.6,0.102915
  1709.8,0.103096
  1710.0,0.103284
  1710.2,0.103472
  1710.4,0.103653
  1710.6,0.103848
  1710.8,0.104044
  1711.0,0.104236
  1711.2,0.104431
  1711.4,0.104629
  1711.6,0.104820
  1711.8,0.105026
  1712.0,0.105226
  1712.2,0.105415
  1712.4,0.105625
  1712.6,0.105826
  1712.8,0.106015
  1713.0,0.106188
  1713.2,0.106349
  1713.4,0.106518
  1713.6,0.106698
  1713.8,0.106880
  1714.0,0.107067
  1714.2,0.107254
  1714.4,0.107431
  1714.6,0.107619
  1714.8,0.107787
  1715.0,0.107972
  1715.2,0.108159
  1715.4,0.108356
  1715.6,0.108568
  1715.8,0.108784
  1716.0,0.109000
  1716.2,0.109214
  1716.4,0.109422
  1716.6,0.109623
  1716.8,0.109836
  1717.0,0.110041
  1717.2,0.110245
  1717.4,0.110453
  1717.6,0.110662
  1717.8,0.110871
  1718.0,0.111080
  1718.2,0.111283
  1718.4,0.111469
  1718.6,0.111663
  1718.8,0.111867
  1719.0,0.112066
  1719.2,0.112259
  1719.4,0.112464
  1719.6,0.112676
  1719.8,0.112874
  1720.0,0.113071
  1720.2,0.113274
  1720.4,0.113465
  1720.6,0.113666
  1720.8,0.113870
  1721.0,0.114074
  1721.2,0.114280
  1721.4,0.114498
  1721.6,0.114714
  1721.8,0.114915
  1722.0,0.115126
  1722.2,0.115350
  1722.4,0.115580
  1722.6,0.115788
  1722.8,0.116009
  1723.0,0.116227
  1723.2,0.116454
  1723.4,0.116673
  1723.6,0.116887
  1723.8,0.117098
  1724.0,0.117312
  1724.2,0.117537
  1724.4,0.117750
  1724.6,0.117961
  1724.8,0.118163
  1725.0,0.118380
  1725.2,0.118599
  1725.4,0.118809
  1725.6,0.119014
  1725.8,0.119227
  1726.0,0.119449
  1726.2,0.119656
  1726.4,0.119873
  1726.6,0.120085
  1726.8,0.120294
  1727.0,0.120493
  1727.2,0.120712
  1727.4,0.120924
  1727.6,0.121128
  1727.8,0.121342
  1728.0,0.121572
  1728.2,0.121801
  1728.4,0.122013
  1728.6,0.122230
  1728.8,0.122457
  1729.0,0.122691
  1729.2,0.122922
  1729.4,0.123166
  1729.6,0.123393
  1729.8,0.123631
  1730.0,0.123875
  1730.2,0.124120
  1730.4,0.124347
  1730.6,0.124573
  1730.8,0.124812
  1731.0,0.125057
  1731.2,0.125287
  1731.4,0.125507
  1731.6,0.125725
  1731.8,0.125940
  1732.0,0.126163
  1732.2,0.126389
  1732.4,0.126612
  1732.6,0.126830
  1732.8,0.127052
  1733.0,0.127277
  1733.2,0.127507
  1733.4,0.127726
  1733.6,0.127944
  1733.8,0.128174
  1734.0,0.128409
  1734.2,0.128644
  1734.4,0.128885
  1734.6,0.129117
  1734.8,0.129347
  1735.0,0.129590
  1735.2,0.129832
  1735.4,0.130071
  1735.6,0.130297
  1735.8,0.130532
  1736.0,0.130783
  1736.2,0.131018
  1736.4,0.131270
  1736.6,0.131522
  1736.8,0.131761
  1737.0,0.131990
  1737.2,0.132225
  1737.4,0.132460
  1737.6,0.132702
  1737.8,0.132948
  1738.0,0.133196
  1738.2,0.133440
  1738.4,0.133672
  1738.6,0.133910
  1738.8,0.134132
  1739.0,0.134366
  1739.2,0.134618
  1739.4,0.134865
  1739.6,0.135107
  1739.8,0.135346
  1740.0,0.135580
  1740.2,0.135820
  1740.4,0.136066
  1740.6,0.136307
  1740.8,0.136553
  1741.0,0.136813
  1741.2,0.137080
  1741.4,0.137324
  1741.6,0.137567
  1741.8,0.137816
  1742.0,0.138077
  1742.2,0.138332
  1742.4,0.138591
  1742.6,0.138838
  1742.8,0.139092
  1743.0,0.139355
  1743.2,0.139608
  1743.4,0.139861
  1743.6,0.140107
  1743.8,0.140356
  1744.0,0.140594
  1744.2,0.140845
  1744.4,0.141093
  1744.6,0.141339
  1744.8,0.141593
  1745.0,0.141856
  1745.2,0.142102
  1745.4,0.142339
  1745.6,0.142591
  1745.8,0.142842
  1746.0,0.143103
  1746.2,0.143365
  1746.4,0.143628
  1746.6,0.143895
  1746.8,0.144156
  1747.0,0.144443
  1747.2,0.144717
  1747.4,0.144971
  1747.6,0.145233
  1747.8,0.145504
  1748.0,0.145787
  1748.2,0.146060
  1748.4,0.146327
  1748.6,0.146598
  1748.8,0.146876
  1749.0,0.147148
  1749.2,0.147412
  1749.4,0.147666
  1749.6,0.147937
  1749.8,0.148210
  1750.0,0.148497
  1750.2,0.148778
  1750.4,0.149049
  1750.6,0.149314
  1750.8,0.149574
  1751.0,0.149840
  1751.2,0.150113
  1751.4,0.150398
  1751.6,0.150681
  1751.8,0.150960
  1752.0,0.151211
  1752.2,0.151493
  1752.4,0.151775
  1752.6,0.152050
  1752.8,0.152326
  1753.0,0.152608
  1753.2,0.152899
  1753.4,0.153188
  1753.6,0.153466
  1753.8,0.153734
  1754.0,0.154019
  1754.2,0.154294
  1754.4,0.154599
  1754.6,0.154891
  1754.8,0.155189
  1755.0,0.155477
  1755.2,0.155781
  1755.4,0.156075
  1755.6,0.156366
  1755.8,0.156670
  1756.0,0.156972
  1756.2,0.157266
  1756.4,0.157552
  1756.6,0.157849
  1756.8,0.158134
  1757.0,0.158408
  1757.2,0.158670
  1757.4,0.158967
  1757.6,0.159245
  1757.8,0.159534
  1758.0,0.159842
  1758.2,0.160148
  1758.4,0.160440
  1758.6,0.160738
  1758.8,0.161045
  1759.0,0.161340
  1759.2,0.161642
  1759.4,0.161957
  1759.6,0.162274
  1759.8,0.162570
  1760.0,0.162881
  1760.2,0.163184
  1760.4,0.163480
  1760.6,0.163770
  1760.8,0.164088
  1761.0,0.164393
  1761.2,0.164687
  1761.4,0.165011
  1761.6,0.165327
  1761.8,0.165633
  1762.0,0.165931
  1762.2,0.166238
  1762.4,0.166542
  1762.6,0.166853
  1762.8,0.167160
  1763.0,0.167463
  1763.2,0.167760
  1763.4,0.168082
  1763.6,0.168413
  1763.8,0.168726
  1764.0,0.169031
  1764.2,0.169341
  1764.4,0.169656
  1764.6,0.169974
  1764.8,0.170297
  1765.0,0.170606
  1765.2,0.170930
  1765.4,0.171274
  1765.6,0.171612
  1765.8,0.171932
  1766.0,0.172243
  1766.2,0.172547
  1766.4,0.172869
  1766.6,0.173220
  1766.8,0.173569
  1767.0,0.173914
  1767.2,0.174255
  1767.4,0.174604
  1767.6,0.174931
  1767.8,0.175241
  1768.0,0.175568
  1768.2,0.175894
  1768.4,0.176235
  1768.6,0.176589
  1768.8,0.176933
  1769.0,0.177246
  1769.2,0.177577
  1769.4,0.177913
  1769.6,0.178235
  1769.8,0.178564
  1770.0,0.178905
  1770.2,0.179252
  1770.4,0.179591
  1770.6,0.179954
  1770.8,0.180296
  1771.0,0.180640
  1771.2,0.180985
  1771.4,0.181331
  1771.6,0.181674
  1771.8,0.182026
  1772.0,0.182380
  1772.2,0.182722
  1772.4,0.183082
  1772.6,0.183431
  1772.8,0.183774
  1773.0,0.184111
  1773.2,0.184463
  1773.4,0.184809
  1773.6,0.185156
  1773.8,0.185508
  1774.0,0.185870
  1774.2,0.186219
  1774.4,0.186577
  1774.6,0.186933
  1774.8,0.187277
  1775.0,0.187624
  1775.2,0.187989
  1775.4,0.188358
  1775.6,0.188729
  1775.8,0.189107
  1776.0,0.189488
  1776.2,0.189864
  1776.4,0.190228
  1776.6,0.190609
  1776.8,0.190985
  1777.0,0.191370
  1777.2,0.191732
  1777.4,0.192130
  1777.6,0.192515
  1777.8,0.192891
  1778.0,0.193284
  1778.2,0.193671
  1778.4,0.194058
  1778.6,0.194448
  1778.8,0.194827
  1779.0,0.195202
  1779.2,0.195581
  1779.4,0.195980
  1779.6,0.196398
  1779.8,0.196792
  1780.0,0.197183
  1780.2,0.197577
  1780.4,0.197948
  1780.6,0.198335
  1780.8,0.198713
  1781.0,0.199123
  1781.2,0.199535
  1781.4,0.199938
  1781.6,0.200339
  1781.8,0.200733
  1782.0,0.201114
  1782.2,0.201500
  1782.4,0.201893
  1782.6,0.202289
  1782.8,0.202705
  1783.0,0.203101
  1783.2,0.203496
  1783.4,0.203885
  1783.6,0.204262
  1783.8,0.204658
  1784.0,0.205056
  1784.2,0.205471
  1784.4,0.205904
  1784.6,0.206323
  1784.8,0.206729
  1785.0,0.207159
  1785.2,0.207578
  1785.4,0.207996
  1785.6,0.208446
  1785.8,0.208878
  1786.0,0.209320
  1786.2,0.209759
  1786.4,0.210197
  1786.6,0.210633
  1786.8,0.211054
  1787.0,0.211465
  1787.2,0.211913
  1787.4,0.212346
  1787.6,0.212770
  1787.8,0.213211
  1788.0,0.213628
  1788.2,0.214048
  1788.4,0.214479
  1788.6,0.214906
  1788.8,0.215340
  1789.0,0.215766
  1789.2,0.216209
  1789.4,0.216662
  1789.6,0.217104
  1789.8,0.217552
  1790.0,0.218001
  1790.2,0.218467
  1790.4,0.218956
  1790.6,0.219422
  1790.8,0.219902
  1791.0,0.220373
  1791.2,0.220833
  1791.4,0.221282
  1791.6,0.221740
  1791.8,0.222226
  1792.0,0.222708
  1792.2,0.223175
  1792.4,0.223638
  1792.6,0.224082
  1792.8,0.224534
  1793.0,0.224992
  1793.2,0.225475
  1793.4,0.225934
  1793.6,0.226400
  1793.8,0.226877
  1794.0,0.227346
  1794.2,0.227812
  1794.4,0.228282
  1794.6,0.228761
  1794.8,0.229256
  1795.0,0.229737
  1795.2,0.230207
  1795.4,0.230672
  1795.6,0.231135
  1795.8,0.231627
  1796.0,0.232117
  1796.2,0.232595
  1796.4,0.233095
  1796.6,0.233599
  1796.8,0.234092
  1797.0,0.234559
  1797.2,0.235052
  1797.4,0.235552
  1797.6,0.236057
  1797.8,0.236581
  1798.0,0.237070
  1798.2,0.237579
  1798.4,0.238108
  1798.6,0.238626
  1798.8,0.239137
  1799.0,0.239616
  1799.2,0.240097
  1799.4,0.240620
  1799.6,0.241125
  1799.8,0.241627
  1800.0,0.242124
  1800.2,0.242634
  1800.4,0.243152
  1800.6,0.243668
  1800.8,0.244185
  1801.0,0.244721
  1801.2,0.245237
  1801.4,0.245786
  1801.6,0.246358
  1801.8,0.246902
  1802.0,0.247436
  1802.2,0.248002
  1802.4,0.248567
  1802.6,0.249118
  1802.8,0.249666
  1803.0,0.250220
  1803.2,0.250760
  1803.4,0.251321
  1803.6,0.251864
  1803.8,0.252408
  1804.0,0.252928
  1804.2,0.253477
  1804.4,0.254068
  1804.6,0.254623
  1804.8,0.255184
  1805.0,0.255739
  1805.2,0.256301
  1805.4,0.256843
  1805.6,0.257413
  1805.8,0.257970
  1806.0,0.258569
  1806.2,0.259143
  1806.4,0.259727
  1806.6,0.260310
  1806.8,0.260859
  1807.0,0.261424
  1807.2,0.261995
  1807.4,0.262588
  1807.6,0.263171
  1807.8,0.263762
  1808.0,0.264350
  1808.2,0.264921
  1808.4,0.265501
  1808.6,0.266100
  1808.8,0.266695
  1809.0,0.267291
  1809.2,0.267872
  1809.4,0.268459
  1809.6,0.269050
  1809.8,0.269648
  1810.0,0.270250
  1810.2,0.270854
  1810.4,0.271461
  1810.6,0.272068
  1810.8,0.272664
  1811.0,0.273272
  1811.2,0.273872
  1811.4,0.274475
  1811.6,0.275105
  1811.8,0.275747
  1812.0,0.276361
  1812.2,0.276988
  1812.4,0.277611
  1812.6,0.278240
  1812.8,0.278873
  1813.0,0.279545
  1813.2,0.280178
  1813.4,0.280824
  1813.6,0.281456
  1813.8,0.282096
  1814.0,0.282756
  1814.2,0.283394
  1814.4,0.284052
  1814.6,0.284678
  1814.8,0.285318
  1815.0,0.285960
  1815.2,0.286592
  1815.4,0.287227
  1815.6,0.287894
  1815.8,0.288522
  1816.0,0.289218
  1816.2,0.289867
  1816.4,0.290509
  1816.6,0.291151
  1816.8,0.291792
  1817.0,0.292468
  1817.2,0.293147
  1817.4,0.293828
  1817.6,0.294494
  1817.8,0.295149
  1818.0,0.295841
  1818.2,0.296534
  1818.4,0.297188
  1818.6,0.297884
  1818.8,0.298574
  1819.0,0.299288
  1819.2,0.300009
  1819.4,0.300724
  1819.6,0.301418
  1819.8,0.302114
  1820.0,0.302821
  1820.2,0.303509
  1820.4,0.304181
  1820.6,0.304865
  1820.8,0.305579
  1821.0,0.306282
  1821.2,0.306961
  1821.4,0.307641
  1821.6,0.308328
  1821.8,0.309024
  1822.0,0.309742
  1822.2,0.310453
  1822.4,0.311142
  1822.6,0.311902
  1822.8,0.312655
  1823.0,0.313407
  1823.2,0.314124
  1823.4,0.314845
  1823.6,0.315592
  1823.8,0.316355
  1824.0,0.317114
  1824.2,0.317844
  1824.4,0.318574
  1824.6,0.319322
  1824.8,0.320122
  1825.0,0.320847
  1825.2,0.321571
  1825.4,0.322310
  1825.6,0.323073
  1825.8,0.323847
  1826.0,0.324616
  1826.2,0.325367
  1826.4,0.326115
  1826.6,0.326886
  1826.8,0.327657
  1827.0,0.328414
  1827.2,0.329125
  1827.4,0.329903
  1827.6,0.330665
  1827.8,0.331446
  1828.0,0.332188
  1828.2,0.332947
  1828.4,0.333729
  1828.6,0.334496
  1828.8,0.335281
  1829.0,0.336055
  1829.2,0.336878
  1829.4,0.337677
  1829.6,0.338496
  1829.8,0.339280
