Run Name,BCD348/532DEDDL,gf1+2,2014/11/19
Run Date,01:59:44 PM   11-19-14
Method Name,GF.3_0.35
Export Format Version, 1.00
Method ID, 4405
Points/Second, 5.00
Number of Records,  18055
Offset from Run Start Time,00:00:00
Run End Time,01:00:12
Time,Second
UV,AU,
Trace 2,<Not Selected>
Gradient Pump,<Not Selected>
Trace 3,<Not Available>
Trace 4,<Not Available>
Trace 5,<Not Available>
Trace 6,<Not Available>
GP Pressure,<Not Selected>
Volume,<Not Selected>
Fraction,<Not Selected>
Time,UV
   805.4,0.019438
   805.6,0.019444
   805.8,0.019446
   806.0,0.019448
   806.2,0.019438
   806.4,0.019426
   806.6,0.019422
   806.8,0.019419
   807.0,0.019414
   807.2,0.019415
   807.4,0.019415
   807.6,0.019407
   807.8,0.019396
   808.0,0.019393
   808.2,0.019392
   808.4,0.019382
   808.6,0.019375
   808.8,0.019364
   809.0,0.019354
   809.2,0.019348
   809.4,0.019345
   809.6,0.019341
   809.8,0.019336
   810.0,0.019332
   810.2,0.019328
   810.4,0.019322
   810.6,0.019312
   810.8,0.019316
   811.0,0.019319
   811.2,0.019323
   811.4,0.019323
   811.6,0.019317
   811.8,0.019322
   812.0,0.019327
   812.2,0.019349
   812.4,0.019365
   812.6,0.019374
   812.8,0.019377
   813.0,0.019380
   813.2,0.019379
   813.4,0.019369
   813.6,0.019365
   813.8,0.019362
   814.0,0.019367
   814.2,0.019364
   814.4,0.019360
   814.6,0.019336
   814.8,0.019322
   815.0,0.019320
   815.2,0.019326
   815.4,0.019340
   815.6,0.019335
   815.8,0.019343
   816.0,0.019346
   816.2,0.019349
   816.4,0.019347
   816.6,0.019346
   816.8,0.019345
   817.0,0.019340
   817.2,0.019331
   817.4,0.019315
   817.6,0.019296
   817.8,0.019272
   818.0,0.019273
   818.2,0.019269
   818.4,0.019263
   818.6,0.019257
   818.8,0.019256
   819.0,0.019254
   819.2,0.019254
   819.4,0.019263
   819.6,0.019273
   819.8,0.019282
   820.0,0.019291
   820.2,0.019296
   820.4,0.019294
   820.6,0.019294
   820.8,0.019298
   821.0,0.019306
   821.2,0.019303
   821.4,0.019305
   821.6,0.019304
   821.8,0.019299
   822.0,0.019292
   822.2,0.019281
   822.4,0.019268
   822.6,0.019262
   822.8,0.019262
   823.0,0.019260
   823.2,0.019252
   823.4,0.019242
   823.6,0.019238
   823.8,0.019233
   824.0,0.019229
   824.2,0.019222
   824.4,0.019218
   824.6,0.019215
   824.8,0.019218
   825.0,0.019218
   825.2,0.019223
   825.4,0.019229
   825.6,0.019238
   825.8,0.019243
   826.0,0.019245
   826.2,0.019239
   826.4,0.019228
   826.6,0.019224
   826.8,0.019220
   827.0,0.019216
   827.2,0.019212
   827.4,0.019210
   827.6,0.019204
   827.8,0.019201
   828.0,0.019196
   828.2,0.019192
   828.4,0.019187
   828.6,0.019185
   828.8,0.019190
   829.0,0.019194
   829.2,0.019196
   829.4,0.019200
   829.6,0.019200
   829.8,0.019197
   830.0,0.019194
   830.2,0.019188
   830.4,0.019182
   830.6,0.019178
   830.8,0.019176
   831.0,0.019179
   831.2,0.019178
   831.4,0.019183
   831.6,0.019187
   831.8,0.019195
   832.0,0.019202
   832.2,0.019209
   832.4,0.019209
   832.6,0.019212
   832.8,0.019218
   833.0,0.019221
   833.2,0.019221
   833.4,0.019216
   833.6,0.019214
   833.8,0.019209
   834.0,0.019209
   834.2,0.019210
   834.4,0.019208
   834.6,0.019201
   834.8,0.019196
   835.0,0.019189
   835.2,0.019182
   835.4,0.019180
   835.6,0.019182
   835.8,0.019186
   836.0,0.019181
   836.2,0.019179
   836.4,0.019168
   836.6,0.019159
   836.8,0.019151
   837.0,0.019148
   837.2,0.019142
   837.4,0.019136
   837.6,0.019128
   837.8,0.019123
   838.0,0.019116
   838.2,0.019114
   838.4,0.019119
   838.6,0.019119
   838.8,0.019124
   839.0,0.019126
   839.2,0.019129
   839.4,0.019133
   839.6,0.019142
   839.8,0.019143
   840.0,0.019147
   840.2,0.019149
   840.4,0.019152
   840.6,0.019151
   840.8,0.019143
   841.0,0.019135
   841.2,0.019130
   841.4,0.019121
   841.6,0.019115
   841.8,0.019104
   842.0,0.019096
   842.2,0.019096
   842.4,0.019095
   842.6,0.019086
   842.8,0.019068
   843.0,0.019059
   843.2,0.019054
   843.4,0.019052
   843.6,0.019042
   843.8,0.019034
   844.0,0.019034
   844.2,0.019046
   844.4,0.019041
   844.6,0.019040
   844.8,0.019028
   845.0,0.019017
   845.2,0.019018
   845.4,0.019008
   845.6,0.019007
   845.8,0.019003
   846.0,0.019005
   846.2,0.019004
   846.4,0.018996
   846.6,0.018984
   846.8,0.018986
   847.0,0.018984
   847.2,0.018986
   847.4,0.018989
   847.6,0.018983
   847.8,0.018978
   848.0,0.018971
   848.2,0.018966
   848.4,0.018969
   848.6,0.018970
   848.8,0.018970
   849.0,0.018965
   849.2,0.018957
   849.4,0.018947
   849.6,0.018941
   849.8,0.018941
   850.0,0.018945
   850.2,0.018952
   850.4,0.018958
   850.6,0.018964
   850.8,0.018956
   851.0,0.018949
   851.2,0.018942
   851.4,0.018934
   851.6,0.018936
   851.8,0.018933
   852.0,0.018937
   852.2,0.018936
   852.4,0.018939
   852.6,0.018939
   852.8,0.018930
   853.0,0.018914
   853.2,0.018908
   853.4,0.018899
   853.6,0.018898
   853.8,0.018903
   854.0,0.018899
   854.2,0.018897
   854.4,0.018888
   854.6,0.018880
   854.8,0.018872
   855.0,0.018864
   855.2,0.018860
   855.4,0.018863
   855.6,0.018868
   855.8,0.018879
   856.0,0.018881
   856.2,0.018876
   856.4,0.018871
   856.6,0.018870
   856.8,0.018873
   857.0,0.018875
   857.2,0.018879
   857.4,0.018877
   857.6,0.018876
   857.8,0.018873
   858.0,0.018868
   858.2,0.018863
   858.4,0.018857
   858.6,0.018858
   858.8,0.018860
   859.0,0.018860
   859.2,0.018858
   859.4,0.018852
   859.6,0.018841
   859.8,0.018834
   860.0,0.018829
   860.2,0.018827
   860.4,0.018826
   860.6,0.018820
   860.8,0.018816
   861.0,0.018811
   861.2,0.018808
   861.4,0.018804
   861.6,0.018798
   861.8,0.018795
   862.0,0.018792
   862.2,0.018794
   862.4,0.018796
   862.6,0.018795
   862.8,0.018790
   863.0,0.018789
   863.2,0.018791
   863.4,0.018794
   863.6,0.018792
   863.8,0.018789
   864.0,0.018784
   864.2,0.018778
   864.4,0.018771
   864.6,0.018758
   864.8,0.018746
   865.0,0.018739
   865.2,0.018737
   865.4,0.018730
   865.6,0.018717
   865.8,0.018705
   866.0,0.018699
   866.2,0.018699
   866.4,0.018703
   866.6,0.018708
   866.8,0.018719
   867.0,0.018734
   867.2,0.018755
   867.4,0.018751
   867.6,0.018746
   867.8,0.018745
   868.0,0.018747
   868.2,0.018745
   868.4,0.018734
   868.6,0.018722
   868.8,0.018710
   869.0,0.018703
   869.2,0.018693
   869.4,0.018681
   869.6,0.018662
   869.8,0.018663
   870.0,0.018663
   870.2,0.018659
   870.4,0.018657
   870.6,0.018654
   870.8,0.018654
   871.0,0.018651
   871.2,0.018652
   871.4,0.018650
   871.6,0.018652
   871.8,0.018660
   872.0,0.018666
   872.2,0.018675
   872.4,0.018675
   872.6,0.018688
   872.8,0.018697
   873.0,0.018706
   873.2,0.018710
   873.4,0.018706
   873.6,0.018698
   873.8,0.018694
   874.0,0.018686
   874.2,0.018673
   874.4,0.018656
   874.6,0.018634
   874.8,0.018631
   875.0,0.018615
   875.2,0.018596
   875.4,0.018574
   875.6,0.018559
   875.8,0.018553
   876.0,0.018544
   876.2,0.018534
   876.4,0.018533
   876.6,0.018535
   876.8,0.018549
   877.0,0.018562
   877.2,0.018565
   877.4,0.018566
   877.6,0.018566
   877.8,0.018568
   878.0,0.018572
   878.2,0.018574
   878.4,0.018578
   878.6,0.018578
   878.8,0.018568
   879.0,0.018553
   879.2,0.018531
   879.4,0.018519
   879.6,0.018509
   879.8,0.018497
   880.0,0.018484
   880.2,0.018475
   880.4,0.018472
   880.6,0.018475
   880.8,0.018482
   881.0,0.018485
   881.2,0.018483
   881.4,0.018480
   881.6,0.018476
   881.8,0.018470
   882.0,0.018465
   882.2,0.018466
   882.4,0.018472
   882.6,0.018472
   882.8,0.018465
   883.0,0.018451
   883.2,0.018435
   883.4,0.018423
   883.6,0.018420
   883.8,0.018420
   884.0,0.018421
   884.2,0.018422
   884.4,0.018420
   884.6,0.018415
   884.8,0.018414
   885.0,0.018413
   885.2,0.018412
   885.4,0.018409
   885.6,0.018400
   885.8,0.018392
   886.0,0.018382
   886.2,0.018376
   886.4,0.018370
   886.6,0.018360
   886.8,0.018348
   887.0,0.018339
   887.2,0.018328
   887.4,0.018324
   887.6,0.018321
   887.8,0.018318
   888.0,0.018318
   888.2,0.018318
   888.4,0.018322
   888.6,0.018327
   888.8,0.018327
   889.0,0.018333
   889.2,0.018336
   889.4,0.018334
   889.6,0.018332
   889.8,0.018330
   890.0,0.018326
   890.2,0.018330
   890.4,0.018333
   890.6,0.018331
   890.8,0.018320
   891.0,0.018307
   891.2,0.018300
   891.4,0.018293
   891.6,0.018287
   891.8,0.018286
   892.0,0.018285
   892.2,0.018275
   892.4,0.018269
   892.6,0.018259
   892.8,0.018255
   893.0,0.018260
   893.2,0.018267
   893.4,0.018273
   893.6,0.018272
   893.8,0.018266
   894.0,0.018255
   894.2,0.018247
   894.4,0.018239
   894.6,0.018239
   894.8,0.018235
   895.0,0.018227
   895.2,0.018217
   895.4,0.018205
   895.6,0.018196
   895.8,0.018189
   896.0,0.018183
   896.2,0.018182
   896.4,0.018182
   896.6,0.018178
   896.8,0.018176
   897.0,0.018172
   897.2,0.018171
   897.4,0.018175
   897.6,0.018173
   897.8,0.018168
   898.0,0.018160
   898.2,0.018151
   898.4,0.018143
   898.6,0.018134
   898.8,0.018129
   899.0,0.018126
   899.2,0.018121
   899.4,0.018120
   899.6,0.018113
   899.8,0.018113
   900.0,0.018110
   900.2,0.018103
   900.4,0.018097
   900.6,0.018093
   900.8,0.018092
   901.0,0.018091
   901.2,0.018091
   901.4,0.018091
   901.6,0.018095
   901.8,0.018096
   902.0,0.018098
   902.2,0.018090
   902.4,0.018092
   902.6,0.018092
   902.8,0.018095
   903.0,0.018091
   903.2,0.018090
   903.4,0.018087
   903.6,0.018081
   903.8,0.018069
   904.0,0.018052
   904.2,0.018039
   904.4,0.018028
   904.6,0.018023
   904.8,0.018014
   905.0,0.018022
   905.2,0.018021
   905.4,0.018018
   905.6,0.018010
   905.8,0.017999
   906.0,0.017988
   906.2,0.017986
   906.4,0.017985
   906.6,0.017981
   906.8,0.017983
   907.0,0.017983
   907.2,0.017984
   907.4,0.017968
   907.6,0.017960
   907.8,0.017954
   908.0,0.017951
   908.2,0.017951
   908.4,0.017954
   908.6,0.017957
   908.8,0.017953
   909.0,0.017944
   909.2,0.017931
   909.4,0.017916
   909.6,0.017905
   909.8,0.017898
   910.0,0.017893
   910.2,0.017895
   910.4,0.017896
   910.6,0.017897
   910.8,0.017899
   911.0,0.017903
   911.2,0.017910
   911.4,0.017917
   911.6,0.017920
   911.8,0.017921
   912.0,0.017918
   912.2,0.017917
   912.4,0.017913
   912.6,0.017903
   912.8,0.017894
   913.0,0.017876
   913.2,0.017859
   913.4,0.017841
   913.6,0.017821
   913.8,0.017810
   914.0,0.017810
   914.2,0.017810
   914.4,0.017807
   914.6,0.017804
   914.8,0.017799
   915.0,0.017793
   915.2,0.017787
   915.4,0.017793
   915.6,0.017798
   915.8,0.017797
   916.0,0.017796
   916.2,0.017793
   916.4,0.017784
   916.6,0.017768
   916.8,0.017762
   917.0,0.017756
   917.2,0.017757
   917.4,0.017765
   917.6,0.017768
   917.8,0.017762
   918.0,0.017753
   918.2,0.017748
   918.4,0.017744
   918.6,0.017740
   918.8,0.017735
   919.0,0.017736
   919.2,0.017733
   919.4,0.017734
   919.6,0.017732
   919.8,0.017721
   920.0,0.017713
   920.2,0.017706
   920.4,0.017700
   920.6,0.017690
   920.8,0.017676
   921.0,0.017667
   921.2,0.017662
   921.4,0.017659
   921.6,0.017655
   921.8,0.017640
   922.0,0.017625
   922.2,0.017616
   922.4,0.017607
   922.6,0.017598
   922.8,0.017592
   923.0,0.017589
   923.2,0.017594
   923.4,0.017598
   923.6,0.017596
   923.8,0.017592
   924.0,0.017588
   924.2,0.017589
   924.4,0.017592
   924.6,0.017590
   924.8,0.017587
   925.0,0.017584
   925.2,0.017578
   925.4,0.017571
   925.6,0.017560
   925.8,0.017548
   926.0,0.017538
   926.2,0.017530
   926.4,0.017526
   926.6,0.017525
   926.8,0.017519
   927.0,0.017516
   927.2,0.017513
   927.4,0.017515
   927.6,0.017524
   927.8,0.017535
   928.0,0.017549
   928.2,0.017555
   928.4,0.017558
   928.6,0.017558
   928.8,0.017551
   929.0,0.017538
   929.2,0.017536
   929.4,0.017531
   929.6,0.017527
   929.8,0.017520
   930.0,0.017509
   930.2,0.017496
   930.4,0.017485
   930.6,0.017479
   930.8,0.017473
   931.0,0.017468
   931.2,0.017465
   931.4,0.017464
   931.6,0.017455
   931.8,0.017450
   932.0,0.017450
   932.2,0.017445
   932.4,0.017442
   932.6,0.017443
   932.8,0.017438
   933.0,0.017442
   933.2,0.017441
   933.4,0.017448
   933.6,0.017447
   933.8,0.017446
   934.0,0.017442
   934.2,0.017438
   934.4,0.017429
   934.6,0.017424
   934.8,0.017418
   935.0,0.017410
   935.2,0.017404
   935.4,0.017391
   935.6,0.017381
   935.8,0.017360
   936.0,0.017349
   936.2,0.017338
   936.4,0.017335
   936.6,0.017332
   936.8,0.017327
   937.0,0.017316
   937.2,0.017307
   937.4,0.017295
   937.6,0.017293
   937.8,0.017297
   938.0,0.017303
   938.2,0.017308
   938.4,0.017306
   938.6,0.017306
   938.8,0.017295
   939.0,0.017288
   939.2,0.017288
   939.4,0.017287
   939.6,0.017281
   939.8,0.017280
   940.0,0.017272
   940.2,0.017261
   940.4,0.017248
   940.6,0.017237
   940.8,0.017231
   941.0,0.017222
   941.2,0.017219
   941.4,0.017215
   941.6,0.017204
   941.8,0.017196
   942.0,0.017192
   942.2,0.017193
   942.4,0.017194
   942.6,0.017189
   942.8,0.017184
   943.0,0.017181
   943.2,0.017177
   943.4,0.017170
   943.6,0.017162
   943.8,0.017152
   944.0,0.017149
   944.2,0.017149
   944.4,0.017146
   944.6,0.017134
   944.8,0.017123
   945.0,0.017116
   945.2,0.017104
   945.4,0.017092
   945.6,0.017079
   945.8,0.017071
   946.0,0.017069
   946.2,0.017068
   946.4,0.017064
   946.6,0.017055
   946.8,0.017045
   947.0,0.017038
   947.2,0.017031
   947.4,0.017028
   947.6,0.017029
   947.8,0.017033
   948.0,0.017039
   948.2,0.017033
   948.4,0.017026
   948.6,0.017019
   948.8,0.017018
   949.0,0.017018
   949.2,0.017020
   949.4,0.017019
   949.6,0.017015
   949.8,0.017005
   950.0,0.016997
   950.2,0.016991
   950.4,0.016988
   950.6,0.017000
   950.8,0.017007
   951.0,0.017014
   951.2,0.017008
   951.4,0.017003
   951.6,0.017003
   951.8,0.017004
   952.0,0.016999
   952.2,0.016993
   952.4,0.016988
   952.6,0.016982
   952.8,0.016978
   953.0,0.016972
   953.2,0.016960
   953.4,0.016943
   953.6,0.016931
   953.8,0.016925
   954.0,0.016920
   954.2,0.016911
   954.4,0.016907
   954.6,0.016907
   954.8,0.016901
   955.0,0.016900
   955.2,0.016892
   955.4,0.016886
   955.6,0.016883
   955.8,0.016885
   956.0,0.016885
   956.2,0.016878
   956.4,0.016871
   956.6,0.016865
   956.8,0.016861
   957.0,0.016858
   957.2,0.016855
   957.4,0.016847
   957.6,0.016844
   957.8,0.016836
   958.0,0.016825
   958.2,0.016812
   958.4,0.016801
   958.6,0.016797
   958.8,0.016797
   959.0,0.016796
   959.2,0.016793
   959.4,0.016785
   959.6,0.016781
   959.8,0.016778
   960.0,0.016771
   960.2,0.016765
   960.4,0.016761
   960.6,0.016761
   960.8,0.016766
   961.0,0.016769
   961.2,0.016786
   961.4,0.016802
   961.6,0.016807
   961.8,0.016815
   962.0,0.016817
   962.2,0.016811
   962.4,0.016804
   962.6,0.016800
   962.8,0.016794
   963.0,0.016791
   963.2,0.016777
   963.4,0.016760
   963.6,0.016724
   963.8,0.016696
   964.0,0.016684
   964.2,0.016671
   964.4,0.016668
   964.6,0.016665
   964.8,0.016662
   965.0,0.016660
   965.2,0.016659
   965.4,0.016658
   965.6,0.016662
   965.8,0.016664
   966.0,0.016672
   966.2,0.016679
   966.4,0.016683
   966.6,0.016685
   966.8,0.016681
   967.0,0.016680
   967.2,0.016675
   967.4,0.016667
   967.6,0.016658
   967.8,0.016643
   968.0,0.016626
   968.2,0.016622
   968.4,0.016614
   968.6,0.016603
   968.8,0.016587
   969.0,0.016576
   969.2,0.016570
   969.4,0.016563
   969.6,0.016559
   969.8,0.016569
   970.0,0.016580
   970.2,0.016596
   970.4,0.016607
   970.6,0.016606
   970.8,0.016601
   971.0,0.016590
   971.2,0.016584
   971.4,0.016578
   971.6,0.016574
   971.8,0.016575
   972.0,0.016575
   972.2,0.016558
   972.4,0.016544
   972.6,0.016529
   972.8,0.016523
   973.0,0.016515
   973.2,0.016507
   973.4,0.016505
   973.6,0.016503
   973.8,0.016499
   974.0,0.016491
   974.2,0.016472
   974.4,0.016462
   974.6,0.016454
   974.8,0.016451
   975.0,0.016449
   975.2,0.016441
   975.4,0.016436
   975.6,0.016434
   975.8,0.016433
   976.0,0.016435
   976.2,0.016439
   976.4,0.016436
   976.6,0.016444
   976.8,0.016455
   977.0,0.016471
   977.2,0.016476
   977.4,0.016476
   977.6,0.016475
   977.8,0.016474
   978.0,0.016473
   978.2,0.016468
   978.4,0.016461
   978.6,0.016453
   978.8,0.016454
   979.0,0.016455
   979.2,0.016447
   979.4,0.016431
   979.6,0.016414
   979.8,0.016401
   980.0,0.016390
   980.2,0.016381
   980.4,0.016370
   980.6,0.016363
   980.8,0.016362
   981.0,0.016357
   981.2,0.016346
   981.4,0.016333
   981.6,0.016323
   981.8,0.016317
   982.0,0.016319
   982.2,0.016317
   982.4,0.016310
   982.6,0.016307
   982.8,0.016300
   983.0,0.016295
   983.2,0.016288
   983.4,0.016282
   983.6,0.016281
   983.8,0.016278
   984.0,0.016271
   984.2,0.016265
   984.4,0.016259
   984.6,0.016257
   984.8,0.016258
   985.0,0.016252
   985.2,0.016252
   985.4,0.016245
   985.6,0.016239
   985.8,0.016236
   986.0,0.016233
   986.2,0.016230
   986.4,0.016226
   986.6,0.016222
   986.8,0.016216
   987.0,0.016213
   987.2,0.016210
   987.4,0.016215
   987.6,0.016207
   987.8,0.016201
   988.0,0.016189
   988.2,0.016177
   988.4,0.016164
   988.6,0.016152
   988.8,0.016142
   989.0,0.016133
   989.2,0.016127
   989.4,0.016119
   989.6,0.016115
   989.8,0.016109
   990.0,0.016115
   990.2,0.016117
   990.4,0.016120
   990.6,0.016121
   990.8,0.016117
   991.0,0.016116
   991.2,0.016116
   991.4,0.016117
   991.6,0.016116
   991.8,0.016118
   992.0,0.016115
   992.2,0.016107
   992.4,0.016103
   992.6,0.016095
   992.8,0.016088
   993.0,0.016083
   993.2,0.016082
   993.4,0.016082
   993.6,0.016083
   993.8,0.016084
   994.0,0.016084
   994.2,0.016075
   994.4,0.016068
   994.6,0.016073
   994.8,0.016075
   995.0,0.016089
   995.2,0.016085
   995.4,0.016077
   995.6,0.016064
   995.8,0.016067
   996.0,0.016071
   996.2,0.016072
   996.4,0.016070
   996.6,0.016066
   996.8,0.016063
   997.0,0.016053
   997.2,0.016048
   997.4,0.016033
   997.6,0.016034
   997.8,0.016032
   998.0,0.016037
   998.2,0.016024
   998.4,0.016009
   998.6,0.015994
   998.8,0.015983
   999.0,0.015977
   999.2,0.015969
   999.4,0.015962
   999.6,0.015951
   999.8,0.015953
  1000.0,0.015958
  1000.2,0.015962
  1000.4,0.015969
  1000.6,0.015971
  1000.8,0.015968
  1001.0,0.015965
  1001.2,0.015961
  1001.4,0.015957
  1001.6,0.015954
  1001.8,0.015946
  1002.0,0.015935
  1002.2,0.015921
  1002.4,0.015906
  1002.6,0.015896
  1002.8,0.015880
  1003.0,0.015868
  1003.2,0.015862
  1003.4,0.015857
  1003.6,0.015855
  1003.8,0.015856
  1004.0,0.015858
  1004.2,0.015858
  1004.4,0.015863
  1004.6,0.015861
  1004.8,0.015858
  1005.0,0.015859
  1005.2,0.015855
  1005.4,0.015850
  1005.6,0.015844
  1005.8,0.015836
  1006.0,0.015829
  1006.2,0.015820
  1006.4,0.015812
  1006.6,0.015809
  1006.8,0.015803
  1007.0,0.015798
  1007.2,0.015787
  1007.4,0.015777
  1007.6,0.015780
  1007.8,0.015784
  1008.0,0.015788
  1008.2,0.015790
  1008.4,0.015789
  1008.6,0.015792
  1008.8,0.015792
  1009.0,0.015793
  1009.2,0.015789
  1009.4,0.015792
  1009.6,0.015796
  1009.8,0.015798
  1010.0,0.015789
  1010.2,0.015779
  1010.4,0.015771
  1010.6,0.015773
  1010.8,0.015774
  1011.0,0.015773
  1011.2,0.015777
  1011.4,0.015781
  1011.6,0.015787
  1011.8,0.015785
  1012.0,0.015784
  1012.2,0.015783
  1012.4,0.015783
  1012.6,0.015784
  1012.8,0.015783
  1013.0,0.015776
  1013.2,0.015772
  1013.4,0.015766
  1013.6,0.015757
  1013.8,0.015752
  1014.0,0.015748
  1014.2,0.015746
  1014.4,0.015740
  1014.6,0.015732
  1014.8,0.015730
  1015.0,0.015730
  1015.2,0.015727
  1015.4,0.015720
  1015.6,0.015713
  1015.8,0.015709
  1016.0,0.015701
  1016.2,0.015697
  1016.4,0.015694
  1016.6,0.015689
  1016.8,0.015685
  1017.0,0.015680
  1017.2,0.015669
  1017.4,0.015657
  1017.6,0.015647
  1017.8,0.015647
  1018.0,0.015643
  1018.2,0.015634
  1018.4,0.015625
  1018.6,0.015610
  1018.8,0.015596
  1019.0,0.015587
  1019.2,0.015587
  1019.4,0.015590
  1019.6,0.015592
  1019.8,0.015595
  1020.0,0.015597
  1020.2,0.015594
  1020.4,0.015593
  1020.6,0.015596
  1020.8,0.015597
  1021.0,0.015597
  1021.2,0.015592
  1021.4,0.015588
  1021.6,0.015576
  1021.8,0.015567
  1022.0,0.015566
  1022.2,0.015567
  1022.4,0.015567
  1022.6,0.015563
  1022.8,0.015552
  1023.0,0.015540
  1023.2,0.015535
  1023.4,0.015532
  1023.6,0.015539
  1023.8,0.015546
  1024.0,0.015555
  1024.2,0.015554
  1024.4,0.015551
  1024.6,0.015544
  1024.8,0.015541
  1025.0,0.015538
  1025.2,0.015538
  1025.4,0.015542
  1025.6,0.015543
  1025.8,0.015542
  1026.0,0.015539
  1026.2,0.015534
  1026.4,0.015527
  1026.6,0.015534
  1026.8,0.015536
  1027.0,0.015536
  1027.2,0.015522
  1027.4,0.015506
  1027.6,0.015497
  1027.8,0.015487
  1028.0,0.015481
  1028.2,0.015478
  1028.4,0.015470
  1028.6,0.015462
  1028.8,0.015454
  1029.0,0.015440
  1029.2,0.015431
  1029.4,0.015425
  1029.6,0.015429
  1029.8,0.015434
  1030.0,0.015439
  1030.2,0.015444
  1030.4,0.015445
  1030.6,0.015439
  1030.8,0.015436
  1031.0,0.015431
  1031.2,0.015427
  1031.4,0.015422
  1031.6,0.015415
  1031.8,0.015409
  1032.0,0.015406
  1032.2,0.015399
  1032.4,0.015389
  1032.6,0.015384
  1032.8,0.015382
  1033.0,0.015388
  1033.2,0.015390
  1033.4,0.015387
  1033.6,0.015383
  1033.8,0.015375
  1034.0,0.015370
  1034.2,0.015363
  1034.4,0.015357
  1034.6,0.015359
  1034.8,0.015366
  1035.0,0.015367
  1035.2,0.015368
  1035.4,0.015359
  1035.6,0.015353
  1035.8,0.015342
  1036.0,0.015337
  1036.2,0.015340
  1036.4,0.015340
  1036.6,0.015342
  1036.8,0.015343
  1037.0,0.015342
  1037.2,0.015336
  1037.4,0.015328
  1037.6,0.015318
  1037.8,0.015312
  1038.0,0.015308
  1038.2,0.015311
  1038.4,0.015309
  1038.6,0.015305
  1038.8,0.015301
  1039.0,0.015294
  1039.2,0.015288
  1039.4,0.015282
  1039.6,0.015276
  1039.8,0.015267
  1040.0,0.015262
  1040.2,0.015257
  1040.4,0.015252
  1040.6,0.015249
  1040.8,0.015246
  1041.0,0.015248
  1041.2,0.015246
  1041.4,0.015247
  1041.6,0.015247
  1041.8,0.015247
  1042.0,0.015247
  1042.2,0.015246
  1042.4,0.015242
  1042.6,0.015239
  1042.8,0.015236
  1043.0,0.015237
  1043.2,0.015237
  1043.4,0.015233
  1043.6,0.015231
  1043.8,0.015228
  1044.0,0.015228
  1044.2,0.015221
  1044.4,0.015216
  1044.6,0.015214
  1044.8,0.015213
  1045.0,0.015208
  1045.2,0.015206
  1045.4,0.015204
  1045.6,0.015206
  1045.8,0.015208
  1046.0,0.015208
  1046.2,0.015200
  1046.4,0.015194
  1046.6,0.015193
  1046.8,0.015188
  1047.0,0.015185
  1047.2,0.015178
  1047.4,0.015171
  1047.6,0.015164
  1047.8,0.015153
  1048.0,0.015142
  1048.2,0.015132
  1048.4,0.015126
  1048.6,0.015126
  1048.8,0.015119
  1049.0,0.015113
  1049.2,0.015112
  1049.4,0.015113
  1049.6,0.015118
  1049.8,0.015123
  1050.0,0.015129
  1050.2,0.015133
  1050.4,0.015132
  1050.6,0.015127
  1050.8,0.015121
  1051.0,0.015115
  1051.2,0.015117
  1051.4,0.015123
  1051.6,0.015122
  1051.8,0.015121
  1052.0,0.015119
  1052.2,0.015118
  1052.4,0.015112
  1052.6,0.015108
  1052.8,0.015107
  1053.0,0.015105
  1053.2,0.015105
  1053.4,0.015105
  1053.6,0.015093
  1053.8,0.015077
  1054.0,0.015071
  1054.2,0.015071
  1054.4,0.015074
  1054.6,0.015080
  1054.8,0.015090
  1055.0,0.015089
  1055.2,0.015085
  1055.4,0.015086
  1055.6,0.015083
  1055.8,0.015081
  1056.0,0.015095
  1056.2,0.015114
  1056.4,0.015117
  1056.6,0.015109
  1056.8,0.015097
  1057.0,0.015078
  1057.2,0.015059
  1057.4,0.015053
  1057.6,0.015068
  1057.8,0.015071
  1058.0,0.015070
  1058.2,0.015071
  1058.4,0.015067
  1058.6,0.015063
  1058.8,0.015068
  1059.0,0.015079
  1059.2,0.015085
  1059.4,0.015091
  1059.6,0.015098
  1059.8,0.015099
  1060.0,0.015077
  1060.2,0.015064
  1060.4,0.015058
  1060.6,0.015054
  1060.8,0.015047
  1061.0,0.015040
  1061.2,0.015037
  1061.4,0.015032
  1061.6,0.015024
  1061.8,0.015014
  1062.0,0.015004
  1062.2,0.015000
  1062.4,0.015002
  1062.6,0.015003
  1062.8,0.015001
  1063.0,0.014994
  1063.2,0.014986
  1063.4,0.014982
  1063.6,0.014974
  1063.8,0.014966
  1064.0,0.014966
  1064.2,0.014974
  1064.4,0.014981
  1064.6,0.014984
  1064.8,0.014990
  1065.0,0.014997
  1065.2,0.014994
  1065.4,0.015008
  1065.6,0.015013
  1065.8,0.015011
  1066.0,0.015007
  1066.2,0.015000
  1066.4,0.014995
  1066.6,0.014990
  1066.8,0.014990
  1067.0,0.014987
  1067.2,0.014978
  1067.4,0.014972
  1067.6,0.014972
  1067.8,0.014958
  1068.0,0.014958
  1068.2,0.014957
  1068.4,0.014962
  1068.6,0.014964
  1068.8,0.014960
  1069.0,0.014957
  1069.2,0.014951
  1069.4,0.014949
  1069.6,0.014945
  1069.8,0.014944
  1070.0,0.014951
  1070.2,0.014959
  1070.4,0.014962
  1070.6,0.014960
  1070.8,0.014952
  1071.0,0.014950
  1071.2,0.014954
  1071.4,0.014950
  1071.6,0.014944
  1071.8,0.014936
  1072.0,0.014933
  1072.2,0.014926
  1072.4,0.014918
