grid,type,label,establishedYear,hasWikidataId,wikipediaPage,altLabel,homepage,cityName,countryCode,countryName,latitude,longitude
http://www.grid.ac/institutes/grid.152326.1,Education,Vanderbilt University,1873,http://www.wikidata.org/entity/Q29052,http://en.wikipedia.org/wiki/Vanderbilt_University,Vandy,http://www.vanderbilt.edu/,Nashville,US,United States,36.144937,-86.802687
