Airport Name,Minutes of Delay per Flight,Carrier Name,Date,Minutes of Delay,Number of Flights,Ontime Category
Los Angeles International,42,Virgin,9/1/2013,1760,41.91,Delayed by Carrier
Los Angeles International,55,Virgin,10/1/2013,2063,37.69,Delayed by Carrier
Los Angeles International,62,Virgin,11/1/2013,2252,36.57,Delayed by Carrier
McCarran International,35,Virgin,1/1/2013,185,5.29,Delayed by Carrier
McCarran International,41,Virgin,2/1/2013,310,7.62,Delayed by Carrier
McCarran International,48,Virgin,3/1/2013,151,3.12,Delayed by Carrier
McCarran International,39,Virgin,4/1/2013,238,6.08,Delayed by Carrier
McCarran International,69,Virgin,5/1/2013,995,14.46,Delayed by Carrier
McCarran International,55,Virgin,6/1/2013,557,10.13,Delayed by Carrier
McCarran International,75,Virgin,7/1/2013,937,12.57,Delayed by Carrier
McCarran International,43,Virgin,8/1/2013,603,14.16,Delayed by Carrier
McCarran International,35,Virgin,9/1/2013,218,6.28,Delayed by Carrier
McCarran International,48,Virgin,10/1/2013,520,10.76,Delayed by Carrier
McCarran International,70,Virgin,11/1/2013,420,6.02,Delayed by Carrier
Newark Liberty International,63,Virgin,4/1/2013,517,8.15,Delayed by Carrier
Newark Liberty International,44,Virgin,5/1/2013,364,8.32,Delayed by Carrier
Newark Liberty International,65,Virgin,6/1/2013,331,5.1,Delayed by Carrier
Newark Liberty International,62,Virgin,7/1/2013,422,6.8,Delayed by Carrier
Newark Liberty International,22,Virgin,8/1/2013,44,2,Delayed by Carrier
Newark Liberty International,20,Virgin,9/1/2013,16,0.8,Delayed by Carrier
Newark Liberty International,82,Virgin,10/1/2013,160,1.94,Delayed by Carrier
Newark Liberty International,25,Virgin,11/1/2013,78,3.06,Delayed by Carrier
Orlando International,18,Virgin,1/1/2013,2,0.11,Delayed by Carrier
Orlando International,,Virgin,2/1/2013,0,0,Delayed by Carrier
Orlando International,,Virgin,3/1/2013,0,0,Delayed by Carrier
Orlando International,50,Virgin,4/1/2013,2,0.04,Delayed by Carrier
Orlando International,25,Virgin,5/1/2013,2,0.08,Delayed by Carrier
Orlando International,32,Virgin,6/1/2013,69,2.18,Delayed by Carrier
Orlando International,87,Virgin,7/1/2013,284,3.25,Delayed by Carrier
Orlando International,24,Virgin,8/1/2013,40,1.65,Delayed by Carrier
Orlando International,,Virgin,9/1/2013,0,0,Delayed by Carrier
Orlando International,23,Virgin,10/1/2013,21,0.91,Delayed by Carrier
Orlando International,,Virgin,11/1/2013,0,0,Delayed by Carrier
San Francisco International,60,Virgin,1/1/2013,1061,17.62,Delayed by Carrier
San Francisco International,50,Virgin,2/1/2013,1598,32.26,Delayed by Carrier
San Francisco International,57,Virgin,3/1/2013,1572,27.52,Delayed by Carrier
San Francisco International,61,Virgin,4/1/2013,2510,41.12,Delayed by Carrier
San Francisco International,73,Virgin,5/1/2013,3311,45.11,Delayed by Carrier
San Francisco International,82,Virgin,6/1/2013,4981,60.4,Delayed by Carrier
San Francisco International,87,Virgin,7/1/2013,4640,53.53,Delayed by Carrier
San Francisco International,64,Virgin,8/1/2013,3860,60.77,Delayed by Carrier
San Francisco International,57,Virgin,9/1/2013,1985,34.58,Delayed by Carrier
San Francisco International,75,Virgin,10/1/2013,2052,27.52,Delayed by Carrier
San Francisco International,76,Virgin,11/1/2013,3171,41.96,Delayed by Carrier
Seattle/Tacoma International,19,Virgin,1/1/2013,71,3.7,Delayed by Carrier
Seattle/Tacoma International,28,Virgin,2/1/2013,115,4.05,Delayed by Carrier
Seattle/Tacoma International,49,Virgin,3/1/2013,409,8.39,Delayed by Carrier
Seattle/Tacoma International,43,Virgin,4/1/2013,368,8.57,Delayed by Carrier
Seattle/Tacoma International,67,Virgin,5/1/2013,390,5.78,Delayed by Carrier
Seattle/Tacoma International,64,Virgin,6/1/2013,1000,15.68,Delayed by Carrier
Seattle/Tacoma International,49,Virgin,7/1/2013,446,9.03,Delayed by Carrier
Seattle/Tacoma International,56,Virgin,8/1/2013,407,7.28,Delayed by Carrier
Seattle/Tacoma International,42,Virgin,9/1/2013,136,3.25,Delayed by Carrier
Seattle/Tacoma International,40,Virgin,10/1/2013,200,5.05,Delayed by Carrier
Seattle/Tacoma International,63,Virgin,11/1/2013,299,4.76,Delayed by Carrier
Baltimore/Washington International,71,A. Eagle,1/1/2013,1186,16.67,Delayed by Late Aircraft
Baltimore/Washington International,82,A. Eagle,2/1/2013,783,9.55,Delayed by Late Aircraft
Baltimore/Washington International,48,A. Eagle,3/1/2013,573,11.92,Delayed by Late Aircraft
Baltimore/Washington International,85,A. Eagle,4/1/2013,1285,15.1,Delayed by Late Aircraft
Baltimore/Washington International,78,A. Eagle,5/1/2013,1323,16.9,Delayed by Late Aircraft
Baltimore/Washington International,85,A. Eagle,6/1/2013,1184,13.99,Delayed by Late Aircraft
Baltimore/Washington International,58,A. Eagle,7/1/2013,469,8.02,Delayed by Late Aircraft
Baltimore/Washington International,85,A. Eagle,8/1/2013,979,11.52,Delayed by Late Aircraft
Baltimore/Washington International,59,A. Eagle,9/1/2013,659,11.22,Delayed by Late Aircraft
Baltimore/Washington International,49,A. Eagle,10/1/2013,510,10.44,Delayed by Late Aircraft
Baltimore/Washington International,46,A. Eagle,11/1/2013,290,6.36,Delayed by Late Aircraft
Charlotte Douglas International,65,A. Eagle,1/1/2013,1140,17.44,Delayed by Late Aircraft
Charlotte Douglas International,59,A. Eagle,2/1/2013,1727,29.27,Delayed by Late Aircraft
Charlotte Douglas International,65,A. Eagle,3/1/2013,1396,21.42,Delayed by Late Aircraft
Charlotte Douglas International,58,A. Eagle,4/1/2013,1997,34.4,Delayed by Late Aircraft
Charlotte Douglas International,70,A. Eagle,5/1/2013,2881,41,Delayed by Late Aircraft
Charlotte Douglas International,93,A. Eagle,6/1/2013,3875,41.52,Delayed by Late Aircraft
Charlotte Douglas International,62,A. Eagle,7/1/2013,2806,45.36,Delayed by Late Aircraft
Charlotte Douglas International,52,A. Eagle,8/1/2013,1582,30.16,Delayed by Late Aircraft
Charlotte Douglas International,42,A. Eagle,9/1/2013,791,18.86,Delayed by Late Aircraft
Charlotte Douglas International,52,A. Eagle,10/1/2013,1214,23.16,Delayed by Late Aircraft
Charlotte Douglas International,50,A. Eagle,11/1/2013,841,16.86,Delayed by Late Aircraft
Chicago O'Hare International,66,A. Eagle,1/1/2013,48030,729.9,Delayed by Late Aircraft
Chicago O'Hare International,67,A. Eagle,2/1/2013,52205,784.96,Delayed by Late Aircraft
Chicago O'Hare International,67,A. Eagle,3/1/2013,39231,587.42,Delayed by Late Aircraft
Chicago O'Hare International,85,A. Eagle,4/1/2013,76124,896.06,Delayed by Late Aircraft
Chicago O'Hare International,69,A. Eagle,5/1/2013,63760,918.63,Delayed by Late Aircraft
Chicago O'Hare International,75,A. Eagle,6/1/2013,107204,1431.69,Delayed by Late Aircraft
Chicago O'Hare International,60,A. Eagle,7/1/2013,78740,1323.34,Delayed by Late Aircraft
Chicago O'Hare International,60,A. Eagle,8/1/2013,48610,804.14,Delayed by Late Aircraft
Chicago O'Hare International,53,A. Eagle,9/1/2013,26140,497.87,Delayed by Late Aircraft
Chicago O'Hare International,48,A. Eagle,10/1/2013,26685,557.96,Delayed by Late Aircraft
Chicago O'Hare International,51,A. Eagle,11/1/2013,19448,379.05,Delayed by Late Aircraft
Dallas/Fort Worth International,55,A. Eagle,1/1/2013,35303,639.27,Delayed by Late Aircraft
Dallas/Fort Worth International,50,A. Eagle,2/1/2013,28708,578.97,Delayed by Late Aircraft
Dallas/Fort Worth International,50,A. Eagle,3/1/2013,27238,546.39,Delayed by Late Aircraft
Dallas/Fort Worth International,60,A. Eagle,4/1/2013,55261,924.19,Delayed by Late Aircraft
Dallas/Fort Worth International,58,A. Eagle,5/1/2013,52815,912.01,Delayed by Late Aircraft
Dallas/Fort Worth International,61,A. Eagle,6/1/2013,72293,1176.34,Delayed by Late Aircraft
Dallas/Fort Worth International,55,A. Eagle,7/1/2013,73041,1330.04,Delayed by Late Aircraft
Dallas/Fort Worth International,49,A. Eagle,8/1/2013,42025,863.4,Delayed by Late Aircraft
Dallas/Fort Worth International,51,A. Eagle,9/1/2013,20366,400.46,Delayed by Late Aircraft
Dallas/Fort Worth International,52,A. Eagle,10/1/2013,24914,481.75,Delayed by Late Aircraft
Dallas/Fort Worth International,48,A. Eagle,11/1/2013,14976,311.73,Delayed by Late Aircraft
Denver International,46,A. Eagle,1/1/2013,479,10.4,Delayed by Late Aircraft
Denver International,56,A. Eagle,2/1/2013,562,9.96,Delayed by Late Aircraft
Denver International,78,A. Eagle,3/1/2013,930,11.91,Delayed by Late Aircraft
Denver International,78,A. Eagle,4/1/2013,2296,29.45,Delayed by Late Aircraft
Denver International,66,A. Eagle,5/1/2013,2241,33.89,Delayed by Late Aircraft
Denver International,76,A. Eagle,6/1/2013,3279,43.01,Delayed by Late Aircraft
Denver International,76,A. Eagle,7/1/2013,2934,38.51,Delayed by Late Aircraft
Denver International,62,A. Eagle,8/1/2013,1748,28.41,Delayed by Late Aircraft
Denver International,46,A. Eagle,9/1/2013,845,18.56,Delayed by Late Aircraft
Denver International,35,A. Eagle,10/1/2013,819,23.34,Delayed by Late Aircraft
Denver International,42,A. Eagle,11/1/2013,609,14.46,Delayed by Late Aircraft
Detroit Metro Wayne County,77,A. Eagle,1/1/2013,1992,25.81,Delayed by Late Aircraft
Detroit Metro Wayne County,53,A. Eagle,2/1/2013,1970,36.89,Delayed by Late Aircraft
Detroit Metro Wayne County,62,A. Eagle,3/1/2013,1696,27.34,Delayed by Late Aircraft
Detroit Metro Wayne County,74,A. Eagle,4/1/2013,2394,32.46,Delayed by Late Aircraft
Detroit Metro Wayne County,69,A. Eagle,5/1/2013,2093,30.42,Delayed by Late Aircraft
Detroit Metro Wayne County,77,A. Eagle,6/1/2013,3419,44.34,Delayed by Late Aircraft
Detroit Metro Wayne County,68,A. Eagle,7/1/2013,2723,40.1,Delayed by Late Aircraft
Detroit Metro Wayne County,55,A. Eagle,8/1/2013,1595,28.85,Delayed by Late Aircraft
Detroit Metro Wayne County,63,A. Eagle,9/1/2013,1516,24.16,Delayed by Late Aircraft
Detroit Metro Wayne County,40,A. Eagle,10/1/2013,1250,31.57,Delayed by Late Aircraft
Detroit Metro Wayne County,47,A. Eagle,11/1/2013,1455,30.85,Delayed by Late Aircraft
George Bush Intercontinental,77,A. Eagle,1/1/2013,1294,16.72,Delayed by Late Aircraft
George Bush Intercontinental,79,A. Eagle,2/1/2013,895,11.4,Delayed by Late Aircraft
George Bush Intercontinental,54,A. Eagle,3/1/2013,883,16.29,Delayed by Late Aircraft
George Bush Intercontinental,78,A. Eagle,4/1/2013,2304,29.66,Delayed by Late Aircraft
George Bush Intercontinental,75,A. Eagle,5/1/2013,2091,27.78,Delayed by Late Aircraft
George Bush Intercontinental,84,A. Eagle,6/1/2013,2909,34.48,Delayed by Late Aircraft
George Bush Intercontinental,64,A. Eagle,7/1/2013,1249,19.57,Delayed by Late Aircraft
George Bush Intercontinental,55,A. Eagle,8/1/2013,964,17.58,Delayed by Late Aircraft
George Bush Intercontinental,60,A. Eagle,9/1/2013,1110,18.61,Delayed by Late Aircraft
George Bush Intercontinental,49,A. Eagle,10/1/2013,664,13.42,Delayed by Late Aircraft
George Bush Intercontinental,41,A. Eagle,11/1/2013,606,14.85,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,51,A. Eagle,1/1/2013,1589,31.22,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,48,A. Eagle,2/1/2013,1239,25.84,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,60,A. Eagle,3/1/2013,1307,21.66,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,75,A. Eagle,4/1/2013,3195,42.35,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,69,A. Eagle,5/1/2013,3026,43.76,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,79,A. Eagle,6/1/2013,4431,56.11,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,68,A. Eagle,7/1/2013,3094,45.67,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,52,A. Eagle,8/1/2013,1944,37.06,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,49,A. Eagle,9/1/2013,1686,34.23,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,42,A. Eagle,10/1/2013,1142,27.44,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,55,A. Eagle,11/1/2013,1161,21.27,Delayed by Late Aircraft
John F. Kennedy International,77,A. Eagle,1/1/2013,3170,40.93,Delayed by Late Aircraft
John F. Kennedy International,63,A. Eagle,2/1/2013,4123,65.2,Delayed by Late Aircraft
John F. Kennedy International,66,A. Eagle,3/1/2013,4078,61.67,Delayed by Late Aircraft
John F. Kennedy International,58,A. Eagle,4/1/2013,3925,67.47,Delayed by Late Aircraft
John F. Kennedy International,67,A. Eagle,5/1/2013,4612,68.75,Delayed by Late Aircraft
John F. Kennedy International,76,A. Eagle,6/1/2013,5064,66.8,Delayed by Late Aircraft
John F. Kennedy International,70,A. Eagle,7/1/2013,4896,69.48,Delayed by Late Aircraft
John F. Kennedy International,70,A. Eagle,8/1/2013,4080,58.05,Delayed by Late Aircraft
John F. Kennedy International,43,A. Eagle,9/1/2013,2089,48.18,Delayed by Late Aircraft
John F. Kennedy International,49,A. Eagle,10/1/2013,2548,52.46,Delayed by Late Aircraft
John F. Kennedy International,48,A. Eagle,11/1/2013,1937,40.63,Delayed by Late Aircraft
LaGuardia,57,A. Eagle,1/1/2013,6515,115.08,Delayed by Late Aircraft
LaGuardia,63,A. Eagle,2/1/2013,5684,90.53,Delayed by Late Aircraft
LaGuardia,64,A. Eagle,3/1/2013,5535,86.13,Delayed by Late Aircraft
LaGuardia,83,A. Eagle,4/1/2013,14031,169.09,Delayed by Late Aircraft
LaGuardia,69,A. Eagle,5/1/2013,8978,130.35,Delayed by Late Aircraft
LaGuardia,89,A. Eagle,6/1/2013,13046,147.38,Delayed by Late Aircraft
LaGuardia,81,A. Eagle,7/1/2013,15425,191.22,Delayed by Late Aircraft
LaGuardia,63,A. Eagle,8/1/2013,7941,126.34,Delayed by Late Aircraft
LaGuardia,61,A. Eagle,9/1/2013,4730,77.68,Delayed by Late Aircraft
LaGuardia,55,A. Eagle,10/1/2013,5482,98.92,Delayed by Late Aircraft
LaGuardia,42,A. Eagle,11/1/2013,3507,83.36,Delayed by Late Aircraft
Los Angeles International,74,A. Eagle,1/1/2013,3919,53.31,Delayed by Late Aircraft
Los Angeles International,73,A. Eagle,2/1/2013,5398,73.87,Delayed by Late Aircraft
Los Angeles International,61,A. Eagle,3/1/2013,3882,64.1,Delayed by Late Aircraft
Los Angeles International,70,A. Eagle,4/1/2013,4203,59.72,Delayed by Late Aircraft
Los Angeles International,68,A. Eagle,5/1/2013,5181,76.04,Delayed by Late Aircraft
Los Angeles International,69,A. Eagle,6/1/2013,7786,113.49,Delayed by Late Aircraft
Los Angeles International,71,A. Eagle,7/1/2013,7327,102.69,Delayed by Late Aircraft
Los Angeles International,57,A. Eagle,8/1/2013,4458,77.56,Delayed by Late Aircraft
Los Angeles International,57,A. Eagle,9/1/2013,1694,29.79,Delayed by Late Aircraft
Los Angeles International,42,A. Eagle,10/1/2013,1765,41.75,Delayed by Late Aircraft
Los Angeles International,46,A. Eagle,11/1/2013,1557,34.19,Delayed by Late Aircraft
Minneapolis-St Paul International,72,A. Eagle,1/1/2013,1091,15.1,Delayed by Late Aircraft
Minneapolis-St Paul International,72,A. Eagle,2/1/2013,1545,21.52,Delayed by Late Aircraft
Minneapolis-St Paul International,73,A. Eagle,3/1/2013,1529,21.02,Delayed by Late Aircraft
Minneapolis-St Paul International,66,A. Eagle,4/1/2013,1046,15.9,Delayed by Late Aircraft
Minneapolis-St Paul International,83,A. Eagle,5/1/2013,1865,22.53,Delayed by Late Aircraft
Minneapolis-St Paul International,78,A. Eagle,6/1/2013,1911,24.53,Delayed by Late Aircraft
Minneapolis-St Paul International,65,A. Eagle,7/1/2013,1617,24.71,Delayed by Late Aircraft
Minneapolis-St Paul International,54,A. Eagle,8/1/2013,1091,20.39,Delayed by Late Aircraft
Minneapolis-St Paul International,49,A. Eagle,9/1/2013,632,12.94,Delayed by Late Aircraft
Minneapolis-St Paul International,44,A. Eagle,10/1/2013,473,10.78,Delayed by Late Aircraft
Minneapolis-St Paul International,39,A. Eagle,11/1/2013,390,9.96,Delayed by Late Aircraft
Newark Liberty International,61,A. Eagle,1/1/2013,700,11.54,Delayed by Late Aircraft
Newark Liberty International,70,A. Eagle,2/1/2013,873,12.48,Delayed by Late Aircraft
Newark Liberty International,92,A. Eagle,3/1/2013,853,9.28,Delayed by Late Aircraft
Newark Liberty International,82,A. Eagle,4/1/2013,1506,18.36,Delayed by Late Aircraft
Newark Liberty International,82,A. Eagle,5/1/2013,1883,22.91,Delayed by Late Aircraft
Newark Liberty International,91,A. Eagle,6/1/2013,2671,29.35,Delayed by Late Aircraft
Newark Liberty International,68,A. Eagle,7/1/2013,2244,32.84,Delayed by Late Aircraft
Newark Liberty International,67,A. Eagle,8/1/2013,1415,20.98,Delayed by Late Aircraft
Newark Liberty International,55,A. Eagle,9/1/2013,1091,19.94,Delayed by Late Aircraft
Newark Liberty International,58,A. Eagle,10/1/2013,693,11.95,Delayed by Late Aircraft
Newark Liberty International,44,A. Eagle,11/1/2013,362,8.16,Delayed by Late Aircraft
Salt Lake City International,65,A. Eagle,1/1/2013,365,5.58,Delayed by Late Aircraft
Salt Lake City International,68,A. Eagle,2/1/2013,554,8.17,Delayed by Late Aircraft
Salt Lake City International,51,A. Eagle,3/1/2013,150,2.93,Delayed by Late Aircraft
Salt Lake City International,81,A. Eagle,4/1/2013,502,6.22,Delayed by Late Aircraft
Salt Lake City International,57,A. Eagle,5/1/2013,374,6.58,Delayed by Late Aircraft
Salt Lake City International,43,A. Eagle,6/1/2013,535,12.57,Delayed by Late Aircraft
Salt Lake City International,63,A. Eagle,7/1/2013,804,12.75,Delayed by Late Aircraft
Salt Lake City International,66,A. Eagle,8/1/2013,884,13.38,Delayed by Late Aircraft
Salt Lake City International,38,A. Eagle,9/1/2013,221,5.81,Delayed by Late Aircraft
Salt Lake City International,35,A. Eagle,10/1/2013,183,5.25,Delayed by Late Aircraft
Salt Lake City International,35,A. Eagle,11/1/2013,226,6.46,Delayed by Late Aircraft
Baltimore/Washington International,71,AirTran,1/1/2013,3220,45.07,Delayed by Late Aircraft
Baltimore/Washington International,62,AirTran,2/1/2013,3793,61.34,Delayed by Late Aircraft
Baltimore/Washington International,81,AirTran,3/1/2013,11127,136.88,Delayed by Late Aircraft
