seconds,alt,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
25.8789,114.315,4.37647,0.579063,-8.64288,0.00675172,0.0015642,-0.00472677
26.0146,114.252,4.38604,0.581456,-8.65484,0.00400281,0.00186956,-0.001367
26.0742,114.463,4.37887,0.555135,-8.66681,3.21865e-05,0.0113381,0.0041308
26.1328,114.273,4.36212,0.571885,-8.65963,0.00552997,0.00217503,-0.00289416
26.1924,114.484,4.38604,0.559921,-8.64527,-0.00180042,0.0110326,0.00351991
26.2519,114.199,4.37887,0.586242,-8.72423,0.000337616,0.0104217,0.00290905
26.3115,114.358,4.37887,0.636491,-8.62134,0.00736257,3.70145e-05,-0.00472677
26.3711,114.495,4.38604,0.624527,-8.69552,3.21865e-05,0.0110326,0.00260362
26.5967,114.675,4.35254,0.588634,-8.68356,3.21865e-05,0.00797826,0.00199275
26.6572,114.558,4.34776,0.557528,-8.65005,0.00247563,0.00828367,0.000465602
26.7148,114.823,4.35494,0.579063,-8.71945,0.00339195,0.00492394,-0.000756145
26.7744,114.601,4.35015,0.562313,-8.64766,-0.00210585,0.0119489,0.00474165
26.834,114.453,4.35015,0.588634,-8.66441,0.00308652,0.00828367,-0.000145286
26.8935,114.463,4.38604,0.579063,-8.61655,0.00644627,3.70145e-05,-0.00442134
26.9512,114.294,4.37408,0.598206,-8.66681,0.00125392,0.00675654,0.00199275
27.1484,114.474,4.38844,0.579063,-8.71466,0.00644627,0.00125873,-0.00472677
27.209,114.4,4.36212,0.579063,-8.65723,0.00308652,0.00125873,-0.00289416
27.2666,114.463,4.38126,0.59342,-8.68834,0.00369738,0.00553483,-0.000450715
27.3262,114.601,4.39083,0.591027,-8.67398,-0.000578672,0.0128652,0.00290905
27.3857,114.389,4.35972,0.57667,-8.67159,0.00980601,0.0015642,0.00168732
27.4531,114.273,4.35494,0.57667,-8.67398,0.00186478,0.00858915,-0.0050322
27.5117,114.104,4.36451,0.571885,-8.68356,0.00125392,0.00981087,-0.00686479
27.7402,114.654,4.34776,0.574277,-8.68834,0.00766799,0.00186956,0.00321448
27.7998,114.336,4.32862,0.595813,-8.65484,0.00736257,-0.000879288,0.00565794
27.8584,114.273,4.35494,0.571885,-8.70509,-0.00118953,0.0122543,0.00168732
27.918,114.189,4.36929,0.569492,-8.66441,0.00827888,-0.00118476,-0.0022833
27.9775,114.051,4.38126,0.579063,-8.64048,0.00186478,0.00736743,-0.001367
28.0371,114.189,4.41236,0.595813,-8.6692,-0.00118953,0.0113381,-0.00289416
28.0947,114.114,4.3334,0.579063,-8.65005,0.00339195,0.00553483,-0.00319959
28.2266,114.442,4.38126,0.591027,-8.69552,0.00278109,0.00675654,0.000771031
28.2871,114.463,4.37647,0.574277,-8.68356,3.21865e-05,0.00828367,0.00138189
28.3457,114.294,4.38604,0.559921,-8.68356,0.00308652,0.00522935,-0.001367
28.4414,114.189,4.36212,0.59342,-8.7027,0.00278109,0.00645107,0.00229819
28.5,114.062,4.37887,0.581456,-8.7027,0.00064306,0.00828367,0.00229819
28.5596,114.051,4.3334,0.588634,-8.64048,0.00369738,0.00614566,-0.000145286
28.6191,114.189,4.38844,0.588634,-8.70987,0.000337616,0.00828367,0.00138189
28.8359,114.178,4.36929,0.581456,-8.70987,0.00155935,0.00858915,0.000771031
28.8965,114.178,4.35015,0.574277,-8.72662,0.00064306,0.0088945,0.00138189
28.9541,114.294,4.34058,0.574277,-8.65484,0.000337616,0.0107272,0.00290905
29.0137,114.125,4.32862,0.557528,-8.67398,0.00369738,0.00553483,-0.00106157
29.0732,114.241,4.39322,0.567099,-8.65484,-0.000273243,0.0104217,0.0041308
29.1328,113.967,4.40519,0.579063,-8.67159,-0.000578672,0.00919998,0.00168732
29.2617,114.305,4.35254,0.59342,-8.67877,0.00247563,0.00400764,0.00107646
29.3223,114.336,4.39083,0.59342,-8.72423,-0.00118953,0.0107272,0.00474165
29.3809,114.305,4.3669,0.583849,-8.65245,0.00736257,0.000342429,-0.00442134
29.4404,114.389,4.38365,0.607777,-8.71706,0.00461367,0.00492394,-0.0022833
29.5,114.125,4.35972,0.591027,-8.68116,0.00552997,0.00339675,-0.00106157
29.5596,114.041,4.38604,0.583849,-8.6692,0.00675172,0.000647843,-0.00289416
29.6191,114.146,4.36212,0.586242,-8.69552,0.00400281,0.00339675,0.00229819
29.8828,114.4,4.37408,0.579063,-8.65723,0.00491911,0.00522935,-0.0022833
29.9414,114.315,4.36929,0.569492,-8.66681,0.00400281,0.00492394,0.000160158
30.0,114.347,4.3669,0.57667,-8.64527,0.00552997,0.00278592,-0.00319959
30.0596,114.284,4.36929,0.574277,-8.70987,0.00583538,0.00186956,-0.00197788
30.1191,114.326,4.35733,0.569492,-8.67159,0.00247563,0.00767279,0.000771031
30.1787,114.22,4.39083,0.569492,-8.68834,0.00644627,0.00186956,-0.0050322
30.2383,114.072,4.40758,0.595813,-8.65005,0.0110278,-0.00149012,-0.00717022
30.3662,114.199,4.36929,0.571885,-8.67638,-0.000273243,0.0104217,0.00351991
30.4268,114.4,4.39083,0.579063,-8.69552,0.00614083,0.0015642,-0.00381048
30.4863,114.41,4.38604,0.598206,-8.70031,0.00400281,0.00522935,-0.00258873
30.5459,114.432,4.36212,0.588634,-8.62613,0.00369738,0.00461847,-0.0022833
30.6055,114.072,4.37408,0.562313,-8.69073,0.00583538,0.00522935,-0.00350502
30.665,114.305,4.36929,0.595813,-8.71466,0.00186478,0.00858915,0.00107646
30.7227,114.178,4.34776,0.567099,-8.6333,0.0101115,-0.002101,-0.00655936
30.9473,114.347,4.35015,0.574277,-8.70748,0.00461367,0.00400764,-0.001367
31.0078,114.495,4.34058,0.567099,-8.61416,0.00705713,0.000342429,-0.00747564
31.1504,114.273,4.37887,0.586242,-8.7027,-0.000273243,0.0104217,0.00260362
31.2109,114.41,4.36451,0.562313,-8.66202,0.00369738,0.00522935,-0.000756145
31.2695,114.326,4.35254,0.612563,-8.7338,0.00339195,0.00675654,-0.0022833
31.3291,114.474,4.37169,0.607777,-8.68356,3.21865e-05,0.00919998,0.00474165
31.3867,114.241,4.37169,0.583849,-8.65484,0.00186478,0.00675654,0.000160158
31.5215,114.125,4.34297,0.569492,-8.70031,0.00491911,0.00614566,-0.000756145
31.582,114.22,4.35494,0.567099,-8.69791,0.00766799,0.00981087,0.00351991
31.6406,114.315,4.35494,0.574277,-8.65005,0.00461367,0.00797826,0.000160158
31.7002,114.167,4.35254,0.579063,-8.67398,0.00400281,0.00858915,0.00260362
31.7598,114.315,4.34058,0.574277,-8.6333,0.00278109,0.0088945,0.000465602
31.8193,113.988,4.35972,0.555135,-8.72423,0.00675172,0.00858915,0.00199275
32.0361,114.389,4.35494,0.579063,-8.67638,0.00858429,0.000953317,-0.000450715
32.0957,114.347,4.32383,0.588634,-8.6333,0.00369738,0.00370222,-0.00289416
32.1543,114.284,4.35972,0.569492,-8.66441,0.00583538,3.70145e-05,-0.001367
32.2139,114.453,4.34297,0.586242,-8.65484,0.00369738,0.00645107,-0.00717022
32.2734,114.252,4.34058,0.581456,-8.67398,0.00430824,0.00339675,-0.00319959
32.333,114.305,4.37887,0.567099,-8.67638,0.00247563,0.00461847,0.000160158
32.4688,114.347,4.35254,0.586242,-8.61416,0.00675172,-0.0002684,-0.00533763
32.5986,114.506,4.37647,0.581456,-8.68116,-0.000273243,0.00981087,-0.00319959
32.6592,114.4,4.38365,0.595813,-8.70509,-0.00149499,0.0125598,0.00596337
32.7168,114.262,4.35972,0.569492,-8.70748,-0.00118953,0.0122543,0.00351991
32.7764,114.146,4.36929,0.598206,-8.70509,0.000337616,0.00981087,0.00443622
32.834,114.136,4.3669,0.59342,-8.67638,-0.00332756,0.0143924,0.00565794
32.8916,114.114,4.37887,0.574277,-8.67638,-0.00149499,0.0107272,0.00290905
32.9512,114.294,4.37169,0.57667,-8.71945,0.00797343,0.00339675,-0.00289416
33.168,114.22,4.34537,0.586242,-8.63091,0.00278109,0.00706196,-0.000450715
33.2285,114.379,4.3334,0.586242,-8.68116,0.00583538,0.00217503,-0.00319959
33.2871,114.358,4.37647,0.567099,-8.67877,0.000948489,0.0101163,0.00199275
33.3467,114.305,4.37887,0.591027,-8.67159,0.00827888,0.000647843,-0.00411591
33.4063,114.442,4.37169,0.574277,-8.75534,-0.000273243,0.00858915,0.00229819
33.4658,114.22,4.37169,0.571885,-8.64766,-0.00302213,0.0119489,0.00351991
33.5254,114.358,4.39801,0.588634,-8.65723,0.00308652,0.00767279,0.00107646
33.6572,114.22,4.41236,0.583849,-8.67638,0.00522453,0.00278592,0.0041308
33.7178,114.368,4.36451,0.59342,-8.67398,0.00461367,0.00400764,-0.00197788
33.8223,114.294,4.35254,0.583849,-8.71227,0.00247563,0.00828367,-0.00106157
33.8809,114.315,4.36212,0.57667,-8.71227,-0.00485472,0.0150032,0.00596337
33.9404,114.051,4.37169,0.579063,-8.68595,0.00369738,0.00645107,0.00107646
34.0,114.178,4.3669,0.559921,-8.66681,0.00644627,-0.000879288,-0.00411591
34.0576,114.252,4.32383,0.583849,-8.66202,0.00522453,0.00278592,-0.00197788
34.2803,114.58,4.36929,0.600599,-8.70987,0.00736257,0.00186956,-0.00472677
34.3398,114.347,4.38844,0.586242,-8.7027,0.00430824,0.00400764,-0.00197788
34.4072,114.231,4.35015,0.588634,-8.68595,0.00461367,0.00492394,-0.00167245
34.4658,114.358,4.38844,0.562313,-8.71227,0.00644627,0.00309139,-0.001367
34.5254,113.871,4.40519,0.571885,-8.69552,0.00552997,0.00431311,-0.00319959
34.585,114.453,4.33101,0.61017,-8.68116,0.00217021,0.00614566,0.00107646
34.6445,114.315,4.36451,0.564706,-8.65005,0.00461367,0.00461847,-0.001367
34.7764,114.273,4.39322,0.564706,-8.70987,0.00308652,0.00645107,-0.000756145
34.8359,114.114,4.37169,0.586242,-8.70987,-0.000578672,0.00950539,0.00382534
34.8945,114.21,4.34776,0.591027,-8.70987,0.00247563,0.00675654,0.000465602
34.9541,114.315,4.35972,0.59342,-8.72423,0.00247563,0.00736743,-0.00258873
35.0137,114.294,4.35015,0.57667,-8.70509,0.00247563,0.00370222,-0.001367
35.1152,114.189,4.40279,0.574277,-8.72184,0.00400281,0.00675654,0.000160158
35.334,114.463,4.35733,0.57667,-8.68116,0.00461367,0.00553483,-0.001367
35.3945,114.506,4.33101,0.59342,-8.67159,0.00217021,0.00645107,0.000771031
35.4541,114.59,4.37647,0.562313,-8.69791,0.00430824,0.0015642,-0.0022833
35.5137,114.326,4.36451,0.562313,-8.68834,0.00644627,0.0015642,-0.00197788
35.5732,114.347,4.3669,0.591027,-8.70031,0.00491911,0.00248045,-0.00167245
35.6328,114.326,4.3334,0.57667,-8.68595,0.00614083,0.00248045,-0.000450715
35.6924,114.284,4.37647,0.574277,-8.70509,0.00247563,0.00553483,-0.000756145
35.8262,114.421,4.37647,0.581456,-8.70987,0.00247563,0.00828367,-0.00442134
35.8867,114.305,4.37887,0.583849,-8.67877,0.000337616,0.00981087,0.00138189
35.9453,114.22,4.3358,0.600599,-8.66202,0.00827888,-0.000573874,-0.00564307
36.0029,114.273,4.38604,0.586242,-8.69312,0.000337616,0.00950539,0.00351991
36.0625,114.231,4.36929,0.61017,-8.73141,0.00583538,0.00248045,-0.00442134
36.1221,114.453,4.34537,0.567099,-8.66202,0.00858429,0.0119489,-0.00655936
36.1797,114.305,4.4004,0.583849,-8.65484,0.000948489,0.00675654,0.00351991
36.4063,114.41,4.34297,0.588634,-8.7027,0.00125392,0.00767279,0.000160158
36.4668,114.41,4.35015,0.619741,-8.70509,0.00400281,0.00553483,0.000771031
36.5869,114.305,4.38604,0.579063,-8.68595,0.00522453,0.00553483,-0.00258873
36.6455,114.294,4.33819,0.579063,-8.64527,0.00858429,0.000342429,-0.0050322
36.7051,114.4,4.34537,0.617348,-8.66441,0.00186478,0.00858915,0.00138189
36.7646,114.453,4.34537,0.581456,-8.66202,0.00736257,0.00125873,-0.00350502
36.8223,114.167,4.40519,0.571885,-8.70031,0.00614083,0.00248045,-0.00289416
36.9502,114.421,4.36212,0.600599,-8.68595,0.00308652,0.00553483,0.000160158
37.0107,114.336,4.37169,0.605384,-8.7027,0.000337616,0.0101163,0.00199275
37.0684,114.167,4.3334,0.567099,-8.66681,-0.000273243,0.00950539,0.00382534
37.1279,114.273,4.34537,0.588634,-8.7027,0.00125392,0.00919998,0.00168732
37.1875,114.062,4.37887,0.595813,-8.67638,0.00705713,0.0015642,-0.00411591
37.2471,114.125,4.37408,0.564706,-8.67159,0.00430824,0.00400764,-0.0022833
37.3066,113.956,4.34297,0.59342,-8.70031,0.00766799,3.70145e-05,-0.0050322
37.5322,114.167,4.36451,0.581456,-8.68834,0.00125392,0.00706196,0.00138189
37.5918,114.305,4.35015,0.579063,-8.70987,0.00400281,0.00492394,-0.000756145
37.6504,114.21,4.3669,0.588634,-8.68595,0.00797343,0.00125873,-0.00533763
37.708,114.305,4.35733,0.581456,-8.70031,0.00400281,0.00339675,-0.00319959
37.7754,114.421,4.35254,0.557528,-8.68356,0.00339195,0.00492394,-0.000756145
37.8936,114.368,4.36212,0.562313,-8.64288,0.00675172,0.00248045,-0.00381048
38.0195,114.336,4.38844,0.583849,-8.67398,0.00064306,0.0101163,0.00382534
38.0801,114.326,4.36451,0.588634,-8.70509,0.00339195,0.00706196,0.00138189
38.1377,114.178,4.36212,0.574277,-8.68116,0.000948489,0.0113381,0.00474165
38.1973,114.336,4.40519,0.579063,-8.69552,0.00766799,0.000953317,-0.00319959
38.2568,113.977,4.38604,0.598206,-8.63809,0.00858429,0.000342429,-0.0050322
38.3145,114.062,4.34776,0.571885,-8.66441,0.00675172,0.00125873,-0.00258873
38.374,113.988,4.38365,0.579063,-8.6692,0.00491911,0.00339675,-0.00167245
38.5918,114.326,4.37169,0.571885,-8.72902,0.00155935,0.00736743,0.00290905
38.6514,114.548,4.39322,0.581456,-8.67638,0.00400281,0.00400764,-0.00197788
38.71,114.41,4.36929,0.602991,-8.6692,0.00247563,0.00522935,0.000160158
38.7695,114.368,4.39083,0.569492,-8.65245,0.000337616,0.00828367,0.00138189
38.8291,114.315,4.37887,0.559921,-8.67398,0.000948489,0.00767279,0.000465602
38.8887,114.463,4.35015,0.555135,-8.70748,0.00614083,-0.00179559,-0.0059485
38.9463,114.252,4.35015,0.59342,-8.69552,0.00614083,0.0150032,0.00657424
39.0771,114.262,4.41476,0.581456,-8.69791,0.00186478,0.00645107,0.000160158
39.1377,114.294,4.36212,0.583849,-8.67638,0.00491911,0.00400764,-0.00167245
39.2363,114.178,4.37887,0.598206,-8.71466,0.00125392,0.00797826,0.00199275
39.2959,114.167,4.3669,0.562313,-8.66202,0.00217021,0.00767279,0.000465602
39.3555,114.104,4.36451,0.586242,-8.71945,-0.000578672,0.0101163,0.00290905
39.416,114.157,4.35254,0.591027,-8.67877,0.00827888,0.000342429,-0.00533763
39.4746,114.199,4.34297,0.579063,-8.71706,0.00217021,0.00767279,0.00168732
39.6904,114.019,4.33101,0.571885,-8.7338,0.00522453,0.00278592,-0.0022833
39.751,114.4,4.35733,0.598206,-8.68595,0.00278109,0.00706196,-0.000145286
39.8105,114.262,4.35972,0.57667,-8.69312,0.00797343,-0.000879288,-0.0050322
39.8701,114.358,4.37887,0.591027,-8.69073,0.00614083,3.70145e-05,-0.00442134
39.9297,114.347,4.34058,0.614955,-8.74816,0.00155935,0.00461847,0.00168732
39.9893,114.189,4.3669,0.574277,-8.70509,0.00766799,-0.00118476,-0.00442134
40.0488,114.146,4.35972,0.598206,-8.64288,0.00400281,0.00614566,-0.000145286
40.1777,114.157,4.34776,0.583849,-8.70509,0.00461367,0.00309139,-0.00258873
40.2383,114.453,4.35733,0.581456,-8.7027,0.00247563,0.0122543,0.00138189
40.2969,114.305,4.35015,0.595813,-8.7027,0.00522453,0.00492394,-0.0022833
40.3564,114.389,4.3334,0.569492,-8.68116,0.00552997,0.00553483,-0.00289416
40.417,114.199,4.35733,0.579063,-8.66681,0.00339195,0.00431311,0.000160158
40.5147,114.315,4.35015,0.562313,-8.7027,0.00247563,0.00675654,0.00138189
40.7354,114.368,4.36451,0.59342,-8.6692,-0.00118953,0.00950539,-0.00106157
40.7959,114.358,4.40997,0.586242,-8.70987,-0.00485472,0.0165303,0.000771031
40.8545,114.358,4.3669,0.579063,-8.6692,0.000337616,0.00919998,-0.000450715
40.9141,114.262,4.38126,0.605384,-8.70748,0.00064306,0.0107272,-0.00197788
40.9736,114.241,4.38126,0.612563,-8.71945,-0.00149499,0.0116435,0.00321448
41.0332,114.358,4.38126,0.598206,-8.70509,0.00308652,0.00706196,-0.0050322
41.0928,114.305,4.38844,0.598206,-8.72662,0.000337616,0.0088945,0.00290905
41.2236,114.4,4.37647,0.59342,-8.68116,0.00430824,0.00370222,-0.000756145
41.2842,114.453,4.35972,0.591027,-8.65963,0.00522453,0.00522935,-0.000145286
41.3438,114.389,4.35015,0.583849,-8.69791,0.00827888,0.00309139,-0.00411591
41.4033,114.516,4.37887,0.595813,-8.68116,0.00339195,0.00767279,0.00138189
41.4619,114.273,4.40997,0.595813,-8.71227,0.00400281,0.00614566,0.000771031
41.5215,114.241,4.37647,0.583849,-8.71227,0.00430824,0.00675654,-0.00167245
41.5791,113.967,4.39083,0.598206,-8.73141,0.00430824,0.00675654,-0.000450715
41.7949,114.315,4.33819,0.581456,-8.70748,0.00705713,0.00186956,0.00687967
41.8555,114.326,4.36212,0.583849,-8.67877,0.00186478,0.00797826,-0.000756145
41.9707,114.389,4.3358,0.569492,-8.7027,0.00461367,0.00186956,-0.00106157
42.0303,114.379,4.34776,0.591027,-8.65723,0.00583538,0.00339675,-0.0022833
42.0898,114.358,4.35254,0.564706,-8.65245,0.00247563,0.00706196,0.00199275
42.1494,114.284,4.40758,0.581456,-8.7338,0.00461367,0.00431311,-0.00167245
42.209,114.062,4.35494,0.57667,-8.65484,0.00308652,0.00339675,-0.00167245
42.3369,114.294,4.37647,0.59342,-8.72902,0.00552997,0.00248045,-0.0022833
42.3975,114.241,4.37887,0.559921,-8.65484,0.00461367,0.00553483,-0.00289416
42.4561,114.262,4.36212,0.579063,-8.66202,0.00430824,0.00553483,-0.00197788
42.5156,114.262,4.35254,0.579063,-8.68595,-0.000273243,0.00950539,0.00443622
42.5732,114.474,4.38126,0.591027,-8.66441,0.00461367,0.00492394,-0.00167245
42.6328,114.4,4.35494,0.574277,-8.7673,-0.000273243,0.0088945,0.00168732
42.6924,114.389,4.3358,0.579063,-8.72423,0.00400281,0.00461847,-0.00258873
42.9121,114.453,4.38126,0.567099,-8.66681,0.00217021,0.00675654,-0.0059485
42.9727,114.379,4.37169,0.574277,-8.69312,0.00247563,0.00706196,-0.000450715
43.0312,114.326,4.35015,0.586242,-8.68834,0.00980601,-0.00301731,-0.00381048
43.0908,114.358,4.39562,0.605384,-8.75294,0.00400281,0.00431311,-0.000450715
43.1504,114.474,4.36451,0.586242,-8.69312,0.00155935,0.00675654,0.00107646
43.2734,114.199,4.3669,0.591027,-8.71706,0.000337616,0.0101163,0.0041308
43.4004,114.442,4.38365,0.586242,-8.71945,0.00491911,0.0110326,0.0041308
43.4609,114.516,4.35494,0.61017,-8.7027,0.00125392,0.00278592,-0.00350502
43.5186,114.315,4.36212,0.600599,-8.69552,0.00552997,0.0101163,0.00351991
43.5781,114.463,4.34537,0.564706,-8.69552,0.00888973,0.00248045,-0.00258873
43.6377,114.22,4.34537,0.605384,-8.67159,0.00491911,0.00645107,0.000771031
43.6973,114.114,4.34058,0.57667,-8.64766,0.00675172,0.00248045,-0.000145286
43.7549,114.453,4.32862,0.579063,-8.64766,0.00950059,-0.00240648,0.000465602
43.9687,114.294,4.38844,0.59342,-8.67877,0.00369738,0.00492394,-0.00106157
44.0283,114.199,4.36451,0.600599,-8.73619,0.00278109,0.00675654,-0.000756145
44.0869,114.389,4.35494,0.600599,-8.70748,-0.00332756,0.0153086,0.00657424
44.1465,114.368,4.37408,0.59342,-8.67638,0.00186478,0.00797826,0.000771031
44.2061,114.252,4.36451,0.574277,-8.67877,0.00278109,0.00797826,0.00168732
44.2656,114.294,4.34776,0.581456,-8.69312,-0.000273243,0.0110326,0.00382534
44.3252,114.273,4.35254,0.602991,-8.7027,0.000337616,0.0088945,0.000771031
44.4561,114.262,4.3358,0.600599,-8.66681,0.00247563,0.00614566,-0.000450715
44.5166,114.632,4.36451,0.59342,-8.70031,0.00461367,0.00461847,-0.00106157
44.6172,114.41,4.38844,0.588634,-8.6692,0.00125392,0.00767279,-0.00258873
44.6846,114.484,4.35972,0.607777,-8.74337,0.00675172,0.00370222,-0.00411591
44.7432,114.506,4.33819,0.595813,-8.64527,0.00705713,0.000647843,-0.00350502
44.8027,114.072,4.34058,0.583849,-8.69552,0.00827888,0.00125873,-0.00564307
44.8623,114.484,4.33819,0.583849,-8.69073,0.00339195,0.00309139,0.00199275
45.082,114.463,4.36451,0.595813,-8.68595,0.00278109,0.00553483,-0.00106157
45.1426,114.569,4.38365,0.605384,-8.70748,-0.000273243,0.00706196,0.000465602
45.2012,114.294,4.31905,0.612563,-8.66441,0.00339195,0.0088945,0.000771031
45.2607,114.379,4.35972,0.59342,-8.70031,0.00186478,-0.000879288,-0.00655936
45.3203,114.252,4.3669,0.59342,-8.70509,-0.000273243,0.00981087,0.00138189
45.3779,114.474,4.38365,0.598206,-8.70987,0.000948489,0.0107272,0.00229819
45.4365,114.294,4.37647,0.59342,-8.74337,0.00461367,0.00553483,0.000160158
45.5605,114.262,4.34297,0.588634,-8.67638,-0.000273243,0.0107272,0.00260362
45.6211,114.484,4.34297,0.586242,-8.67159,0.00125392,0.00767279,0.000771031
45.6797,114.495,4.3669,0.567099,-8.70031,-0.00210585,0.0137815,0.00535251
45.7393,114.305,4.33101,0.595813,-8.68356,0.00644627,0.00217503,-0.00289416
45.7969,114.305,4.37887,0.579063,-8.68116,0.00247563,0.00736743,-0.00167245
45.8906,114.474,4.38844,0.595813,-8.69073,0.00461367,0.00431311,-0.001367
46.1045,114.664,4.36929,0.59342,-8.68834,0.00064306,0.00858915,0.00107646
46.165,114.432,4.37647,0.595813,-8.70748,0.00369738,0.00614566,0.000771031
46.2227,114.484,4.34297,0.586242,-8.68116,-0.00118953,0.0116435,0.00443622
46.2822,114.432,4.36451,0.583849,-8.71466,0.00308652,0.00706196,-0.000145286
46.3418,114.347,4.35494,0.591027,-8.69073,3.21865e-05,0.0119489,0.00351991
46.4014,114.347,4.37408,0.598206,-8.70031,0.00583538,0.00309139,-0.00197788
46.46,114.379,4.38365,0.600599,-8.70748,0.00522453,0.00217503,-0.00258873
46.5849,114.421,4.40519,0.59342,-8.72902,0.00644627,0.000953317,0.00229819
46.6455,114.389,4.36212,0.571885,-8.67877,0.00675172,0.00248045,0.00290905
46.7041,114.432,4.33819,0.579063,-8.64288,0.00797343,0.000647843,-0.00411591
46.7637,114.189,4.35972,0.605384,-8.67159,0.00614083,0.00217503,-0.000756145
46.8232,114.421,4.32622,0.59342,-8.66441,0.00369738,0.00522935,-0.00106157
46.8828,114.231,4.35733,0.591027,-8.74577,0.000337616,0.00858915,0.00351991
46.9404,114.114,4.35015,0.588634,-8.65723,0.00400281,0.00370222,-0.000145286
47.1602,114.305,4.35494,0.588634,-8.66202,0.00644627,0.00186956,-0.00289416
47.2197,114.336,4.37408,0.600599,-8.69073,0.00430824,0.00614566,-0.00106157
47.3408,114.368,4.37169,0.602991,-8.70748,0.00919515,-0.00240648,-0.0050322
47.4004,114.506,4.3358,0.602991,-8.67159,3.21865e-05,0.0113381,0.00443622
47.46,114.22,4.37887,0.586242,-8.73141,0.00430824,0.00522935,0.00138189
47.5195,114.305,4.35494,0.583849,-8.68116,0.00247563,0.00706196,0.000160158
47.5791,114.315,4.35254,0.564706,-8.64288,-0.000273243,0.0101163,0.00168732
47.707,114.4,4.37408,0.591027,-8.7338,0.00155935,0.00584024,0.000465602
47.7676,114.347,4.39322,0.583849,-8.69073,0.000948489,0.00370222,-0.0022833
47.8252,114.389,4.38844,0.607777,-8.73141,-0.00210585,0.00248045,-0.0022833
47.8848,114.558,4.36451,0.591027,-8.70987,0.00278109,0.00797826,0.00199275
47.9443,114.358,4.34776,0.574277,-8.71466,-0.00485472,0.0140869,0.00749053
48.0039,114.315,4.39801,0.614955,-8.70748,0.00247563,0.0104217,0.00504708
48.0625,114.389,4.36451,0.588634,-8.70031,0.00461367,0.00584024,-0.00106157
48.2822,114.326,4.35254,0.574277,-8.70748,0.00217021,0.00645107,0.00138189
48.3428,114.474,4.35015,0.583849,-8.69312,-0.000273243,0.00858915,0.0041308
48.4014,114.527,4.38604,0.583849,-8.67398,0.00491911,0.00614566,-0.00167245
48.46,114.315,4.35015,0.574277,-8.71945,0.00766799,-0.000879288,-0.00381048
48.5195,114.019,4.35733,0.586242,-8.70031,0.00339195,0.00858915,0.00229819
48.6377,114.062,4.35494,0.569492,-8.68834,0.00614083,0.00248045,-0.001367
48.7656,114.22,4.38126,0.591027,-8.70509,-0.000578672,0.0119489,0.00351991
48.8262,114.453,4.35972,0.583849,-8.65963,0.00217021,0.00797826,0.000465602
48.8848,114.379,4.32144,0.579063,-8.67877,0.00064306,0.0104217,0.00168732
48.9443,114.199,4.39322,0.583849,-8.72662,0.00155935,0.00492394,0.000771031
49.002,114.389,4.34058,0.602991,-8.66681,0.00522453,0.00767279,0.000465602
49.0615,114.558,4.39562,0.559921,-8.69791,0.00369738,0.00461847,-0.00289416
49.1191,114.569,4.35494,0.574277,-8.68595,-0.00180042,0.0122543,0.00565794
49.3359,114.368,4.34297,0.631705,-8.69791,-0.000273243,0.00919998,-0.000145286
49.3965,114.4,4.36212,0.586242,-8.70509,0.00644627,0.00553483,-0.001367
49.4561,114.432,4.38365,0.607777,-8.72902,0.00461367,0.00553483,-0.00167245
49.5137,114.315,4.32144,0.583849,-8.71227,0.00614083,0.00492394,-0.00197788
49.5732,114.4,4.36929,0.595813,-8.65005,0.00614083,0.00339675,-0.00258873
49.6328,114.41,4.37647,0.614955,-8.66441,-0.00180042,0.0122543,0.0071851
49.6904,114.336,4.35733,0.579063,-8.64527,0.00919515,-0.00240648,-0.00655936
49.8213,114.305,4.35015,0.581456,-8.70987,0.00430824,0.00431311,0.000771031
49.8818,114.305,4.37887,0.591027,-8.71466,0.00247563,0.00645107,0.000160158
49.9873,114.463,4.37408,0.591027,-8.71706,3.21865e-05,0.0116435,0.0041308
50.0449,114.358,4.32622,0.586242,-8.71227,0.00736257,-0.000879288,-0.0050322
50.1045,114.358,4.35254,0.579063,-8.68834,0.000337616,0.0088945,0.00351991
50.1641,114.294,4.35972,0.579063,-8.70987,0.000337616,0.00767279,0.00138189
50.2236,114.136,4.34776,0.569492,-8.71466,0.00552997,0.00217503,-0.00167245
50.4385,114.231,4.3334,0.588634,-8.70031,0.0116386,-0.00271183,-0.00717022
50.499,114.336,4.38844,0.605384,-8.71945,0.00430824,0.00400764,-0.000756145
50.5576,114.041,4.36451,0.581456,-8.72902,0.00400281,0.00431311,-0.00197788
50.6172,114.305,4.37408,0.607777,-8.74098,0.00308652,0.00461847,-0.000756145
50.6768,114.22,4.38126,0.591027,-8.73141,0.00644627,0.00186956,-0.00258873
50.7363,114.189,4.35015,0.569492,-8.73619,0.00278109,0.00706196,0.000771031
50.8623,114.241,4.36451,0.586242,-8.72184,0.00308652,0.00706196,0.00199275
50.9209,114.484,4.29272,0.571885,-8.65963,0.00736257,0.00186956,-0.00411591
50.9795,114.146,4.38126,0.564706,-8.6692,0.00186478,0.00675654,-0.00289416
51.0391,114.347,4.39801,0.595813,-8.72662,-0.00454929,0.0137815,0.00443622
51.0986,114.347,4.35494,0.583849,-8.68356,0.00064306,0.0104217,-0.0059485
