seconds,alt,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
25.0176,91.0844,-0.961915,9.32722,-0.189033,0.0299646,0.702226,0.0310088
25.0781,91.1584,-0.107677,9.77707,-0.105284,0.0342406,0.0406595,0.0401718
25.1367,90.9153,1.18445,8.92762,-1.17727,0.0427927,1.59714,0.0963714
25.1963,91.1162,2.18943,16.2927,1.74676,0.0299646,0.684511,0.101869
25.2559,91.2324,0.177069,9.82972,0.741775,0.00552997,0.332042,0.0187915
25.3154,91.3064,-1.85444,10.0331,0.260818,0.0146929,-0.31181,0.016959
25.375,91.2219,1.42373,10.1695,0.0191426,0.0226342,0.596547,0.00535251
25.5049,91.0422,-1.11266,9.59761,0.0789632,0.00919515,0.239191,0.0108503
25.5654,91.1796,0.725025,9.69811,-0.418744,0.0195799,0.617927,0.0548326
25.624,91.0527,-3.72323,10.7175,0.215354,0.0165255,-0.564097,-0.087499
25.7217,91.169,0.468993,8.71945,1.73001,3.21865e-05,0.208647,0.0175698
25.7803,91.0527,-0.42353,9.83929,-1.92383,0.0470688,1.28621,0.0591086
25.8398,90.9788,-0.385244,9.73879,-0.0885344,-0.00302213,0.137176,0.0194024
25.8994,91.169,1.5673,9.3344,1.04088,0.00430824,0.299055,-0.0258016
26.1133,91.2113,0.674776,10.4973,1.46201,0.018969,-0.257443,-0.0490145
26.1738,91.2113,1.02652,9.45644,-0.150748,-0.0170721,-0.363733,-0.0258016
26.2334,91.1373,0.0215354,10.5523,-0.531207,3.21865e-05,0.424894,0.0493348
26.293,91.0633,-1.19402,8.93002,-1.33041,3.21865e-05,-0.386335,0.00229819
26.3525,91.1373,-0.20339,9.79143,-0.157926,0.00980601,0.314938,-0.00869739
26.4121,91.1479,0.904487,8.81755,0.547956,-0.0170721,-0.20613,-0.0386298
26.4717,91.3381,0.0933201,8.8032,-0.827917,-0.0244024,-0.416878,-0.0325211
26.5996,91.1056,-0.157926,8.88216,-0.0598206,0.0140821,-0.584255,-0.108268
26.6602,91.1584,-0.200997,9.80579,-0.200997,0.0336298,0.0797549,-0.028245
26.7188,90.9788,-0.200997,9.62154,-0.205783,0.0299646,0.0131707,-0.00258873
26.7783,90.9153,0.00478565,9.69811,0.12682,0.00247563,-0.0650201,0.0218459
26.8379,90.9576,0.0382852,9.69572,0.454636,0.0201907,-0.154206,0.0230676
26.8975,91.1056,0.0502493,9.75793,-0.31346,0.0348515,-0.145043,0.0371175
26.9941,90.9153,0.224925,9.75554,-0.263211,-0.0225698,-0.278823,0.043837
27.209,90.9893,0.445065,9.734,-0.11007,0.00369738,-0.0363095,-0.00197788
27.2695,91.1584,0.567099,9.68615,0.20339,-0.00607647,0.0290531,-0.0233582
27.3281,90.9682,0.303889,9.72683,0.179462,0.0208016,0.0424921,-0.0551231
27.3877,91.0105,0.0311067,9.76751,-0.138784,0.0250777,0.0088945,-0.0545123
27.4473,91.1267,0.114856,9.7364,-0.0837488,-0.00180042,0.020501,-0.0319103
27.5068,91.1056,0.174676,9.72443,0.133998,-0.0158503,0.0369943,-0.028245
27.5752,90.9576,-0.0765703,9.72683,0.153141,0.00614083,0.0180575,-0.0233582
27.7021,90.9999,0.217747,9.72683,0.0717847,-0.00546561,-0.011264,0.0181807
27.7637,91.169,0.239282,9.72443,0.287139,3.21865e-05,0.00339675,0.0175698
27.8223,91.1373,0.174676,9.7005,0.208176,0.0165255,-0.024703,0.0151263
27.8818,91.1267,0.270389,9.72922,0.0646062,0.0250777,-0.02959,0.0157372
27.9414,90.9576,0.507278,9.71486,0.0502493,0.0159146,-0.00576621,0.00596337
28.001,91.2536,0.346959,9.75076,0.0741775,0.0153038,0.0229445,-0.0196929
28.0605,91.1479,0.155533,9.72922,0.0430708,0.0177473,0.00706196,-0.0264125
28.2803,91.1796,-0.0287139,9.74597,0.0622134,-0.0182938,0.0125598,-0.0154169
28.4287,91.0739,0.196212,9.72204,0.177069,-0.00302213,0.00584024,0.00107646
28.4873,90.9576,0.0430708,9.73879,0.200997,0.00858429,0.00461847,0.00351991
28.5469,91.0527,0.131605,9.71725,0.224925,0.0195799,-0.0124857,0.0175698
28.6055,91.0422,0.394816,9.72443,0.105284,0.0250777,-0.011264,0.0126829
28.665,91.2536,0.330209,9.73879,0.00957129,0.0244668,0.00767279,-0.00686479
28.7246,91.095,0.133998,9.73161,-0.0598206,0.0116386,0.0156141,-0.00197788
28.8564,91.1056,0.346959,9.72683,-0.0598206,-0.00668733,0.0162249,-0.0221364
28.917,91.3804,0.165105,9.72204,0.040678,-0.0134069,0.0174467,-0.0306885
28.9756,91.3698,0.0837488,9.72443,0.133998,-0.0189046,0.0101163,-0.0154169
29.0352,91.095,0.227318,9.72922,0.167498,-0.0152394,0.0113381,-0.01053
29.0947,91.2536,0.196212,9.72204,0.208176,-0.00241128,0.0198901,-0.0209147
29.1543,91.2853,-0.0311067,9.75554,0.210568,0.00369738,0.0162249,-0.00869739
29.2139,91.2853,0.081356,9.71725,0.177069,0.0153038,-0.0149292,-0.00258873
29.4297,91.2113,0.16989,9.73161,0.0502493,0.00980601,-0.0143183,0.0163481
29.4902,91.2641,0.351745,9.734,0.0358923,0.00308652,-0.00759882,0.00657424
29.5498,91.2324,0.289532,9.72683,0.0119641,-0.00118953,0.00339675,-0.0050322
29.6084,91.2747,0.294317,9.71247,0.179462,-0.00241128,-0.000879288,-0.00625393
29.7393,91.4966,0.330209,9.71965,0.129212,0.0122495,0.00767279,-0.0178604
29.7969,91.2641,0.210568,9.74836,0.0334995,0.00858429,0.020501,-0.0141952
29.9316,91.4015,0.277568,9.7364,0.0502493,0.0177473,-0.00149012,-0.00930825
29.9922,90.9471,0.145962,9.70768,-0.0933201,0.0140821,-0.0002684,-0.0215255
30.0498,91.3064,0.162712,9.734,-0.0263211,-0.00790906,0.0150032,-0.000756145
30.1094,91.0316,0.212961,9.734,0.0741775,-0.00790906,-0.000879288,0.00168732
30.1689,91.1373,0.239282,9.73161,0.102891,-0.00302213,-0.00149012,-0.00197788
30.2275,91.2113,0.258425,9.75554,0.0334995,-0.0072982,0.00950539,-0.00625393
30.2871,91.1584,0.184247,9.734,0.133998,-0.00790906,0.00706196,-0.00319959
30.5137,91.0527,0.122034,9.7364,0.0765703,-0.00974166,0.0186684,-0.00625393
30.5732,91.4438,0.236889,9.7364,0.107677,-0.00485472,0.0107272,-0.00686479
30.6318,91.169,0.248854,9.75076,0.0430708,-0.0103525,0.0174467,-0.00442134
30.6914,91.4227,0.0478565,9.75076,0.081356,-0.0176829,0.0131707,-0.0123626
30.75,91.5283,0.0622134,9.74357,0.200997,-0.0207372,-0.00454444,0.00107646
30.8096,91.2219,0.181854,9.7364,0.165105,-0.0072982,-0.0356987,0.0041308
30.8691,91.3275,0.253639,9.734,0.138784,-0.00363301,-0.0363095,-0.00197788
31.0039,91.2324,0.327817,9.74357,0.174676,0.0238559,-0.0234813,-0.00258873
31.1143,91.2007,0.275175,9.71486,0.143569,0.0153038,0.0101163,-0.00747564
31.1738,91.2853,0.208176,9.73879,0.0526421,0.018969,0.0192792,-0.0160278
31.2334,91.2747,0.210568,9.73879,0.0478565,0.0165255,0.0168358,-0.0166386
31.293,91.243,0.200997,9.71725,-0.0167498,3.21865e-05,0.0168358,-0.0196929
31.3525,91.3064,0.12682,9.72204,-0.0550349,-0.0140177,0.0192792,-0.0178604
31.4121,91.5389,0.0837488,9.73879,0.119641,-0.0299002,0.000953317,-0.0160278
31.6338,91.4015,0.234497,9.70529,0.229711,-0.00363301,-0.0155401,-0.0050322
31.6943,91.4861,0.191426,9.68854,0.253639,0.0116386,-0.00454444,-0.0111408
31.7529,91.1584,0.114856,9.72443,0.215354,0.0220233,-0.00943142,-0.00808653
31.8125,91.2747,0.122034,9.72922,0.100499,0.0201907,-0.000879288,0.00290905
31.8721,91.2641,0.179462,9.71486,0.0646062,0.0110278,-0.0399747,0.0071851
31.9316,91.5283,0.167498,9.74357,0.124427,0.00858429,-0.0528029,0.00962856
32.0674,91.095,0.232104,9.73879,0.0311067,0.00430824,-0.0320334,0.00290905
32.1279,91.2853,0.334995,9.72683,0.133998,-0.00118953,0.00339675,-0.000756145
32.1865,91.2007,0.205783,9.72443,0.256032,0.00614083,0.00828367,-0.0129734
32.2461,91.1902,0.18664,9.74597,0.100499,0.00614083,0.00767279,-0.0123626
32.3057,91.4544,0.224925,9.74597,0.133998,0.00125392,0.0327183,-0.0160278
32.4053,91.3698,0.0693919,9.74357,0.143569,0.00125392,0.0363835,-0.0196929
32.4648,91.5707,0.200997,9.74836,0.0765703,0.00308652,0.00339675,-0.0154169
32.6885,91.5178,0.236889,9.72683,0.150748,0.0110278,-0.0308117,0.00168732
32.749,91.2853,0.224925,9.72922,0.205783,0.00491911,0.0088945,0.00901771
32.8066,91.5072,0.153141,9.74836,0.208176,0.0122495,-0.0002684,0.00779597
32.8662,91.4015,0.157926,9.71247,0.227318,0.018969,-0.033866,0.00596337
32.9238,91.2853,0.380459,9.73879,0.11007,0.0275211,-0.00393361,0.000465602
32.9834,91.169,0.332602,9.72443,0.0717847,0.023245,0.00461847,-0.00747564
33.043,90.9576,0.215354,9.73161,0.0526421,0.0214125,0.00584024,-0.00991912
33.1699,91.2324,0.31346,9.75315,0.0239282,-0.00118953,0.0143924,-0.0196929
33.2305,91.021,0.210568,9.7364,0.0167498,-0.00363301,0.0143924,-0.0258016
33.2891,91.2007,0.0837488,9.73879,0.114856,-0.0115743,0.0143924,-0.014806
33.3486,91.2219,0.200997,9.71965,0.165105,-0.0164612,0.000342429,-0.0117517
33.4082,90.9259,0.227318,9.71725,0.210568,-0.00485472,0.00339675,-0.0141952
33.4678,90.9576,0.0550349,9.74597,0.224925,0.00308652,0.00828367,-0.00625393
33.5273,91.0422,0.177069,9.71486,0.198604,0.0116386,-0.00149012,0.00535251
33.7441,91.3275,0.299103,9.74597,-0.0430708,0.00736257,-0.000879288,-0.0111408
33.8662,91.2113,0.155533,9.75793,-0.0598206,-0.00668733,0.00645107,-0.0154169
33.9248,91.1796,0.143569,9.72443,0.0287139,-0.0158503,0.00400764,-0.00747564
33.9844,91.095,0.153141,9.72443,0.117248,-0.0225698,0.00400764,0.0041308
34.0439,91.2641,0.172283,9.72922,0.217747,-0.00485472,-0.00332272,-0.00319959
34.1035,91.2324,0.200997,9.72922,0.208176,0.00308652,-0.00759882,-0.00869739
34.1631,91.3593,0.210568,9.71486,0.184247,0.00308652,0.0015642,0.00229819
34.293,91.169,0.246461,9.71965,0.0526421,0.0238559,0.00461847,-0.00747564
34.3535,91.4332,0.181854,9.72683,-0.0119641,0.00980601,0.0107272,-0.00747564
34.4121,91.1584,0.212961,9.73161,0.00239282,0.00247563,-0.0002684,-0.00869739
34.4805,91.4332,0.337388,9.73879,0.0215354,0.00247563,-0.0002684,-0.0166386
34.5391,91.3064,0.179462,9.71725,0.066999,-0.0158503,0.0119489,-0.00747564
34.5986,91.3593,0.16989,9.71486,0.131605,-0.0115743,0.00645107,-0.00686479
34.8135,91.2113,0.208176,9.74357,0.0598206,0.0146929,0.0107272,-0.0050322
34.874,91.4438,0.141177,9.72922,0.193819,0.00797343,0.00217503,-0.00625393
34.9316,91.3275,0.248854,9.74357,0.0215354,0.0128604,-0.0002684,-0.00564307
34.9912,91.2113,0.258425,9.7364,-0.00478565,0.00736257,0.00278592,-0.001367
35.0488,91.169,0.289532,9.72922,0.0861416,-0.00302213,-0.00149012,0.000465602
35.1621,91.021,0.31346,9.72683,0.112463,0.00369738,0.00645107,-0.000145286
35.2207,91.2536,0.31346,9.74836,0.0382852,-0.00241128,0.0162249,-0.00747564
35.3535,91.2536,0.27996,9.70768,0.198604,0.0134712,0.00217503,-0.0270233
35.4141,91.2324,0.239282,9.74357,0.102891,0.0165255,0.0119489,-0.028245
35.4717,91.3487,0.18664,9.72683,0.0191426,0.0122495,0.0272205,-0.0203038
35.5313,91.3593,0.12682,9.7364,0.112463,0.0177473,0.00706196,-0.0221364
35.5898,91.1796,0.11007,9.74597,0.114856,0.0122495,0.00339675,-0.01053
35.6494,91.169,0.124427,9.72443,-0.0430708,0.00491911,0.00278592,0.00229819
35.707,91.1056,0.153141,9.75554,0.0263211,3.21865e-05,-0.00515538,0.00474165
35.9297,91.2219,0.337388,9.7005,0.136391,-0.000578672,-0.00149012,-0.00319959
35.9902,91.317,0.308674,9.68615,0.229711,0.00308652,0.00706196,-0.00930825
36.0488,91.2641,0.246461,9.7364,0.133998,0.00614083,0.0113381,-0.00991912
36.1064,91.5389,0.349352,9.74836,-0.0526421,0.00797343,0.00706196,-0.0233582
36.166,91.3275,0.136391,9.71965,0.102891,0.00064306,0.0162249,-0.0227473
36.2256,91.2853,0.198604,9.71725,0.165105,3.21865e-05,0.0259988,-0.0178604
36.2842,91.2219,0.22014,9.73161,0.0861416,0.00064306,0.00461847,-0.0160278
36.4131,91.3275,0.153141,9.71486,0.227318,0.0104169,0.000342429,-0.00686479
36.5186,91.1056,0.208176,9.70768,0.105284,0.0177473,-0.00332272,0.00168732
36.5781,91.2324,0.308674,9.75076,0.0287139,0.0177473,0.00461847,-0.00686479
36.6377,91.2958,0.20339,9.7029,0.100499,0.0177473,0.00767279,-0.0154169
36.6973,91.2324,0.234497,9.73161,0.0550349,0.0177473,0.00522935,-0.0123626
36.7568,91.2958,0.232104,9.73879,-0.0502493,0.00491911,0.00645107,-0.0123626
36.8164,91.3804,0.224925,9.734,-0.0143569,-0.00790906,0.0150032,-0.014806
37.0342,91.2324,0.205783,9.72683,0.133998,-0.00424387,0.00767279,-0.00258873
37.0947,91.3487,0.148355,9.73879,0.224925,0.00430824,0.0143924,0.00229819
37.1543,91.391,0.167498,9.75554,0.177069,0.0238559,-0.00454444,-0.001367
37.2139,91.4438,0.20339,9.74836,0.0526421,0.0238559,-0.0100423,0.000465602
37.2734,91.4438,0.244068,9.73161,-0.0119641,0.0153038,0.0015642,0.00474165
37.333,91.1584,0.193819,9.73879,-0.0119641,0.00858429,-0.002101,-0.000145286
37.3926,91.1162,0.244068,9.72683,0.0478565,0.00491911,-0.0118749,0.000465602
37.5234,91.021,0.241675,9.71486,0.0909272,-0.0207372,0.00706196,-0.00686479
37.583,91.3381,0.222533,9.70529,0.222533,-0.0134069,0.00278592,-0.00869739
37.6406,91.2958,0.248854,9.74118,0.143569,-0.00546561,0.00217503,-0.0135843
37.7002,91.243,0.157926,9.71008,0.227318,0.00491911,0.0156141,-0.0166386
37.8037,91.0527,0.210568,9.72683,0.215354,0.0165255,0.00706196,-0.00991912
37.8711,90.8836,0.0741775,9.71965,0.138784,0.0269102,0.00461847,-0.0129734
38.0928,91.391,0.196212,9.72683,0.0167498,-0.0115743,-0.00332272,0.00596337
38.1533,91.1479,0.256032,9.74118,0.0287139,-0.0201264,-0.0100423,0.00168732
38.2119,91.169,0.267996,9.71965,0.191426,-0.0176829,0.00339675,-0.00381048
38.2715,91.317,0.224925,9.71725,0.318246,-0.00607647,0.00339675,-0.0050322
38.3311,91.1162,0.289532,9.71008,0.196212,0.00980601,0.00767279,-0.0135843
38.3906,91.1162,0.227318,9.72683,0.172283,0.0134712,0.0150032,-0.0154169
38.4502,91.2113,0.160319,9.72922,0.143569,0.0134712,0.0266097,-0.0178604
38.5811,91.095,0.0789632,9.734,-0.0909272,0.00736257,0.000953317,-0.00747564
38.6416,91.095,0.189033,9.76511,0.00717847,-0.0134069,0.0107272,-0.001367
38.7002,91.1584,0.217747,9.72683,0.157926,-0.0182938,0.00278592,0.00290905
38.7598,91.3064,0.212961,9.71486,0.148355,-0.0134069,-0.011264,0.0071851
38.8193,91.1267,0.208176,9.73161,0.112463,-0.0103525,-0.00820971,0.00290905
38.8789,91.2007,0.282353,9.7029,0.303889,-0.00424387,-0.00149012,-0.00625393
38.9385,91.1162,0.181854,9.72443,0.31346,0.00858429,0.0131707,-0.00686479
39.2549,91.2536,0.327817,9.54736,2.2349,0.0635622,0.0235553,-0.0135843
39.3154,91.021,0.559921,29.4198,-0.416351,0.0770012,0.361364,0.0633847
39.374,90.9576,2.18225,65.6686,2.10329,0.068449,2.40593,0.136078
39.4336,91.2219,0.741775,56.1165,-3.07478,-0.0842672,3.85246,0.150127
39.4932,91.6129,2.72064,26.7542,-4.67318,0.00980601,4.86588,0.101869
39.5537,91.9194,1.62233,23.8014,-0.689133,0.0904402,4.25685,0.244201
39.6123,92.5853,0.770489,22.3226,0.725025,0.10449,3.24037,0.315672
39.6719,93.1243,0.952343,21.2674,0.227318,0.117929,2.83537,0.33583
39.8066,94.3714,0.937987,20.5687,0.51685,0.23155,1.80545,0.51909
39.8662,95.143,0.57667,19.8915,0.440279,0.171074,1.27461,0.558796
39.9248,95.9779,0.39003,19.6092,-0.0502493,0.0983815,0.630144,0.480606
39.9844,96.4218,0.777668,19.9274,0.461815,0.133812,0.57089,0.478773
40.0439,97.1405,1.10548,17.3767,0.892523,0.095938,0.406568,0.610109
40.1035,98.1023,0.330209,1.75394,0.799203,-0.148408,-0.484073,0.744499
40.1631,98.821,0.689133,-0.222533,0.70349,-0.173454,-0.746746,0.704793
40.3887,101.611,-0.263211,-0.258425,0.143569,0.00308652,-1.02774,0.779319
40.4492,102.193,-0.334995,-0.253639,-0.00957129,0.0690599,-1.04057,0.484271
40.584,103.545,-0.318246,-0.184247,-0.131605,0.0873859,-0.936724,0.338885
40.6436,103.873,-0.246461,-0.198604,-0.0478565,0.122205,-0.878082,0.205105
40.7031,104.465,-0.155533,-0.145962,0.107677,0.123427,-0.824936,0.106756
40.7627,104.983,0.0574278,-0.138784,0.0287139,0.13992,-0.747967,0.0542217
40.8223,104.962,0.155533,-0.11007,0.0143569,0.152138,-0.752854,0.0444479
40.957,106.272,0.476172,-0.107677,-0.224925,0.246822,-0.711315,0.126304
41.0176,106.558,0.581456,-0.0574278,-0.287139,0.318904,-0.612966,0.205716
41.0762,106.991,0.581456,-0.0502493,-0.323031,0.380601,-0.514617,0.274133
41.1357,107.445,0.497707,-0.0526421,-0.401994,0.435579,-0.491404,0.354767
41.1953,107.477,0.512064,-0.040678,-0.5336,0.515602,-0.465747,0.409134
41.2539,107.625,0.488136,-0.0550349,-0.416351,0.607843,-0.254388,0.462891
41.3164,107.583,0.535992,-0.0646062,-0.433101,0.668929,-0.0754048,0.494656
41.541,107.974,0.78006,-0.107677,-0.40678,0.761781,0.914196,0.834907
41.6015,107.71,0.964308,-0.119641,-0.397209,0.726351,1.09746,0.954026
41.6592,107.9,1.07438,-0.184247,-0.454636,0.662821,1.07363,1.05787
41.7188,107.319,1.31605,-0.16989,-0.0741775,0.598069,0.954514,1.16233
41.7783,107.297,1.09352,-0.263211,-0.141177,0.534539,0.0333292,1.3572
41.8955,107.076,1.00977,-0.227318,-0.148355,0.54248,-0.342964,1.42806
41.9551,107.107,0.904487,-0.263211,-0.256032,0.574856,-0.845094,1.45249
42.085,106.536,0.545564,-0.363709,-0.452243,0.78194,-1.19268,1.4134
42.1455,106.431,0.358923,-0.339781,-0.354138,0.894339,-1.2055,1.33093
42.2041,106.103,0.267996,-0.315853,-0.363709,1.00002,-0.843873,1.25457
42.2637,105.871,0.215354,-0.926023,0.299103,1.0776,-0.250723,1.21181
42.3232,105.416,-4.16112,-10.7079,-18.6186,-2.44648,1.56355,1.20937
42.3828,104.697,2.90489,-78.3984,-17.5992,2.93768,20.1766,4.59723
42.4424,104.158,20.8702,-67.949,-19.9322,0.927936,20.1766,0.0273437
42.502,103.873,-6.05145,-27.2519,6.8028,5.56379,20.1766,-3.09906
42.7227,103.017,-2.46221,-6.85065,6.6018,-0.012796,19.7423,3.16475
42.7832,102.383,-9.97568,0.899702,15.4648,-3.89729,-12.1711,0.485492
42.8428,102.034,8.41317,12.2321,4.37647,-4.13919,-8.87552,6.08285
42.9023,102.108,12.4283,-7.82932,7.42972,-3.09461,0.282562,8.00097
42.9619,102.478,15.5366,-2.03868,29.2044,-4.25586,-19.8546,13.7461
43.0215,100.068,27.3619,-6.37209,16.6158,9.25769,-19.8546,-5.15218
43.0811,101.167,5.55614,-3.3356,8.35095,-6.10251,-19.8552,4.62288
43.2559,99.3178,1.21555,-0.775275,10.8467,8.47273,-8.8236,2.01143
43.3154,99.804,7.39382,-9.37029,5.61595,0.384877,-19.8546,-4.42159
43.375,99.1064,-21.5904,-5.28814,13.5888,-5.44155,-19.8546,-2.51935
43.4346,98.7259,0.040678,0.789632,3.19203,-2.40189,-19.8546,8.55441
43.4941,97.5422,-13.1294,-9.79861,9.77707,5.2999,2.03269,2.41949
43.5547,97.9544,-14.9025,-16.0128,11.2869,-0.858844,20.1766,0.0145155
43.6133,97.5422,-2.50768,-4.77847,2.00997,-0.899772,10.7803,-2.74415
43.6729,97.0137,1.02174,-5.51785,-3.34038,0.0391275,6.58852,-2.86999
43.8897,94.234,6.78844,-10.2891,-2.61775,4.37993,1.18603,-0.997077
43.9502,92.9869,8.20738,-13.3185,9.53061,3.9285,2.32652,1.23136
44.0098,92.6381,7.19283,-11.787,10.5954,1.56262,-12.7154,0.652259
44.0693,94.0967,6.78844,-9.9039,-4.26401,0.868072,-8.23106,1.18493
44.1289,94.3926,5.45803,-11.0788,-0.418744,1.3024,-2.71984,2.09085
44.1885,93.2722,10.4327,-6.99661,-5.62074,1.07699,9.49868,4.73528
44.248,93.304,7.61875,-6.75494,1.04088,-3.68715,20.1766,4.72062
44.3076,91.1584,4.1659,-5.70928,5.38625,-5.19293,20.0728,-5.67691
44.4365,89.9218,10.5428,-4.40519,-8.08774,-5.99927,1.89158,2.03587
44.5313,90.017,12.4092,-8.57827,3.98405,-5.27051,20.1766,0.0927062
44.5898,91.0844,-2.15593,-6.18305,5.44606,-1.22658,19.8675,-5.28657
